Year,Boat_No,출전회차,출주회수,1착,2착,3착,평균착순점,연대율,3주회,2주회(온라인),2주회(플라잉)
2022,91,50,114,23,27,20,5.88,43.9,-,1:30.175,1:13.085
2022,92,50,156,24,22,32,5.07,29.5,-,1:30.927,1:12.822
2022,93,51,149,30,31,22,5.69,40.9,-,1:31.045,1:12.211
2022,94,51,154,23,31,20,5.16,35.1,-,1:30.302,1:12.332
2022,95,51,139,19,31,23,5.14,36,-,1:32.194,1:13.749
2022,96,51,152,21,25,28,4.97,30.3,-,1:31.651,1:12.989
2022,97,51,162,29,25,23,4.96,33.3,-,1:30.820,1:13.441
2022,98,51,155,22,35,22,5.23,36.8,-,1:31.629,1:13.171
2022,99,51,139,33,23,16,5.5,40.3,-,1:31.320,1:12.520
2022,100,51,154,24,26,26,5.11,32.5,-,1:30.613,1:12.629
2022,101,50,126,39,18,28,6.47,45.2,-,1:29.915,1:12.537
2022,102,51,153,21,25,36,5.24,30.1,-,1:32.103,1:12.753
2022,103,51,149,24,29,33,5.48,35.6,-,1:30.600,1:13.703
2022,104,51,141,33,26,24,5.77,41.8,-,1:30.036,1:12.203
2022,105,51,108,9,16,17,4.26,23.1,-,1:32.543,1:13.486
2022,106,50,153,17,25,27,4.71,27.5,-,1:31.960,1:13.120
2022,107,51,139,16,18,14,4.25,24.5,-,1:31.628,1:13.981
2022,108,51,123,20,14,22,4.75,27.6,-,1:30.889,1:13.136
2022,109,51,154,25,21,27,5.1,29.9,-,1:31.223,1:13.585
2022,110,51,146,31,24,19,5.47,37.7,-,1:30.066,1:12.450
