연도,회차,일차,경주,1위,2위,3위,단승식,연승식,쌍승식,복승식,삼복승식,쌍복승,삼쌍승,Refund
2016,48,1,03R,① 이현재,⑤ 반혜진,⑥ 서 휘,(1) 1.2,"(1) 1.1, (5) 7.3",(1-5) 14.9,(1-5) 14.4,(1-5-6) 39.3,-,-,
2016,48,1,04R,① 양원준,⑥ 김인혜,② 박상현,(1) 1.5,"(1) 1.2, (6) 2.8",(1-6) 9.9,(1-6) 6.7,(1-2-6) 3.9,-,-,
2016,48,1,05R,① 김민천,④ 조현귀,⑤ 이창규,(1) 1.1,"(1) 1.0, (4) 3.3",(1-4) 4.3,(1-4) 3.7,(1-4-5) 4.5,-,-,
2016,48,1,06R,③ 김종민,⑥ 민영건,① 이동준,(3) 4.6,"(3) 2.2, (6) 1.7",(3-6) 12.4,(3-6) 6.8,(1-3-6) 3.2,-,-,
2016,48,1,07R,② 이시원,③ 원용관,① 김태용,(2) 3.6,"(2) 1.6, (3) 1.4",(2-3) 7.6,(2-3) 4.0,(1-2-3) 3.6,-,-,
2016,48,1,08R,① 김현철,② 장수영,⑤ 윤영근,(1) 1.2,"(1) 1.0, (2) 1.3",(1-2) 2.0,(1-2) 1.6,(1-2-5) 2.7,-,-,
2016,48,1,09R,① 신현경,③ 김세원,④ 김국흠,(1) 4.7,"(1) 1.8, (3) 1.0",(1-3) 8.4,(1-3) 3.0,(1-3-4) 3.4,-,-,
2016,48,1,10R,① 문주엽,④ 정주현,⑤ 김현덕,(1) 1.2,"(1) 1.1, (4) 1.5",(1-4) 2.5,(1-4) 1.8,(1-4-5) 2.2,-,-,
2016,48,1,11R,⑤ 이승일,① 이태희,④ 손제민,(5) 4.8,"(5) 2.2, (1) 1.0",(5-1) 13.1,(1-5) 3.9,(1-4-5) 4.5,-,-,
2016,48,1,12R,④ 곽현성,② 박진서,① 황이태,(4) 3.9,"(4) 1.7, (2) 3.5",(4-2) 23.9,(2-4) 16.6,(1-2-4) 3.0,-,-,
2016,48,1,13R,① 민영건,② 반혜진,④ 정용진,(1) 1.3,"(1) 1.0, (2) 4.0",(1-2) 4.3,(1-2) 3.9,(1-2-4) 14.7,-,-,
2016,48,1,14R,④ 조성인,① 한 진,③ 박영수,(4) 3.4,"(4) 1.5, (1) 1.2",(4-1) 7.6,(1-4) 2.9,(1-3-4) 3.9,-,-,
2016,48,1,15R,② 이창규,③ 김영욱,① 김인혜,(2) 4.8,"(2) 1.6, (3) 3.1",(2-3) 16.9,(2-3) 10.7,(1-2-3) 3.1,-,-,
2016,48,1,16R,③ 손근성,④ 김민준,① 서화모,(3) 13.2,"(3) 2.9, (4) 3.9",(3-4) 126.0,(3-4) 49.1,(1-3-4) 10.7,-,-,
2016,47,2,01R,① 이종인,② 주은석,⑤ 김민천,(1) 1.1,"(1) 1.0, (2) 1.1",(1-2) 1.3,(1-2) 1.2,(1-2-5) 3.4,-,-,
2016,47,2,02R,② 반혜진,④ 전정환,① 김지현,(2) 7.0,"(2) 1.7, (4) 1.4",(2-4) 17.0,(2-4) 7.2,(1-2-4) 1.7,-,-,
2016,47,2,03R,① 김응선,② 김인혜,③ 원용관,(1) 2.2,"(1) 1.2, (2) 1.2",(1-2) 5.0,(1-2) 2.4,(1-2-3) 3.0,-,-,
2016,47,2,04R,③ 이창규,⑥ 최광성,⑤ 서 휘,(3) 13.7,"(3) 3.9, (6) 1.5",(3-6) 32.5,(3-6) 11.1,(3-5-6) 34.8,-,-,
2016,47,2,05R,① 유석현,⑥ 김동민,② 박영수,(1) 1.1,"(1) 1.0, (6) 2.4",(1-6) 3.0,(1-6) 2.5,(1-2-6) 2.3,-,-,
2016,47,2,06R,① 정종훈,⑤ 김효년,② 이진우,(1) 1.9,"(1) 1.1, (5) 1.1",(1-5) 3.0,(1-5) 1.3,(1-2-5) 3.0,-,-,
2016,47,2,07R,① 이태희,② 한 진,⑥ 장수영,(1) 1.0,"(1) 1.0, (2) 2.0",(1-2) 2.5,(1-2) 2.0,(1-2-6) 2.6,-,-,
2016,47,2,08R,③ 이현재,⑥ 김현철,⑤ 곽현성,(3) 1.4,"(3) 1.1, (6) 2.5",(3-6) 4.3,(3-6) 3.3,(3-5-6) 11.4,-,-,
2016,47,2,09R,① 김민길,⑥ 이종인,② 권명호,(1) 1.5,"(1) 1.3, (6) 1.0",(1-6) 2.9,(1-6) 1.5,(1-2-6) 2.4,-,-,
2016,47,2,10R,① 한 운,④ 서화모,② 오세준,(1) 1.3,"(1) 1.1, (4) 1.7",(1-4) 3.4,(1-4) 2.3,(1-2-4) 2.5,-,-,
2016,47,2,11R,① 임태경,② 나병창,④ 이창규,(1) 1.5,"(1) 1.1, (2) 4.1",(1-2) 12.3,(1-2) 9.8,(1-2-4) 7.3,-,-,
2016,47,2,12R,① 김민준,③ 장영태,② 조현귀,(1) 1.3,"(1) 1.0, (3) 1.5",(1-3) 2.6,(1-3) 1.9,(1-2-3) 2.6,-,-,
2016,47,2,13R,④ 김인혜,① 박진서,⑤ 김종민,(4) 3.7,"(4) 1.2, (1) 1.2",(4-1) 6.1,(1-4) 2.4,(1-4-5) 2.9,-,-,
2016,47,2,14R,① 김효년,② 손제민,⑤ 유석현,(1) 1.3,"(1) 1.0, (2) 1.3",(1-2) 1.8,(1-2) 1.5,(1-2-5) 1.5,-,-,
2016,47,2,15R,④ 이현재,① 김동민,⑥ 길현태,(4) 2.3,"(4) 1.0, (1) 1.3",(4-1) 3.7,(1-4) 1.3,(1-4-6) 3.3,-,-,
2016,47,2,16R,① 최광성,⑥ 김지현,④ 박준현,(1) 1.4,"(1) 1.1, (6) 5.1",(1-6) 8.8,(1-6) 7.0,(1-4-6) 41.1,-,-,
2016,47,1,01R,④ 김지현,③ 이진우,⑤ 원용관,(4) 1.1,"(4) 1.0, (3) 3.9",(4-3) 5.9,(3-4) 5.9,(3-4-5) 3.8,-,-,
2016,47,1,02R,③ 이종인,② 김선웅,⑤ 윤동오,(3) 1.1,"(3) 1.0, (2) 1.6",(3-2) 2.3,(2-3) 1.9,(2-3-5) 7.5,-,-,
2016,47,1,03R,① 한 운,② 전정환,⑤ 한 진,(1) 2.2,"(1) 1.2, (2) 1.5",(1-2) 3.0,(1-2) 1.4,(1-2-5) 7.4,-,-,
2016,47,1,04R,② 임태경,④ 김응선,⑤ 장영태,(2) 1.6,"(2) 1.3, (4) 4.3",(2-4) 10.8,(2-4) 9.5,(2-4-5) 5.4,-,-,⑥
2016,47,1,05R,① 유석현,⑥ 주은석,③ 김현철,(1) 1.4,"(1) 1.2, (6) 1.6",(1-6) 4.4,(1-6) 3.5,(1-3-6) 2.1,-,-,
2016,47,1,06R,① 김민준,⑥ 이현재,② 김동경,(1) 2.0,"(1) 1.5, (6) 1.6",(1-6) 6.0,(1-6) 3.6,(1-2-6) 3.8,-,-,
2016,47,1,07R,① 김민길,④ 정종훈,⑤ 최재원,(1) 1.8,"(1) 1.3, (4) 1.3",(1-4) 3.8,(1-4) 2.2,(1-4-5) 4.5,-,-,
2016,47,1,08R,② 오재빈,③ 반혜진,① 민영건,(2) 8.4,"(2) 2.3, (3) 1.2",(2-3) 9.9,(2-3) 4.5,(1-2-3) 2.5,-,-,
2016,47,1,09R,④ 최광성,③ 박민수,① 장수영,(4) 2.9,"(4) 1.2, (3) 2.9",(4-3) 12.3,(3-4) 7.4,(1-3-4) 3.5,-,-,
2016,47,1,10R,① 김동민,③ 이태희,④ 윤동오,(1) 1.4,"(1) 1.0, (3) 1.2",(1-3) 1.7,(1-3) 1.3,(1-3-4) 2.6,-,-,
2016,47,1,11R,① 강창효,⑥ 한 운,② 우진수,(1) 1.3,"(1) 1.1, (6) 4.3",(1-6) 10.2,(1-6) 7.8,(1-2-6) 9.4,-,-,
2016,47,1,12R,① 박진서,② 이창규,⑤ 정민수,(1) 4.1,"(1) 2.5, (2) 1.3",(1-2) 7.6,(1-2) 3.1,(1-2-5) 6.1,-,-,
2016,47,1,13R,① 김효년,⑤ 조현귀,⑥ 김선웅,(1) 1.1,"(1) 1.2, (5) 5.6",(1-5) 6.5,(1-5) 6.4,(1-5-6) 3.8,-,-,②
2016,47,1,14R,④ 김현철,⑤ 김동경,③ 김지현,(4) 1.7,"(4) 1.4, (5) 6.3",(4-5) 10.4,(4-5) 10.4,(3-4-5) 7.5,-,-,
2016,47,1,15R,⑥ 손제민,① 박영수,④ 윤영일,(6) 4.4,"(6) 1.5, (1) 1.3",(6-1) 10.0,(1-6) 3.2,(1-4-6) 10.1,-,-,
2016,47,1,16R,④ 이종인,① 주은석,② 장영태,(4) 1.7,"(4) 1.0, (1) 1.2",(4-1) 3.3,(1-4) 1.5,(1-2-4) 2.2,-,-,
2016,46,2,01R,① 양원준,⑥ 신현경,⑤ 조현귀,(1) 4.3,"(1) 2.6, (6) 10.6",(1-6) 104.6,(1-6) 72.1,(1-5-6) 126.0,-,-,
2016,46,2,02R,① 김영욱,④ 김민길,⑤ 김지훈,(1) 1.2,"(1) 1.2, (4) 3.2",(1-4) 6.8,(1-4) 5.2,(1-4-5) 7.5,-,-,
2016,46,2,03R,③ 김효년,① 이지수,⑥ 이미나,(3) 4.5,"(3) 2.1, (1) 1.2",(3-1) 9.0,(1-3) 2.5,(1-3-6) 8.2,-,-,
2016,46,2,04R,④ 최재원,⑥ 윤동오,① 김응선,(4) 2.1,"(4) 1.2, (6) 11.5",(4-6) 20.7,(4-6) 22.2,(1-4-6) 17.1,-,-,
2016,46,2,05R,① 강창효,⑥ 김국흠,③ 박상현,(1) 2.0,"(1) 1.0, (6) 2.6",(1-6) 7.3,(1-6) 5.4,(1-3-6) 13.5,-,-,
2016,46,2,06R,② 민영건,③ 배혜민,⑤ 강지환,(2) 1.8,"(2) 1.0, (3) 6.5",(2-3) 17.5,(2-3) 14.8,(2-3-5) 20.4,-,-,
2016,46,2,07R,③ 박정아,② 조성인,① 이재학,(3) 3.4,"(3) 2.3, (2) 1.5",(3-2) 19.2,(2-3) 5.5,(1-2-3) 2.7,-,-,
2016,46,2,08R,① 김민준,③ 사재준,⑤ 한종석,(1) 1.5,"(1) 1.2, (3) 3.2",(1-3) 6.1,(1-3) 5.3,(1-3-5) 3.8,-,-,
2016,46,2,09R,④ 김승택,② 김지현,③ 정용진,(4) 6.0,"(4) 3.4, (2) 2.0",(4-2) 30.4,(2-4) 11.3,(2-3-4) 28.8,-,-,
2016,46,2,10R,② 정인교,⑥ 문주엽,① 박석문,(2) 1.2,"(2) 1.2, (6) 6.0",(2-6) 29.2,(2-6) 25.2,(1-2-6) 27.7,-,-,
2016,46,2,11R,③ 장영태,② 윤영일,④ 김지훈,(3) 7.6,"(3) 1.8, (2) 1.1",(3-2) 9.3,(2-3) 2.4,(2-3-4) 4.0,-,-,
2016,46,2,12R,⑤ 김현철,② 강지환,③ 최재원,(5) 12.1,"(5) 3.0, (2) 2.4",(5-2) 49.8,(2-5) 25.5,(2-3-5) 13.9,-,-,
2016,46,2,13R,① 김국흠,⑤ 장수영,④ 김효년,(1) 1.4,"(1) 1.2, (5) 5.0",(1-5) 11.7,(1-5) 9.6,(1-4-5) 8.0,-,-,
2016,46,2,14R,② 주은석,① 신현경,③ 김민길,(2) 3.6,"(2) 1.6, (1) 1.8",(2-1) 5.2,(1-2) 1.9,(1-2-3) 4.5,-,-,
2016,46,2,15R,① 길현태,② 김민천,⑥ 이태희,(1) 1.9,"(1) 1.1, (2) 1.5",(1-2) 2.9,(1-2) 1.6,(1-2-6) 4.2,-,-,
2016,46,2,16R,③ 손제민,② 박준현,④ 박정아,(3) 2.3,"(3) 1.4, (2) 1.7",(3-2) 6.4,(2-3) 2.8,(2-3-4) 4.3,-,-,
2016,46,1,01R,② 김선웅,① 배혜민,④ 문주엽,(2) 6.0,"(2) 2.7, (1) 1.0",(2-1) 10.0,(1-2) 4.0,(1-2-4) 6.7,-,-,③
2016,46,1,02R,③ 김민천,② 최재원,⑤ 이태희,(3) 2.3,"(3) 1.0, (2) 2.0",(3-2) 4.3,(2-3) 2.6,(2-3-5) 2.6,-,-,
2016,46,1,03R,① 송효석,② 서 휘,⑥ 심상철,(1) 2.9,"(1) 1.7, (2) 1.3",(1-2) 7.6,(1-2) 4.0,(1-2-6) 2.5,-,-,
2016,46,1,04R,① 임태경,③ 손제민,② 정종훈,(1) 1.6,"(1) 1.0, (3) 1.5",(1-3) 2.5,(1-3) 1.6,(1-2-3) 3.9,-,-,
2016,46,1,05R,③ 주은석,② 정민수,④ 이지수,(3) 10.7,"(3) 2.4, (2) 2.1",(3-2) 67.2,(2-3) 28.1,(2-3-4) 43.4,-,-,
2016,46,1,06R,③ 장수영,④ 박정아,① 김응선,(3) 2.5,"(3) 1.7, (4) 2.8",(3-4) 10.6,(3-4) 7.0,(1-3-4) 5.8,-,-,
2016,46,1,07R,① 이용세,⑤ 권명호,② 양원준,(1) 1.8,"(1) 1.1, (5) 4.7",(1-5) 13.3,(1-5) 9.9,(1-2-5) 7.0,-,-,
2016,46,1,08R,④ 길현태,② 민영건,⑥ 조성인,(4) 2.6,"(4) 1.9, (2) 5.7",(4-2) 15.6,(2-4) 8.8,(2-4-6) 31.0,-,-,
2016,46,1,09R,① 신현경,③ 김효년,② 김지훈,(1) 2.8,"(1) 1.4, (3) 1.1",(1-3) 4.7,(1-3) 2.2,(1-2-3) 2.3,-,-,
2016,46,1,10R,② 이미나,① 강지환,③ 김영욱,(2) 2.0,"(2) 1.3, (1) 1.3",(2-1) 4.7,(1-2) 2.2,(1-2-3) 3.0,-,-,
2016,46,1,11R,① 박준현,② 서화모,③ 오세준,(1) 1.3,"(1) 1.3, (2) 1.2",(1-2) 2.0,(1-2) 1.4,(1-2-3) 4.2,-,-,
2016,46,1,12R,① 김국흠,② 김민길,⑤ 사재준,(1) 1.3,"(1) 1.1, (2) 2.2",(1-2) 3.0,(1-2) 2.5,(1-2-5) 18.8,-,-,
2016,46,1,13R,① 심상철,② 강창효,⑤ 정민수,(1) 1.9,"(1) 1.1, (2) 2.0",(1-2) 10.0,(1-2) 7.9,(1-2-5) 18.8,-,-,
2016,46,1,14R,④ 김민천,② 권명호,① 장영태,(4) 1.7,"(4) 1.5, (2) 1.8",(4-2) 10.9,(2-4) 7.9,(1-2-4) 2.8,-,-,
2016,46,1,15R,① 김현철,⑤ 서 휘,② 이재학,(1) 1.3,"(1) 1.0, (5) 5.5",(1-5) 10.5,(1-5) 7.5,(1-2-5) 4.7,-,-,④
2016,46,1,16R,③ 길현태,② 이태희,④ 김효년,(3) 5.7,"(3) 1.9, (2) 1.0",(3-2) 7.3,(2-3) 1.8,(2-3-4) 2.9,-,-,
2016,45,2,01R,① 손지영,③ 손근성,② 이종인,(1) 1.1,"(1) 1.0, (3) 1.0",(1-3) 1.3,(1-3) 1.2,(1-2-3) 5.6,-,-,
2016,45,2,02R,① 신현경,④ 한 운,③ 전정환,(1) 1.1,"(1) 1.0, (4) 7.1",(1-4) 9.1,(1-4) 7.8,(1-3-4) 6.6,-,-,
2016,45,2,03R,③ 오재빈,① 윤영근,② 김동민,(3) 14.1,"(3) 1.8, (1) 1.1",(3-1) 16.1,(1-3) 3.4,(1-2-3) 6.1,-,-,
2016,45,2,04R,② 유석현,① 정인교,⑥ 홍기철,(2) 2.7,"(2) 1.6, (1) 1.2",(2-1) 6.5,(1-2) 2.4,(1-2-6) 2.8,-,-,
2016,45,2,05R,⑤ 심상철,① 김명진,② 우진수,(5) 2.5,"(5) 1.2, (1) 1.3",(5-1) 3.0,(1-5) 1.5,(1-2-5) 1.9,-,-,
2016,45,2,06R,④ 곽현성,⑤ 이주영,⑥ 박영수,(4) 5.0,"(4) 1.3, (5) 7.8",(4-5) 27.8,(4-5) 18.6,(4-5-6) 114.8,-,-,
2016,45,2,07R,① 박민수,③ 여현창,② 정용진,(1) 1.8,"(1) 2.0, (3) 1.0",(1-3) 3.2,(1-3) 1.5,(1-2-3) 2.5,-,-,
2016,45,2,08R,① 문주엽,④ 나병창,② 박정아,(1) 1.4,"(1) 1.1, (4) 1.7",(1-4) 3.2,(1-4) 2.4,(1-2-4) 1.7,-,-,
2016,45,2,09R,① 장수영,⑥ 황이태,⑤ 손지영,(1) 1.3,"(1) 1.2, (6) 2.6",(1-6) 5.3,(1-6) 4.0,(1-5-6) 2.6,-,-,
2016,45,2,10R,① 김세원,③ 김종목,④ 최재원,(1) 1.8,"(1) 1.2, (3) 3.2",(1-3) 5.8,(1-3) 4.8,(1-3-4) 7.1,-,-,
2016,45,2,11R,④ 강지환,⑤ 이시원,③ 김민길,(4) 7.2,"(4) 2.4, (5) 2.0",(4-5) 25.6,(4-5) 11.9,(3-4-5) 6.4,-,-,
2016,45,2,12R,① 심상철,④ 임태경,② 구현구,(1) 1.1,"(1) 1.1, (4) 4.1",(1-4) 6.0,(1-4) 5.8,(1-2-4) 6.2,-,-,
2016,45,2,13R,① 경상수,② 박영수,④ 유석현,(1) 1.2,"(1) 1.1, (2) 3.8",(1-2) 5.0,(1-2) 4.2,(1-2-4) 3.0,-,-,
2016,45,2,14R,① 한 진,③ 이창규,④ 박진서,(1) 1.2,"(1) 1.0, (3) 2.3",(1-3) 2.7,(1-3) 2.2,(1-3-4) 7.0,-,-,
2016,45,2,15R,① 홍기철,⑤ 김현철,⑥ 곽현성,(1) 1.5,"(1) 1.0, (5) 2.6",(1-5) 3.7,(1-5) 3.0,(1-5-6) 5.1,-,-,
2016,45,2,16R,① 황이태,⑥ 박정아,⑤ 정인교,(1) 1.2,"(1) 1.0, (6) 11.9",(1-6) 15.7,(1-6) 14.3,(1-5-6) 21.5,-,-,
2016,45,1,01R,⑥ 손지영,② 곽현성,④ 신현경,(6) 2.2,"(6) 1.0, (2) 3.1",(6-2) 4.8,(2-6) 2.6,(2-4-6) 5.6,-,-,
2016,45,1,02R,① 강지환,③ 이태희,④ 김영민,(1) 1.5,"(1) 1.3, (3) 1.6",(1-3) 3.1,(1-3) 2.6,(1-3-4) 6.2,-,-,
2016,45,1,03R,⑥ 심상철,① 전두식,⑤ 이창규,(6) 3.3,"(6) 1.2, (1) 1.4",(6-1) 10.9,(1-6) 5.8,(1-5-6) 20.6,-,-,
2016,45,1,04R,③ 한 운,② 황만주,④ 오재빈,(3) 3.7,"(3) 2.2, (2) 1.8",(3-2) 24.8,(2-3) 8.8,(2-3-4) 7.2,-,-,
2016,45,1,05R,① 경상수,⑤ 홍기철,⑥ 김민길,(1) 1.4,"(1) 1.5, (5) 1.5",(1-5) 3.8,(1-5) 2.5,(1-5-6) 9.2,-,-,
2016,45,1,06R,① 임태경,③ 구현구,④ 우진수,(1) 1.9,"(1) 1.5, (3) 3.3",(1-3) 12.5,(1-3) 8.9,(1-3-4) 27.0,-,-,
2016,45,1,07R,⑤ 황이태,② 정인교,① 이미나,(5) 1.4,"(5) 1.3, (2) 1.6",(5-2) 5.0,(2-5) 3.5,(1-2-5) 4.0,-,-,
2016,45,1,08R,① 김명진,⑥ 장수영,② 김재윤,(1) 1.8,"(1) 1.2, (6) 1.4",(1-6) 3.2,(1-6) 1.5,(1-2-6) 2.2,-,-,
2016,45,1,09R,③ 박석문,② 한 진,⑥ 김현철,(3) 2.5,"(3) 1.8, (2) 1.1",(3-2) 4.4,(2-3) 1.9,(2-3-6) 2.9,-,-,
2016,45,1,10R,① 김세원,⑤ 곽현성,② 이시원,(1) 2.4,"(1) 1.8, (5) 2.1",(1-5) 12.8,(1-5) 8.5,(1-2-5) 3.8,-,-,
2016,45,1,11R,② 손지영,① 전정환,⑤ 민영건,(2) 1.0,"(2) 1.3, (1) 1.4",(2-1) 2.3,(1-2) 2.0,(1-2-5) 4.5,-,-,
2016,45,1,12R,③ 이용세,① 윤영근,② 이창규,(3) 21.4,"(3) 5.0, (1) 1.0",(3-1) 47.6,(1-3) 6.3,(1-2-3) 7.8,-,-,
2016,45,1,13R,① 박민수,③ 박정아,④ 이현재,(1) 1.4,"(1) 1.2, (3) 1.8",(1-3) 4.2,(1-3) 2.9,(1-3-4) 5.4,-,-,
2016,45,1,14R,① 홍기철,② 이재학,⑤ 양원준,(1) 1.1,"(1) 1.1, (2) 1.6",(1-2) 3.0,(1-2) 2.3,(1-2-5) 2.2,-,-,
2016,45,1,15R,③ 신현경,② 심상철,① 김민길,(3) 26.1,([]) 1.0,(3-2) 17.0,(2-3) 2.8,(1-2-3) 1.7,-,-,⑤ ⑥
2016,45,1,16R,④ 장수영,① 문주엽,⑤ 오재빈,(4) 1.9,"(4) 1.2, (1) 1.1",(4-1) 2.8,(1-4) 1.4,(1-4-5) 2.6,-,-,
2016,44,2,01R,③ 서화모,② 김기한,④ 윤영일,(3) 21.5,"(3) 6.2, (2) 1.0",(3-2) 68.0,(2-3) 16.4,(2-3-4) 24.0,-,-,
2016,44,2,02R,③ 문안나,① 김응선,④ 김재윤,(3) 1.3,"(3) 1.0, (1) 2.7",(3-1) 4.6,(1-3) 3.3,(1-3-4) 12.1,-,-,
2016,44,2,03R,③ 우진수,① 김선웅,⑥ 이창규,(3) 12.3,"(3) 2.7, (1) 1.0",(3-1) 30.0,(1-3) 6.1,(1-3-6) 23.7,-,-,
2016,44,2,04R,① 민영건,③ 김동민,④ 이용세,(1) 1.1,"(1) 1.0, (3) 2.1",(1-3) 2.5,(1-3) 2.2,(1-3-4) 6.1,-,-,
2016,44,2,05R,① 정종훈,⑤ 김민천,④ 홍기철,(1) 1.3,"(1) 1.3, (5) 1.4",(1-5) 3.7,(1-5) 2.7,(1-4-5) 9.7,-,-,
2016,44,2,06R,③ 이동준,① 서 휘,④ 윤동오,(3) 3.8,"(3) 1.4, (1) 1.0",(3-1) 5.7,(1-3) 1.7,(1-3-4) 8.5,-,-,
2016,44,2,07R,④ 심상철,① 이진우,② 김정구,(4) 1.6,"(4) 1.1, (1) 1.2",(4-1) 2.2,(1-4) 1.3,(1-2-4) 2.3,-,-,
2016,44,2,08R,④ 한종석,② 손제민,⑤ 오세준,(4) 2.6,([]) 1.0,(4-2) 3.1,(2-4) 1.1,([]-[]-[]) 1.0,-,-,① ③ ⑥
2016,44,2,09R,⑤ 김지현,① 김태용,② 박준현,(5) 2.8,"(5) 1.6, (1) 1.4",(5-1) 6.7,(1-5) 3.0,(1-2-5) 4.3,-,-,
2016,44,2,10R,① 권명호,④ 박석문,⑤ 서화모,(1) 1.5,"(1) 1.0, (4) 8.8",(1-4) 5.9,(1-4) 5.1,(1-4-5) 5.6,-,-,
2016,44,2,11R,① 김민준,② 한성근,④ 곽현성,(1) 1.8,"(1) 1.5, (2) 2.1",(1-2) 5.5,(1-2) 3.5,(1-2-4) 8.9,-,-,
2016,44,2,12R,② 여현창,① 이태희,⑤ 김창규,(2) 2.8,"(2) 1.5, (1) 1.0",(2-1) 5.0,(1-2) 1.4,(1-2-5) 3.1,-,-,
2016,44,2,13R,① 장수영,③ 정용진,② 김인혜,(1) 1.1,"(1) 1.0, (3) 2.0",(1-3) 3.3,(1-3) 3.0,(1-2-3) 2.9,-,-,
2016,44,2,14R,① 김민천,③ 김승택,⑤ 윤동오,(1) 1.1,"(1) 1.0, (3) 2.5",(1-3) 4.1,(1-3) 3.5,(1-3-5) 17.2,-,-,
2016,44,2,15R,① 심상철,⑤ 반혜진,③ 홍기철,(1) 1.1,"(1) 1.2, (5) 1.2",(1-5) 1.9,(1-5) 1.8,(1-3-5) 4.3,-,-,④
2016,44,2,16R,① 김지현,④ 김선필,② 조현귀,(1) 1.2,"(1) 1.0, (4) 4.6",(1-4) 8.0,(1-4) 6.5,(1-2-4) 14.1,-,-,
2016,44,1,01R,③ 김인혜,⑥ 김창규,④ 김응선,(3) 1.6,"(3) 1.2, (6) 5.1",(3-6) 9.5,(3-6) 7.7,(3-4-6) 2.8,-,-,
2016,44,1,02R,④ 이미나,② 최영재,① 임태경,(4) 1.5,"(4) 1.4, (2) 2.0",(4-2) 4.1,(2-4) 3.3,(1-2-4) 2.5,-,-,
2016,44,1,03R,⑥ 심상철,① 곽현성,③ 손제민,(6) 1.2,"(6) 1.2, (1) 1.5",(6-1) 3.8,(1-6) 2.3,(1-3-6) 6.2,-,-,
