연도,회차,일차,경주,1위,2위,3위,단승식,연승식,쌍승식,복승식,삼복승식,쌍복승,삼쌍승,Refund
2017,47,2,03R,③ 곽현성,⑥ 손근성,④ 반혜진,(3) 1.6,"(3) 1.7, (6) 3.1",(3-6) 7.9,(3-6) 7.0,(3-6-4) 14.0,-,(3-6-4) 31.1,
2017,47,2,04R,① 김세원,⑤ 이미나,③ 오세준,(1) 1.9,"(1) 3.4, (5) 5.2",(1-5) 16.0,(1-5) 13.7,(1-5-3) 10.6,-,(1-5-3) 68.2,
2017,47,2,05R,② 장수영,① 김종목,⑤ 한 진,(2) 1.7,"(2) 1.0, (1) 1.7",(2-1) 4.4,(2-1) 1.9,(2-1-5) 2.6,-,(2-1-5) 8.4,
2017,47,2,06R,⑥ 나병창,⑤ 손지영,③ 이진우,(6) 10.0,"(6) 2.1, (5) 1.3",(6-5) 21.4,(6-5) 4.4,(6-5-3) 10.6,-,(6-5-3) 100.1,
2017,47,2,07R,① 김태규,② 한종석,③ 손동민,(1) 1.7,"(1) 1.4, (2) 1.2",(1-2) 2.8,(1-2) 1.8,(1-2-3) 2.2,-,(1-2-3) 4.9,
2017,47,2,08R,② 이지수,⑤ 이용세,③ 김종희,(2) 3.1,"(2) 2.0, (5) 1.0",(2-5) 4.5,(2-5) 1.8,(2-5-3) 2.8,-,(2-5-3) 10.7,
2017,47,2,09R,④ 손제민,① 김정구,③ 김강현,(4) 7.5,"(4) 2.7, (1) 1.6",(4-1) 26.2,(4-1) 9.5,(4-1-3) 3.3,-,(4-1-3) 65.2,
2017,47,2,10R,② 이태희,① 배혜민,⑤ 여현창,(2) 2.2,"(2) 1.2, (1) 1.4",(2-1) 3.7,(2-1) 1.5,(2-1-5) 2.6,-,(2-1-5) 9.4,
2017,47,2,11R,② 주은석,③ 김지현,① 우진수,(2) 1.2,"(2) 1.2, (3) 1.7",(2-3) 3.2,(2-3) 2.4,(2-3-1) 2.6,-,(2-3-1) 7.2,
2017,47,2,12R,① 한 진,② 이경섭,④ 안지민,(1) 2.0,"(1) 1.3, (2) 1.3",(1-2) 4.5,(1-2) 2.8,(1-2-4) 2.4,-,(1-2-4) 7.9,
2017,47,2,13R,③ 나병창,② 한성근,① 손근성,(3) 2.6,"(3) 1.2, (2) 2.4",(3-2) 8.1,(3-2) 4.1,(3-2-1) 2.0,-,(3-2-1) 18.5,
2017,47,2,14R,① 손지영,② 김민준,③ 박설희,(1) 1.2,"(1) 1.0, (2) 1.6",(1-2) 2.7,(1-2) 2.2,(1-2-3) 7.7,-,(1-2-3) 11.7,⑥
2017,47,2,15R,④ 김응선,⑥ 심상철,① 유석현,(4) 40.0,"(4) 8.0, (6) 5.3",(4-6) 272.3,(4-6) 84.7,(4-6-1) 59.6,-,(4-6-1) 2459.8,
2017,47,2,16R,④ 곽현성,② 최광성,⑤ 손동민,(4) 18.5,"(4) 3.0, (2) 1.1",(4-2) 25.7,(4-2) 5.2,(4-2-5) 18.3,-,(4-2-5) 222.6,
2017,47,1,01R,② 손지영,③ 박설희,④ 오세준,(2) 1.1,"(2) 1.1, (3) 4.6",(2-3) 4.4,(2-3) 4.0,(2-3-4) 3.0,-,(2-3-4) 8.9,
2017,47,1,02R,② 심상철,④ 한종석,⑥ 김현철,(2) 1.2,"(2) 1.0, (4) 1.3",(2-4) 1.8,(2-4) 1.5,(2-4-6) 2.2,-,(2-4-6) 4.0,
2017,47,1,03R,⑥ 이용세,① 김민천,② 서화모,(6) 4.8,"(6) 1.7, (1) 1.2",(6-1) 10.0,(6-1) 3.0,(6-1-2) 5.8,-,(6-1-2) 45.5,
2017,47,1,04R,② 박정아,④ 한성근,⑥ 주은석,(2) 1.4,"(2) 1.1, (4) 2.1",(2-4) 3.3,(2-4) 2.8,(2-4-6) 4.0,-,(2-4-6) 7.2,
2017,47,1,05R,③ 김응선,⑤ 나병창,④ 장수영,(3) 3.5,"(3) 1.6, (5) 1.2",(3-5) 7.8,(3-5) 3.7,(3-5-4) 5.3,-,(3-5-4) 22.3,
2017,47,1,06R,④ 김종민,② 안지민,① 김현덕,(4) 1.5,"(4) 1.0, (2) 2.0",(4-2) 2.1,(4-2) 1.5,(4-2-1) 1.7,-,(4-2-1) 3.9,
2017,47,1,07R,② 유석현,④ 곽현성,① 김민길,(2) 1.4,"(2) 1.1, (4) 1.9",(2-4) 2.7,(2-4) 2.2,(2-4-1) 6.9,-,(2-4-1) 14.3,⑤
2017,47,1,08R,③ 민영건,② 반혜진,⑥ 권명호,(3) 1.3,"(3) 1.0, (2) 7.5",(3-2) 22.0,(3-2) 18.2,(3-2-6) 66.8,-,(3-2-6) 176.1,
2017,47,1,09R,③ 김효년,⑤ 이경섭,④ 김세원,(3) 1.5,"(3) 1.1, (5) 2.4",(3-5) 3.9,(3-5) 3.7,(3-5-4) 6.9,-,(3-5-4) 16.2,
2017,47,1,10R,① 손근성,② 김민준,⑤ 손동민,(1) 2.1,"(1) 1.5, (2) 1.4",(1-2) 3.5,(1-2) 2.3,(1-2-5) 6.4,-,(1-2-5) 14.4,
2017,47,1,11R,③ 한 진,② 이재학,⑤ 이진우,(3) 2.8,"(3) 1.2, (2) 1.7",(3-2) 7.0,(3-2) 2.3,(3-2-5) 11.8,-,(3-2-5) 47.4,
2017,47,1,12R,⑥ 최광성,③ 나병창,⑤ 정종훈,(6) 2.8,"(6) 1.5, (3) 1.1",(6-3) 4.9,(6-3) 1.6,(6-3-5) 4.2,-,(6-3-5) 16.9,
2017,47,1,13R,② 김응선,① 심상철,⑥ 배혜민,(2) 9.7,"(2) 1.7, (1) 1.2",(2-1) 15.0,(2-1) 1.8,(2-1-6) 9.7,-,(2-1-6) 95.6,
2017,47,1,14R,① 박정아,③ 김종민,④ 이창규,(1) 2.6,"(1) 1.1, (3) 1.0",(1-3) 2.3,(1-3) 1.1,(1-3-4) 1.8,-,(1-3-4) 4.6,②
2017,47,1,15R,② 김효년,⑥ 이용세,① 안지민,(2) 2.7,"(2) 1.0, (6) 2.5",(2-6) 9.7,(2-6) 7.0,(2-6-1) 2.5,-,(2-6-1) 20.5,
2017,47,1,16R,① 유석현,③ 장수영,④ 오세준,(1) 1.6,"(1) 1.1, (3) 4.8",(1-3) 8.6,(1-3) 6.1,(1-3-4) 27.9,-,(1-3-4) 59.6,
2017,46,2,01R,④ 김민천,① 이진우,② 김효년,(4) 5.9,"(4) 2.0, (1) 1.9",(4-1) 19.8,(4-1) 7.8,(4-1-2) 3.0,-,(4-1-2) 58.5,
2017,46,2,02R,③ 송효석,④ 최광성,⑥ 이지은,(3) 1.5,"(3) 1.0, (4) 1.2",(3-4) 2.0,(3-4) 1.5,(3-4-6) 4.2,-,(3-4-6) 5.4,
2017,46,2,03R,① 김응선,② 김태규,⑤ 박원규,(1) 1.1,"(1) 1.1, (2) 1.0",(1-2) 1.6,(1-2) 1.3,(1-2-5) 6.5,-,(1-2-5) 13.0,
2017,46,2,04R,⑤ 이휘동,① 황이태,② 구본수,(5) 2.0,"(5) 1.1, (1) 1.7",(5-1) 3.5,(5-1) 1.5,(5-1-2) 2.9,-,(5-1-2) 8.8,
2017,46,2,05R,② 양원준,③ 배혜민,④ 고정환,(2) 2.4,"(2) 1.2, (3) 1.2",(2-3) 5.2,(2-3) 2.0,(2-3-4) 11.5,-,(2-3-4) 46.1,
2017,46,2,06R,① 김지현,③ 김대선,④ 이창규,(1) 1.4,"(1) 1.0, (3) 1.7",(1-3) 2.8,(1-3) 2.2,(1-3-4) 3.0,-,(1-3-4) 6.0,
2017,46,2,07R,① 곽현성,④ 김희용,③ 심상철,(1) 2.2,"(1) 1.0, (4) 3.8",(1-4) 7.6,(1-4) 5.3,(1-4-3) 2.4,-,(1-4-3) 15.0,
2017,46,2,08R,③ 길현태,② 안지민,① 권혁민,(3) 2.3,"(3) 1.0, (2) 1.2",(3-2) 3.9,(3-2) 1.4,(3-2-1) 5.3,-,(3-2-1) 18.3,
2017,46,2,09R,① 한종석,⑤ 기광서,④ 김신오,(1) 2.2,"(1) 1.3, (5) 6.3",(1-5) 24.0,(1-5) 18.6,(1-5-4) 44.4,-,(1-5-4) 258.0,
2017,46,2,10R,③ 유석현,① 김종목,② 박원규,(3) 1.3,"(3) 1.0, (1) 2.3",(3-1) 3.3,(3-1) 1.8,(3-1-2) 5.0,-,(3-1-2) 12.3,
2017,46,2,11R,① 서 휘,③ 반혜진,② 김선웅,(1) 3.7,"(1) 1.5, (3) 1.9",(1-3) 12.5,(1-3) 7.2,(1-3-2) 2.7,-,(1-3-2) 34.8,
2017,46,2,12R,③ 김민천,① 박준호,⑤ 김완석,(3) 1.9,"(3) 1.2, (1) 2.3",(3-1) 4.9,(3-1) 2.8,(3-1-5) 9.3,-,(3-1-5) 22.0,
2017,46,2,13R,③ 최광성,④ 이재학,⑤ 황만주,(3) 1.4,"(3) 1.1, (4) 2.3",(3-4) 3.3,(3-4) 3.1,(3-4-5) 11.5,-,(3-4-5) 16.8,
2017,46,2,14R,② 문안나,③ 이주영,④ 심상철,(2) 1.2,"(2) 1.0, (3) 2.0",(2-3) 1.5,(2-3) 1.4,(2-3-4) 1.3,-,(2-3-4) 1.8,
2017,46,2,15R,③ 이휘동,④ 조현귀,⑥ 장영태,(3) 2.9,"(3) 1.8, (4) 4.7",(3-4) 30.1,(3-4) 33.3,(3-4-6) 117.3,-,(3-4-6) 260.8,
2017,46,2,16R,② 김인혜,③ 윤영일,① 최영재,(2) 2.0,"(2) 1.3, (3) 7.9",(2-3) 13.3,(2-3) 10.4,(2-3-1) 2.1,-,(2-3-1) 36.0,
2017,46,1,01R,④ 김응선,⑤ 최광성,⑥ 한종석,(4) 1.1,"(4) 1.0, (5) 3.0",(4-5) 1.7,(4-5) 1.4,(4-5-6) 3.0,-,(4-5-6) 4.8,
2017,46,1,02R,① 문안나,④ 안지민,⑤ 김선웅,(1) 1.4,"(1) 1.2, (4) 1.0",(1-4) 1.5,(1-4) 1.3,(1-4-5) 2.8,-,(1-4-5) 4.6,
2017,46,1,03R,③ 김희용,⑤ 유석현,⑥ 권혁민,(3) 2.6,"(3) 1.4, (5) 1.0",(3-5) 6.0,(3-5) 2.7,(3-5-6) 5.6,-,(3-5-6) 19.1,
2017,46,1,04R,③ 김효년,① 송효석,④ 이휘동,(3) 11.3,"(3) 2.9, (1) 1.7",(3-1) 32.6,(3-1) 7.5,(3-1-4) 3.8,-,(3-1-4) 76.5,
2017,46,1,05R,② 김태용,⑥ 김동경,④ 장영태,(2) 6.1,"(2) 1.8, (6) 2.5",(2-6) 25.6,(2-6) 13.6,(2-6-4) 23.6,-,(2-6-4) 180.1,
2017,46,1,06R,① 이주영,④ 김완석,⑥ 길현태,(1) 2.4,"(1) 2.0, (4) 5.2",(1-4) 23.2,(1-4) 13.5,(1-4-6) 8.7,-,(1-4-6) 54.8,
2017,46,1,07R,⑥ 최영재,④ 손동민,② 김세원,(6) 3.1,"(6) 1.7, (4) 1.9",(6-4) 10.2,(6-4) 3.5,(6-4-2) 3.4,-,(6-4-2) 19.3,
2017,46,1,08R,① 반혜진,② 김지현,③ 서종원,(1) 1.3,"(1) 1.8, (2) 1.1",(1-2) 2.9,(1-2) 1.7,(1-2-3) 4.6,-,(1-2-3) 11.4,
2017,46,1,09R,② 배혜민,③ 안지민,④ 한종석,(2) 1.5,"(2) 1.0, (3) 1.5",(2-3) 2.0,(2-3) 1.4,(2-3-4) 2.5,-,(2-3-4) 4.5,
2017,46,1,10R,② 유석현,① 윤동오,③ 김응선,(2) 1.9,"(2) 1.0, (1) 3.3",(2-1) 11.5,(2-1) 9.0,(2-1-3) 7.8,-,(2-1-3) 36.8,
2017,46,1,11R,② 한성근,③ 김인혜,④ 박석문,(2) 1.3,"(2) 1.3, (3) 1.1",(2-3) 1.8,(2-3) 1.3,(2-3-4) 2.3,-,(2-3-4) 3.6,
2017,46,1,12R,① 김계영,⑤ 김민천,② 심상철,(1) 2.6,"(1) 1.7, (5) 2.8",(1-5) 9.6,(1-5) 5.9,(1-5-2) 1.9,-,(1-5-2) 19.2,
2017,46,1,13R,② 최광성,④ 황이태,① 구본수,(2) 1.2,"(2) 1.0, (4) 5.4",(2-4) 5.1,(2-4) 5.2,(2-4-1) 12.3,-,(2-4-1) 31.7,
2017,46,1,14R,① 정용진,② 곽현성,③ 김완석,(1) 2.0,"(1) 1.0, (2) 1.9",(1-2) 2.9,(1-2) 1.6,(1-2-3) 3.6,-,(1-2-3) 9.0,
2017,46,1,15R,① 길현태,③ 김종목,② 고정환,(1) 1.4,"(1) 1.1, (3) 1.9",(1-3) 2.1,(1-3) 1.9,(1-3-2) 10.4,-,(1-3-2) 20.2,
2017,46,1,16R,⑥ 배혜민,④ 김효년,⑤ 이재학,(6) 1.1,"(6) 1.0, (4) 2.5",(6-4) 2.1,(6-4) 1.7,(6-4-5) 2.7,-,(6-4-5) 4.1,
2017,45,2,01R,⑤ 손제민,① 한 운,④ 장수영,(5) 1.6,"(5) 1.0, (1) 1.5",(5-1) 2.6,(5-1) 1.6,(5-1-4) 1.5,-,(5-1-4) 4.9,
2017,45,2,02R,⑥ 정인교,④ 김효년,⑤ 문주엽,(6) 4.8,"(6) 1.7, (4) 1.0",(6-4) 6.4,(6-4) 1.7,(6-4-5) 5.0,-,(6-4-5) 28.5,
2017,45,2,03R,③ 어선규,⑤ 주은석,② 김현덕,(3) 4.2,"(3) 1.2, (5) 1.2",(3-5) 5.9,(3-5) 1.6,(3-5-2) 3.0,-,(3-5-2) 16.3,
2017,45,2,04R,① 김명진,② 김은지,④ 강지환,(1) 5.4,"(1) 2.3, (2) 1.0",(1-2) 10.3,(1-2) 3.0,(1-2-4) 8.8,-,(1-2-4) 46.0,
2017,45,2,05R,① 이진우,② 조현귀,⑥ 김승택,(1) 1.2,"(1) 1.2, (2) 1.1",(1-2) 1.7,(1-2) 1.4,(1-2-6) 9.8,-,(1-2-6) 18.4,
2017,45,2,06R,① 이재학,③ 김인혜,④ 구현구,(1) 1.8,"(1) 1.0, (3) 3.2",(1-3) 4.9,(1-3) 2.7,(1-3-4) 2.5,-,(1-3-4) 8.0,
2017,45,2,07R,② 이용세,③ 이태희,⑥ 박정아,(2) 1.7,"(2) 1.6, (3) 1.5",(2-3) 7.0,(2-3) 4.8,(2-3-6) 7.9,-,(2-3-6) 17.5,
2017,45,2,08R,① 한종석,② 김종목,③ 정종훈,(1) 1.3,"(1) 1.1, (2) 1.9",(1-2) 2.4,(1-2) 2.2,(1-2-3) 7.5,-,(1-2-3) 14.0,
2017,45,2,09R,③ 손제민,⑥ 박민수,① 박설희,(3) 2.1,"(3) 1.3, (6) 2.4",(3-6) 6.3,(3-6) 3.8,(3-6-1) 9.7,-,(3-6-1) 27.9,
2017,45,2,10R,② 김효년,③ 오세준,④ 신동길,(2) 1.6,"(2) 1.4, (3) 11.8",(2-3) 19.9,(2-3) 18.6,(2-3-4) 8.9,-,(2-3-4) 50.6,
2017,45,2,11R,③ 김정구,② 민영건,④ 김현덕,(3) 16.0,"(3) 2.5, (2) 1.0",(3-2) 25.5,(3-2) 2.5,(3-2-4) 3.4,-,(3-2-4) 77.2,
2017,45,2,12R,① 심상철,⑤ 이상문,② 문주엽,(1) 1.2,"(1) 1.0, (5) 28.3",(1-5) 28.1,(1-5) 19.1,(1-5-2) 27.0,-,(1-5-2) 191.3,
2017,45,2,13R,⑤ 윤영일,② 황만주,① 박진서,(5) 15.1,"(5) 2.5, (2) 2.5",(5-2) 78.2,(5-2) 30.6,(5-2-1) 26.6,-,(5-2-1) 418.7,
2017,45,2,14R,① 박정아,⑤ 박원규,③ 박석문,(1) 1.0,"(1) 1.0, (5) 3.1",(1-5) 2.7,(1-5) 2.4,(1-5-3) 11.0,-,(1-5-3) 19.5,
2017,45,2,15R,④ 김인혜,① 김종민,⑥ 이진우,(4) 1.9,"(4) 1.1, (1) 1.2",(4-1) 3.3,(4-1) 1.7,(4-1-6) 2.0,-,(4-1-6) 6.5,
2017,45,2,16R,③ 홍기철,⑥ 이태희,② 강지환,(3) 1.9,"(3) 2.0, (6) 1.4",(3-6) 3.6,(3-6) 2.7,(3-6-2) 6.7,-,(3-6-2) 20.1,
2017,45,1,01R,③ 문안나,⑥ 손지영,② 김세원,(3) 1.0,"(3) 1.0, (6) 1.9",(3-6) 2.5,(3-6) 2.3,(3-6-2) 1.8,-,(3-6-2) 4.4,
2017,45,1,02R,⑥ 민영건,② 권일혁,⑤ 손근성,(6) 1.5,"(6) 1.0, (2) 1.8",(6-2) 3.2,(6-2) 2.6,(6-2-5) 7.2,-,(6-2-5) 12.8,
2017,45,1,03R,① 이태희,② 심상철,⑥ 김정구,(1) 4.6,"(1) 1.0, (2) 1.0",(1-2) 5.0,(1-2) 1.4,(1-2-6) 4.3,-,(1-2-6) 24.5,
2017,45,1,04R,① 박민수,③ 이용세,② 어선규,(1) 2.1,"(1) 1.2, (3) 1.1",(1-3) 3.2,(1-3) 1.6,(1-3-2) 1.9,-,(1-3-2) 6.5,
2017,45,1,05R,④ 기광서,① 우진수,⑤ 서 휘,(4) 4.8,"(4) 1.8, (1) 2.0",(4-1) 30.5,(4-1) 13.8,(4-1-5) 13.5,-,(4-1-5) 119.8,
2017,45,1,06R,③ 정인교,② 한종석,① 박원규,(3) 16.1,"(3) 2.6, (2) 1.0",(3-2) 28.0,(3-2) 2.8,(3-2-1) 2.9,-,(3-2-1) 82.9,
2017,45,1,07R,① 손제민,⑤ 김선웅,④ 김기한,(1) 1.1,"(1) 1.0, (5) 5.5",(1-5) 7.6,(1-5) 6.5,(1-5-4) 15.3,-,(1-5-4) 47.9,
2017,45,1,08R,① 주은석,③ 김효년,⑥ 최재원,(1) 1.3,"(1) 1.0, (3) 2.9",(1-3) 2.6,(1-3) 1.8,(1-3-6) 2.4,-,(1-3-6) 5.4,
2017,45,1,09R,③ 김종민,④ 박정아,⑤ 김현덕,(3) 5.0,"(3) 1.6, (4) 1.2",(3-4) 5.6,(3-4) 2.3,(3-4-5) 5.9,-,(3-4-5) 16.4,
2017,45,1,10R,③ 이진우,① 조성인,⑥ 문주엽,(3) 2.6,"(3) 1.6, (1) 1.4",(3-1) 5.5,(3-1) 3.0,(3-1-6) 25.5,-,(3-1-6) 75.0,
2017,45,1,11R,⑤ 홍기철,② 구현구,⑥ 박진서,(5) 14.5,"(5) 2.3, (2) 1.1",(5-2) 30.5,(5-2) 10.3,(5-2-6) 145.1,-,(5-2-6) 849.3,
2017,45,1,12R,② 손근성,⑤ 이태희,③ 박준현,(2) 3.1,"(2) 1.3, (5) 2.1",(2-5) 10.4,(2-5) 4.9,(2-5-3) 2.6,-,(2-5-3) 24.5,
2017,45,1,13R,⑥ 문안나,⑤ 심상철,① 김종희,(6) 6.3,"(6) 2.5, (5) 1.2",(6-5) 12.8,(6-5) 1.8,(6-5-1) 2.7,-,(6-5-1) 41.5,
2017,45,1,14R,④ 박민수,① 길현태,③ 윤동오,(4) 2.4,"(4) 1.2, (1) 1.5",(4-1) 4.6,(4-1) 2.1,(4-1-3) 3.1,-,(4-1-3) 13.9,
2017,45,1,15R,③ 김은지,④ 서화모,⑤ 한종석,(3) 1.3,"(3) 1.0, (4) 2.5",(3-4) 5.6,(3-4) 4.9,(3-4-5) 2.4,-,(3-4-5) 9.7,
2017,45,1,16R,④ 이용세,③ 조현귀,⑤ 신동길,(4) 2.2,"(4) 1.0, (3) 2.1",(4-3) 3.2,(4-3) 1.7,(4-3-5) 2.9,-,(4-3-5) 7.6,
2017,43,2,01R,④ 김도휘,⑥ 반혜진,⑤ 한성근,(4) 6.6,"(4) 1.6, (6) 32.1",(4-6) 119.5,(4-6) 84.6,(4-5-6) 142.2,-,-,
2017,43,2,02R,③ 이경섭,① 이지은,⑥ 김재윤,(3) 1.4,"(3) 1.2, (1) 3.3",(3-1) 8.5,(1-3) 6.1,(1-3-6) 5.5,-,-,
2017,43,2,03R,② 이종인,① 이미나,④ 김선필,(2) 1.3,"(2) 1.2, (1) 2.3",(2-1) 4.7,(1-2) 4.0,(1-2-4) 23.3,-,-,
2017,43,2,04R,② 김지현,④ 한 진,⑤ 박상현,(2) 3.7,"(2) 1.3, (4) 12.3",(2-4) 66.9,(2-4) 58.3,(2-4-5) 25.1,-,-,
2017,43,2,05R,① 김희용,② 박설희,⑤ 강영길,(1) 1.5,"(1) 1.0, (2) 1.4",(1-2) 1.7,(1-2) 1.3,(1-2-5) 4.5,-,-,
2017,43,2,06R,③ 민영건,④ 신현경,⑥ 이창규,(3) 1.3,"(3) 1.0, (4) 2.6",(3-4) 3.5,(3-4) 2.9,(3-4-6) 4.5,-,-,
