연도,회차,일차,경주,1위,2위,3위,단승식,연승식,쌍승식,복승식,삼복승식,쌍복승,삼쌍승,Refund
2023,51,2,03R,③ 서종원,① 김도휘,② 김계영,(3) 7.2,"(3) 2.5, (1) 1.4",(3-1) 20.8,(3-1) 9.2,(3-1-2) 3.0,(3-1-2) 21.7,(3-1-2) 49.1,
2023,51,2,04R,③ 한 진,① 김지현,⑤ 이승일,(3) 2.2,"(3) 1.3, (1) 1.5",(3-1) 5.1,(3-1) 2.1,(3-1-5) 2.6,(3-1-5) 5.5,(3-1-5) 9.4,
2023,51,2,05R,④ 민영건,① 장영태,② 조성인,(4) 11.2,"(4) 3.3, (1) 1.5",(4-1) 28.4,(4-1) 8.0,(4-1-2) 3.6,(4-1-2) 31.6,(4-1-2) 75.2,
2023,51,2,06R,⑥ 김민천,④ 김재윤,① 황만주,(6) 10.3,"(6) 1.6, (4) 1.1",(6-4) 16.0,(6-4) 4.4,(6-4-1) 4.1,(6-4-1) 27.6,(6-4-1) 46.4,
2023,51,2,07R,⑤ 홍진수,② 김태규,⑥ 어선규,(5) 3.0,"(5) 2.1, (2) 2.0",(5-2) 8.6,(5-2) 5.8,(5-2-6) 8.6,(5-2-6) 15.1,(5-2-6) 32.2,
2023,51,2,08R,③ 이경섭,① 박준현,⑤ 한 운,(3) 2.1,"(3) 1.2, (1) 5.2",(3-1) 10.3,(3-1) 6.9,(3-1-5) 13.0,(3-1-5) 20.5,(3-1-5) 37.9,
2023,51,2,09R,① 최진혁,⑤ 이동준,② 강지환,(1) 1.6,"(1) 1.1, (5) 1.7",(1-5) 3.7,(1-5) 2.1,(1-5-2) 2.5,(1-5-2) 4.5,(1-5-2) 8.5,
2023,51,2,10R,④ 길현태,② 전동욱,⑥ 이종인,(4) 9.9,"(4) 2.2, (2) 1.3",(4-2) 30.3,(4-2) 7.2,(4-2-6) 63.2,(4-2-6) 241.5,(4-2-6) 301.1,
2023,51,2,11R,② 김종민,④ 한 진,① 정훈민,(2) 1.3,"(2) 1.0, (4) 1.5",(2-4) 1.5,(2-4) 1.3,(2-4-1) 2.8,(2-4-1) 3.4,(2-4-1) 5.4,
2023,51,2,12R,② 김현철,③ 박진서,⑤ 김창규,(2) 1.1,"(2) 1.1, (3) 2.6",(2-3) 3.6,(2-3) 3.2,(2-3-5) 4.5,(2-3-5) 4.7,(2-3-5) 9.4,
2023,51,2,13R,③ 심상철,② 윤영근,④ 김계영,(3) 1.3,"(3) 1.0, (2) 1.9",(3-2) 3.1,(3-2) 2.4,(3-2-4) 4.0,(3-2-4) 5.2,(3-2-4) 8.5,
2023,51,2,14R,⑤ 김완석,① 이재학,⑥ 강영길,(5) 2.9,"(5) 1.2, (1) 1.1",(5-1) 2.9,(5-1) 1.3,(5-1-6) 4.3,(5-1-6) 8.5,(5-1-6) 11.9,
2023,51,2,15R,② 홍진수,③ 김경일,⑥ 김지영,(2) 1.6,"(2) 1.1, (3) 5.8",(2-3) 13.3,(2-3) 12.6,(2-3-6) 67.6,(2-3-6) 84.6,(2-3-6) 97.3,
2023,51,2,16R,③ 한성근,① 김보경,② 정세혁,(3) 4.9,"(3) 1.6, (1) 2.9",(3-1) 21.8,(3-1) 12.2,(3-1-2) 3.6,(3-1-2) 20.2,(3-1-2) 57.5,
2023,51,2,17R,② 이동준,① 김민천,④ 서종원,(2) 2.5,"(2) 1.4, (1) 1.2",(2-1) 4.7,(2-1) 1.5,(2-1-4) 3.1,(2-1-4) 9.7,(2-1-4) 12.3,
2023,51,1,01R,⑤ 정용진,③ 오상현,⑥ 민영건,(5) 11.5,"(5) 3.3, (3) 6.0",(5-3) 111.1,(5-3) 48.0,(5-3-6) 86.1,(5-3-6) 342.4,(5-3-6) 587.1,
2023,51,1,02R,③ 정세혁,② 길현태,⑥ 안지민,(3) 1.3,"(3) 1.1, (2) 2.2",(3-2) 6.3,(3-2) 3.5,(3-2-6) 9.6,(3-2-6) 14.5,(3-2-6) 28.1,
2023,51,1,03R,① 한 진,⑤ 서종원,④ 송효범,(1) 2.3,"(1) 1.1, (5) 7.4",(1-5) 31.6,(1-5) 30.2,(1-5-4) 67.8,(1-5-4) 102.5,(1-5-4) 286.4,
2023,51,1,04R,② 김민길,④ 강영길,⑤ 이재학,(2) 1.0,"(2) 1.0, (4) 4.8",(2-4) 5.1,(2-4) 4.8,(2-4-5) 6.5,(2-4-5) 7.0,(2-4-5) 14.6,
2023,51,1,05R,① 김동경,④ 이주영,③ 김도휘,(1) 2.2,"(1) 1.4, (4) 1.6",(1-4) 6.3,(1-4) 3.6,(1-4-3) 3.0,(1-4-3) 6.5,(1-4-3) 16.1,
2023,51,1,06R,② 어선규,③ 김태규,⑤ 임태경,(2) 1.2,"(2) 1.0, (3) 2.5",(2-3) 3.3,(2-3) 3.2,(2-3-5) 4.7,(2-3-5) 5.1,(2-3-5) 8.0,
2023,51,1,07R,③ 이동준,② 손근성,⑥ 서화모,(3) 1.3,"(3) 1.1, (2) 1.7",(3-2) 3.8,(3-2) 2.4,(3-2-6) 6.3,(3-2-6) 9.4,(3-2-6) 13.9,
2023,51,1,08R,② 정용진,⑤ 김현철,① 홍기철,(2) 3.4,"(2) 1.6, (5) 1.1",(2-5) 6.5,(2-5) 1.8,(2-5-1) 3.3,(2-5-1) 13.8,(2-5-1) 17.5,
2023,51,1,09R,① 안지민,② 이휘동,③ 김창규,(1) 1.3,"(1) 1.1, (2) 2.1",(1-2) 5.6,(1-2) 4.1,(1-2-3) 2.2,(1-2-3) 3.9,(1-2-3) 9.9,
2023,51,1,10R,② 한성근,③ 윤영근,⑤ 김지영,(2) 2.1,"(2) 1.5, (3) 1.9",(2-3) 5.5,(2-3) 4.1,(2-3-5) 19.8,(2-3-5) 31.1,(2-3-5) 38.2,
2023,51,1,11R,③ 홍진수,① 민영건,④ 김종민,(3) 5.2,"(3) 2.5, (1) 2.1",(3-1) 23.5,(3-1) 8.7,(3-1-4) 3.4,(3-1-4) 17.1,(3-1-4) 48.2,
2023,51,1,12R,① 강영길,⑤ 한 진,⑥ 정세혁,(1) 1.6,"(1) 1.1, (5) 2.5",(1-5) 4.1,(1-5) 2.9,(1-5-6) 3.6,(1-5-6) 6.2,(1-5-6) 10.0,
2023,51,1,13R,③ 김재윤,① 류석현,② 임태경,(3) 7.5,"(3) 2.7, (1) 3.7",(3-1) 65.7,(3-1) 31.2,(3-1-2) 18.6,(3-1-2) 110.2,(3-1-2) 185.2,
2023,51,1,14R,② 서종원,① 김완석,④ 김민천,(2) 18.5,"(2) 3.0, (1) 1.0",(2-1) 39.3,(2-1) 2.1,(2-1-4) 1.6,(2-1-4) 43.5,(2-1-4) 62.8,
2023,51,1,15R,③ 최진혁,① 문주엽,⑥ 김계영,(3) 7.7,"(3) 1.7, (1) 1.2",(3-1) 7.2,(3-1) 2.0,(3-1-6) 3.4,(3-1-6) 15.5,(3-1-6) 21.9,
2023,51,1,16R,③ 이승일,① 이경섭,② 김효년,(3) 1.8,"(3) 1.1, (1) 1.2",(3-1) 5.0,(3-1) 2.0,(3-1-2) 1.6,(3-1-2) 4.8,(3-1-2) 7.6,
2023,51,1,17R,② 한 운,① 박진서,-,(2) 2.5,([]) 1.0,([]-[]) 1.0,([]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,③ ④ ⑤ ⑥
2023,50,2,01R,① 강지환,② 김민천,⑤ 이승일,(1) 4.4,"(1) 3.1, (2) 1.2",(1-2) 10.1,(1-2) 4.6,(1-2-5) 3.5,(1-2-5) 13.9,(1-2-5) 22.6,
2023,50,2,02R,① 정용진,③ 류해광,④ 박종덕,(1) 1.1,"(1) 1.1, (3) 3.2",(1-3) 4.6,(1-3) 4.4,(1-3-4) 9.5,(1-3-4) 11.8,(1-3-4) 17.8,
2023,50,2,03R,① 김희용,③ 안지민,⑤ 김영민,(1) 2.7,"(1) 2.0, (3) 1.9",(1-3) 13.5,(1-3) 7.0,(1-3-5) 24.6,(1-3-5) 47.3,(1-3-5) 63.8,
2023,50,2,04R,④ 홍진수,① 김동민,⑥ 심상철,(4) 2.8,"(4) 1.7, (1) 1.3",(4-1) 9.5,(4-1) 3.5,(4-1-6) 2.2,(4-1-6) 8.4,(4-1-6) 19.3,
2023,50,2,05R,① 김태규,② 반혜진,④ 기광서,(1) 1.8,"(1) 1.2, (2) 1.7",(1-2) 4.0,(1-2) 2.6,(1-2-4) 2.9,(1-2-4) 4.6,(1-2-4) 7.5,
2023,50,2,06R,② 이재학,④ 우진수,⑥ 신현경,(2) 2.5,"(2) 1.3, (4) 2.9",(2-4) 9.4,(2-4) 6.5,(2-4-6) 20.0,(2-4-6) 27.2,(2-4-6) 49.3,
2023,50,2,07R,② 정민수,① 한준희,④ 최영재,(2) 2.9,"(2) 1.7, (1) 1.2",(2-1) 4.7,(2-1) 1.6,(2-1-4) 2.1,(2-1-4) 7.1,(2-1-4) 10.5,
2023,50,2,08R,① 김지현,② 이종인,④ 박정아,(1) 1.7,"(1) 1.0, (2) 2.6",(1-2) 5.2,(1-2) 3.7,(1-2-4) 2.5,(1-2-4) 4.1,(1-2-4) 10.2,
2023,50,2,09R,④ 손제민,⑤ 배혜민,② 박설희,(4) 2.1,"(4) 1.2, (5) 3.0",(4-5) 5.2,(4-5) 3.8,(4-5-2) 3.9,(4-5-2) 7.0,(4-5-2) 12.4,
2023,50,2,10R,① 김인혜,② 홍기철,③ 이진우,(1) 1.8,"(1) 1.2, (2) 1.5",(1-2) 3.0,(1-2) 2.0,(1-2-3) 2.8,(1-2-3) 4.2,(1-2-3) 6.6,
2023,50,2,11R,① 김도휘,② 정경호,③ 박준호,(1) 1.1,"(1) 1.0, (2) 1.6",(1-2) 2.5,(1-2) 2.0,(1-2-3) 2.9,(1-2-3) 3.7,(1-2-3) 6.0,
2023,50,2,12R,④ 김민천,⑥ 정용진,② 윤영근,(4) 10.9,"(4) 2.7, (6) 5.1",(4-6) 50.7,(4-6) 27.3,(4-6-2) 26.5,(4-6-2) 102.6,(4-6-2) 209.9,
2023,50,2,13R,① 김재윤,④ 안지민,② 기광서,(1) 1.6,"(1) 1.3, (4) 2.4",(1-4) 7.5,(1-4) 5.9,(1-4-2) 4.2,(1-4-2) 5.7,(1-4-2) 16.7,
2023,50,2,14R,② 이승일,① 전정환,④ 박진서,(2) 1.3,"(2) 1.2, (1) 1.4",(2-1) 2.7,(2-1) 1.9,(2-1-4) 2.1,(2-1-4) 2.9,(2-1-4) 5.3,
2023,50,2,15R,② 심상철,④ 이재학,⑥ 박설희,(2) 1.1,"(2) 1.1, (4) 1.6",(2-4) 1.8,(2-4) 1.7,(2-4-6) 3.9,(2-4-6) 4.1,(2-4-6) 5.5,
2023,50,2,16R,③ 김민준,② 김종민,⑤ 최광성,(3) 12.8,"(3) 4.1, (2) 1.0",(3-2) 50.1,(3-2) 12.5,(3-2-5) 25.9,(3-2-5) 221.2,(3-2-5) 311.9,
2023,50,2,17R,① 임태경,② 배혜민,⑥ 김도휘,(1) 1.4,"(1) 1.3, (2) 1.4",(1-2) 2.7,(1-2) 2.0,(1-2-6) 7.1,(1-2-6) 10.2,(1-2-6) 14.9,
2023,50,1,01R,③ 정인교,⑤ 박정아,④ 박진서,(3) 6.3,"(3) 2.3, (5) 6.5",(3-5) 34.5,(3-5) 25.7,(3-5-4) 27.3,(3-5-4) 52.6,(3-5-4) 192.9,
2023,50,1,02R,① 조성인,④ 정승호,② 김국흠,(1) 1.1,"(1) 1.0, (4) 15.8",(1-4) 15.9,(1-4) 18.4,(1-4-2) 26.9,(1-4-2) 32.2,(1-4-2) 100.5,
2023,50,1,03R,④ 류석현,② 안지민,⑤ 반혜진,(4) 2.1,"(4) 1.4, (2) 1.8",(4-2) 4.8,(4-2) 2.5,(4-2-5) 6.3,(4-2-5) 8.7,(4-2-5) 13.9,
2023,50,1,04R,② 배혜민,④ 윤영근,① 정훈민,(2) 1.5,"(2) 1.2, (4) 2.0",(2-4) 5.1,(2-4) 3.7,(2-4-1) 4.6,(2-4-1) 8.5,(2-4-1) 15.3,
2023,50,1,05R,④ 전정환,③ 김민천,① 심상철,(4) 52.0,"(4) 7.7, (3) 2.2",(4-3) 255.1,(4-3) 61.5,(4-3-1) 6.4,(4-3-1) 345.2,(4-3-1) 1032.2,
2023,50,1,06R,④ 최광성,② 이승일,③ 나종호,(4) 5.8,"(4) 2.3, (2) 1.3",(4-2) 11.1,(4-2) 3.3,(4-2-3) 7.4,(4-2-3) 33.4,(4-2-3) 48.3,
2023,50,1,07R,① 김종민,⑤ 기광서,④ 정용진,(1) 1.1,"(1) 1.1, (5) 11.2",(1-5) 15.0,(1-5) 10.9,(1-5-4) 6.2,(1-5-4) 6.3,(1-5-4) 37.8,
2023,50,1,08R,③ 김재윤,④ 정민수,⑥ 김태규,(3) 3.8,"(3) 1.9, (4) 2.5",(3-4) 9.3,(3-4) 6.5,(3-4-6) 20.1,(3-4-6) 30.1,(3-4-6) 44.4,
2023,50,1,09R,① 김민준,② 우진수,③ 박설희,(1) 1.7,"(1) 1.0, (2) 2.2",(1-2) 2.9,(1-2) 1.9,(1-2-3) 2.6,(1-2-3) 4.2,(1-2-3) 6.9,
2023,50,1,10R,① 어선규,③ 이재학,⑥ 김희용,(1) 1.3,"(1) 1.1, (3) 1.2",(1-3) 1.8,(1-3) 1.3,(1-3-6) 13.4,(1-3-6) 22.0,(1-3-6) 21.8,
2023,50,1,11R,⑤ 임태경,① 이경섭,② 최재원,(5) 2.6,"(5) 1.5, (1) 3.2",(5-1) 9.5,(5-1) 5.5,(5-1-2) 8.6,(5-1-2) 23.1,(5-1-2) 41.7,
2023,50,1,12R,② 길현태,④ 이주영,① 강영길,(2) 4.4,"(2) 2.3, (4) 1.4",(2-4) 13.6,(2-4) 6.8,(2-4-1) 5.4,(2-4-1) 20.5,(2-4-1) 38.0,
2023,50,1,13R,① 심상철,④ 최광성,⑤ 박정아,(1) 1.2,"(1) 1.1, (4) 1.5",(1-4) 2.7,(1-4) 2.1,(1-4-5) 3.6,(1-4-5) 4.6,(1-4-5) 7.7,
2023,50,1,14R,① 조성인,② 배혜민,④ 박진서,(1) 1.2,"(1) 1.2, (2) 1.6",(1-2) 1.9,(1-2) 1.7,(1-2-4) 4.3,(1-2-4) 4.7,(1-2-4) 6.2,
2023,50,1,15R,① 김민준,④ 류석현,② 김도휘,(1) 1.8,"(1) 1.3, (4) 2.2",(1-4) 4.4,(1-4) 2.5,(1-4-2) 2.1,(1-4-2) 3.6,(1-4-2) 8.6,
2023,50,1,16R,① 김종민,② 이승일,④ 정민수,(1) 1.2,"(1) 1.0, (2) 1.6",(1-2) 1.8,(1-2) 1.6,(1-2-4) 3.3,(1-2-4) 3.8,(1-2-4) 5.2,
2023,50,1,17R,① 어선규,⑤ 김동민,② 한 진,(1) 1.3,"(1) 1.1, (5) 2.7",(1-5) 25.0,(1-5) 20.5,(1-5-2) 18.0,(1-5-2) 21.6,(1-5-2) 117.6,
2023,49,2,01R,① 정경호,② 정민수,⑤ 권명호,(1) 1.2,"(1) 1.0, (2) 1.5",(1-2) 3.0,(1-2) 2.4,(1-2-5) 4.3,(1-2-5) 5.4,(1-2-5) 10.1,
2023,49,2,02R,③ 박정아,⑥ 문주엽,④ 최영재,(3) 2.0,"(3) 1.0, (6) 10.8",(3-6) 15.3,(3-6) 12.8,(3-6-4) 25.6,(3-6-4) 27.7,(3-6-4) 87.4,
2023,49,2,03R,⑥ 홍기철,② 김태규,⑤ 강영길,(6) 8.3,"(6) 1.8, (2) 2.7",(6-2) 24.9,(6-2) 19.1,(6-2-5) 96.4,(6-2-5) 372.5,(6-2-5) 449.8,
2023,49,2,04R,① 이용세,② 김민준,⑤ 정주현,(1) 9.5,"(1) 1.9, (2) 1.0",(1-2) 7.3,(1-2) 2.0,(1-2-5) 2.5,(1-2-5) 15.8,(1-2-5) 19.2,
2023,49,2,05R,④ 박종덕,① 이승일,② 박설희,(4) 4.7,"(4) 1.9, (1) 1.2",(4-1) 7.1,(4-1) 2.6,(4-1-2) 1.7,(4-1-2) 9.4,(4-1-2) 17.2,
2023,49,2,06R,② 김완석,④ 최진혁,③ 김민길,(2) 1.2,"(2) 1.1, (4) 4.8",(2-4) 5.9,(2-4) 5.1,(2-4-3) 8.2,(2-4-3) 9.3,(2-4-3) 26.2,
2023,49,2,07R,① 서 휘,② 이태희,③ 신동길,(1) 2.1,"(1) 1.3, (2) 1.3",(1-2) 5.0,(1-2) 2.4,(1-2-3) 3.7,(1-2-3) 7.9,(1-2-3) 10.0,
2023,49,2,08R,④ 최광성,⑥ 문안나,② 이종인,(4) 2.0,"(4) 1.0, (6) 3.6",(4-6) 7.1,(4-6) 6.9,(4-6-2) 20.7,(4-6-2) 25.7,(4-6-2) 44.5,
2023,49,2,09R,④ 박정아,② 박준호,③ 이 인,(4) 3.1,"(4) 1.7, (2) 5.2",(4-2) 24.1,(4-2) 12.4,(4-2-3) 11.7,(4-2-3) 28.3,(4-2-3) 83.3,
2023,49,2,10R,① 조승민,⑥ 이지수,③ 최영재,(1) 1.7,"(1) 1.2, (6) 2.9",(1-6) 11.7,(1-6) 8.8,(1-6-3) 12.6,(1-6-3) 22.9,(1-6-3) 54.0,
2023,49,2,11R,③ 송효범,④ 조성인,① 이주영,(3) 9.5,"(3) 3.4, (4) 1.2",(3-4) 18.8,(3-4) 6.2,(3-4-1) 2.6,(3-4-1) 15.1,(3-4-1) 28.7,
2023,49,2,12R,① 한종석,② 손지영,④ 김민준,(1) 3.1,"(1) 2.0, (2) 2.3",(1-2) 10.3,(1-2) 6.9,(1-2-4) 6.2,(1-2-4) 12.6,(1-2-4) 16.2,
2023,49,2,13R,② 정주현,⑤ 박설희,① 문주엽,(2) 2.4,"(2) 1.2, (5) 3.7",(2-5) 11.0,(2-5) 7.0,(2-5-1) 2.2,(2-5-1) 5.8,(2-5-1) 20.7,
2023,49,2,14R,⑤ 정경호,④ 신동길,② 김지영,(5) 5.5,"(5) 2.0, (4) 2.1",(5-4) 17.6,(5-4) 7.0,(5-4-2) 6.8,(5-4-2) 20.3,(5-4-2) 53.5,
2023,49,2,15R,⑤ 김종민,① 문안나,② 최재원,(5) 2.0,"(5) 1.2, (1) 1.4",(5-1) 4.9,(5-1) 3.2,(5-1-2) 1.7,(5-1-2) 3.7,(5-1-2) 8.2,
2023,49,2,16R,① 최진혁,③ 조규태,④ 이승일,(1) 2.1,"(1) 1.1, (3) 1.3",(1-3) 3.2,(1-3) 1.9,(1-3-4) 1.5,(1-3-4) 2.7,(1-3-4) 4.1,
2023,49,2,17R,⑤ 반혜진,② 박종덕,⑥ 김계영,(5) 1.3,"(5) 1.1, (2) 1.3",(5-2) 2.4,(5-2) 1.4,(5-2-6) 2.6,(5-2-6) 3.7,(5-2-6) 5.4,
2023,49,1,01R,② 염윤정,① 정인교,④ 문주엽,(2) 16.6,"(2) 6.2, (1) 1.1",(2-1) 28.1,(2-1) 7.5,(2-1-4) 6.2,(2-1-4) 50.2,(2-1-4) 88.8,
2023,49,1,02R,② 송효범,⑤ 나종호,① 김계영,(2) 12.4,"(2) 3.5, (5) 7.4",(2-5) 84.6,(2-5) 42.5,(2-5-1) 19.3,(2-5-1) 76.6,(2-5-1) 408.2,
2023,49,1,03R,③ 김완석,① 나병창,② 최영재,(3) 1.4,"(3) 1.5, (1) 1.8",(3-1) 5.5,(3-1) 3.3,(3-1-2) 6.0,(3-1-2) 12.4,(3-1-2) 22.7,
