Year,Motor_No,출전회차,출주회수,1착,2착,3착,평균착순점,연대율,3주회,2주회(온라인),2주회(플라잉)
2016,82,14,16,0,1,3,3.06,6.3,1:55.870,-,1:17.614
2016,83,7,7,0,0,2,3.14,0,1:57.521,-,1:19.204
2016,84,48,86,27,14,16,6.31,47.7,1:52.402,1:36.895,1:15.855
2016,85,27,27,3,2,5,3.74,18.5,1:56.030,-,1:17.295
2016,86,7,11,1,0,1,2.82,9.1,1:54.318,-,1:19.625
2016,87,42,53,3,8,3,3.66,20.8,1:55.125,-,1:15.315
2016,88,47,79,9,11,15,4.61,25.3,1:52.328,1:34.908,1:14.925
2016,89,48,80,5,15,15,4.66,25,1:52.961,1:37.130,1:14.722
2016,90,12,15,0,1,2,3.07,6.7,1:58.061,-,1:18.144
2016,91,14,19,0,3,1,3.32,15.8,1:57.388,-,1:19.472
2016,92,7,9,0,0,2,3,0,1:56.466,-,1:19.964
2016,93,40,58,3,8,11,4.31,19,1:54.244,1:40.040,1:18.127
2016,94,7,11,0,0,1,3.09,0,1:56.642,-,1:18.162
2016,95,14,17,0,1,3,3.24,5.9,1:55.833,-,1:18.744
2016,96,7,9,0,0,1,3.11,0,1:55.656,-,1:18.836
2016,97,47,80,38,17,9,7.8,68.8,1:52.689,1:37.389,1:15.988
2016,98,47,80,27,20,13,7,58.8,1:51.869,1:36.043,1:16.013
2016,99,42,57,3,8,9,4.18,19.3,1:53.355,1:36.961,1:16.418
2016,100,7,3,0,0,1,3,0,1:58.470,-,1:21.194
2016,101,42,50,3,2,8,3.6,10,1:53.731,-,1:17.509
2016,102,48,53,8,6,10,4.83,26.4,1:54.559,1:34.645,1:16.320
2016,103,48,88,13,13,23,5.32,29.5,1:53.248,1:36.028,1:16.035
2016,104,48,69,11,8,8,4.45,27.5,1:54.830,1:36.680,1:15.709
2016,105,14,14,0,2,3,3.29,14.3,1:57.636,-,1:16.354
2016,106,48,83,11,18,14,5.25,34.9,1:53.369,1:34.474,1:16.624
2016,107,42,50,0,7,13,3.94,14,1:56.515,1:38.872,1:17.500
2016,108,17,23,3,6,4,5.17,39.1,1:52.612,-,1:14.940
2016,109,7,8,0,0,0,1.63,0,2:00.435,-,1:19.830
2016,110,7,9,0,1,0,2.56,11.1,1:56.523,-,1:20.461
2016,111,48,78,6,14,10,4.58,25.6,1:53.957,1:37.732,1:15.953
2016,112,48,83,15,20,16,5.9,42.2,1:52.104,1:37.007,1:14.036
2016,113,11,13,0,1,1,2.69,7.7,1:55.945,-,1:17.149
2016,114,47,81,38,16,11,7.56,66.7,1:50.870,1:33.707,1:13.618
2016,115,48,78,9,12,13,4.74,26.9,1:55.134,1:38.230,1:16.752
2016,116,48,85,26,14,13,6.45,47.1,1:52.048,1:35.276,1:14.075
2016,117,11,13,0,1,1,3.08,7.7,1:58.208,-,1:17.447
2016,118,48,87,14,19,15,5.59,37.9,1:52.650,1:36.018,1:15.448
2016,119,42,58,7,6,10,4.4,22.4,1:56.814,1:35.341,1:17.094
2016,120,48,80,9,13,14,4.65,27.5,1:53.883,1:36.164,1:17.212
2016,121,48,78,19,18,14,6.24,47.4,1:53.316,1:35.984,1:16.557
2016,122,48,78,18,8,15,5.44,33.3,1:53.139,1:37.509,1:16.165
2016,123,42,51,3,2,4,3,9.8,1:55.325,1:42.846,1:17.696
2016,124,48,67,6,14,8,4.46,29.9,1:56.183,1:35.931,1:15.278
2016,125,42,45,1,5,6,3.33,13.3,1:55.890,1:39.888,1:16.044
2016,126,48,82,22,12,15,6.12,41.5,1:53.341,1:32.416,1:15.264
2016,127,48,76,7,15,19,5,28.9,1:54.426,-,1:16.225
2016,128,48,86,15,13,13,5.24,32.6,1:51.037,1:37.412,1:17.083
2016,129,48,82,18,20,19,6.21,46.3,1:53.649,1:42.400,1:16.094
2016,130,48,83,18,18,15,6.02,43.4,1:53.035,1:36.199,1:16.355
2016,131,40,55,6,3,15,4.31,16.4,1:54.349,1:41.168,1:15.893
2016,132,47,82,34,19,10,7.35,64.6,1:51.602,1:37.657,1:14.653
2016,133,48,54,6,7,9,4.56,24.1,1:55.373,1:36.862,1:16.775
2016,134,48,81,8,13,11,4.41,25.9,1:53.007,1:35.827,1:16.375
2016,135,48,65,7,4,18,4.49,16.9,1:56.936,1:37.634,1:17.422
2016,136,48,83,13,19,16,5.61,38.6,1:51.694,1:33.960,1:15.731
2016,137,11,10,1,0,0,3,10,1:57.535,-,1:17.277
2016,138,48,73,8,9,11,4.41,23.3,1:55.599,1:36.893,1:17.505
2016,139,47,78,7,13,12,4.47,25.6,1:53.445,1:38.643,1:14.978
2016,140,13,14,1,0,3,3.5,7.1,1:54.988,-,1:19.341
2016,141,48,84,18,13,21,6.2,36.9,1:52.968,1:33.767,1:16.229
2016,142,13,13,4,1,0,4.62,38.5,1:53.306,-,1:16.578
2016,143,42,58,4,10,9,4.29,24.1,1:55.325,1:40.873,1:16.361
2016,144,48,81,17,22,12,6.09,48.1,1:52.560,1:36.770,1:14.614
2016,145,48,80,12,12,21,5.59,30,1:55.535,1:34.223,1:17.028
2016,146,48,86,26,10,18,6.21,41.9,1:53.830,1:33.871,1:15.695
2016,147,47,83,27,19,14,6.88,55.4,1:53.363,1:33.636,1:16.320
2016,148,48,73,9,13,6,4.64,30.1,1:55.293,1:37.672,1:16.698
2016,149,48,83,17,20,11,5.75,44.6,1:53.010,1:33.604,1:15.035
2016,150,42,56,7,6,9,4.32,23.2,1:54.042,1:37.967,1:17.429
2016,151,42,52,3,5,8,3.71,15.4,1:53.451,1:39.584,1:17.935
2016,152,14,14,1,1,3,3.71,14.3,1:54.150,-,1:16.381
2016,153,48,80,13,12,19,5.39,31.3,1:53.605,1:39.633,1:15.913
2016,154,48,82,14,14,11,5.26,34.1,1:55.068,1:34.623,1:17.838
2016,155,48,73,19,13,14,6.03,43.8,1:53.457,1:33.602,1:16.082
2016,156,48,79,18,10,16,5.56,35.4,1:55.912,1:34.444,1:16.192
2016,157,48,75,10,10,17,4.89,26.7,1:54.046,1:35.644,1:16.686
2016,159,48,76,15,14,12,5.54,38.2,1:53.881,1:36.154,1:15.683
2016,160,11,7,0,0,1,2.43,0,1:57.426,-,1:18.653
