Year,Boat_No,출전회차,출주회수,1착,2착,3착,평균착순점,연대율,3주회,2주회(온라인),2주회(플라잉)
2024,36,21,288,50,43,50,5.23,32.3,-,1:31.479,1:11.989
2024,37,21,299,67,50,52,5.58,39.1,-,1:31.146,1:12.602
2024,38,21,321,47,65,57,5.34,34.9,-,1:31.307,1:12.561
2024,39,21,269,38,44,46,4.93,30.5,-,1:30.610,1:12.210
2024,40,20,221,21,40,31,4.49,27.6,-,1:31.548,1:12.999
2024,41,21,223,54,45,40,6.26,44.4,-,1:30.429,1:12.366
2024,42,21,269,62,41,45,5.69,38.3,-,1:30.548,1:12.488
2024,43,21,246,58,55,30,6.03,45.9,-,1:30.203,1:12.372
2024,45,21,235,67,39,30,6.06,45.1,-,1:29.983,1:11.991
2024,46,21,289,32,40,47,4.51,24.9,-,1:32.068,1:13.480
2024,47,21,207,55,42,41,6.38,46.9,-,1:30.954,1:12.004
2024,48,18,225,23,33,27,4.25,24.9,-,1:31.513,1:13.563
2024,49,18,209,24,22,36,4.43,22,-,1:31.948,1:11.750
2024,51,20,278,68,45,42,5.85,40.6,-,1:30.388,1:12.316
2024,52,18,173,20,22,24,4.32,24.3,-,1:30.657,1:12.662
2024,53,5,269,28,48,54,4.93,28.3,-,1:30.669,1:13.132
2024,54,21,254,33,35,34,4.6,26.8,-,1:31.216,1:12.840
2024,55,21,232,45,41,37,5.4,37.1,-,1:29.413,1:12.381
2024,57,21,218,21,36,37,4.57,26.1,-,1:31.133,1:13.383
2024,58,14,145,13,23,17,4.1,24.8,-,1:33.784,1:13.565
2024,59,18,236,25,29,35,4.36,22.9,-,1:32.106,1:13.081
2024,60,21,284,44,44,41,4.85,31,-,1:29.993,1:12.530
2024,61,21,268,29,49,42,4.7,29.1,-,1:31.643,1:11.826
2024,62,21,344,50,46,61,4.82,27.9,-,1:31.178,1:12.469
2024,63,21,295,37,49,56,4.97,29.2,-,1:30.637,1:13.067
2024,64,21,316,48,57,61,5.2,33.2,-,1:30.518,1:12.840
2024,65,21,217,50,44,30,5.71,43.3,-,1:30.636,1:12.326
2024,66,19,277,61,53,36,5.6,41.2,-,1:31.246,1:12.320
2024,67,21,290,63,43,51,5.4,36.6,-,1:32.167,1:11.941
2024,68,21,230,66,38,34,6.18,45.2,-,1:29.512,1:12.302
2024,69,21,328,54,58,53,5.23,34.1,-,1:31.420,1:12.440
2024,70,21,283,48,50,43,5.17,34.6,-,1:31.720,1:12.827
2024,71,19,326,50,58,57,5.08,33.1,-,1:29.985,1:11.841
2024,72,19,306,68,37,50,5.33,34.3,-,1:29.931,1:12.536
2024,73,18,181,10,35,27,4.34,24.9,-,1:31.312,1:14.630
2024,74,21,326,63,50,51,5.14,34.7,-,1:30.962,1:12.752
2024,75,21,223,53,34,43,5.71,39,-,1:29.615,1:12.345
2024,76,21,194,40,31,31,5.47,36.6,-,1:30.126,1:12.359
2024,77,21,306,43,53,54,5.06,31.4,-,1:31.475,1:12.370
2024,78,21,312,44,65,56,5.23,34.9,-,1:30.925,1:12.640
2024,79,21,311,61,52,63,5.51,36.3,-,1:30.766,1:12.091
2024,80,21,315,47,57,54,5.09,33,-,1:30.286,1:12.877
2024,81,21,272,34,42,40,4.63,27.9,-,1:33.065,1:12.969
2024,82,21,343,54,67,55,5.15,35.3,-,1:29.666,1:13.035
2024,83,21,242,46,44,41,5.46,37.2,-,1:31.095,1:12.561
2024,84,21,316,49,46,45,4.83,30.1,-,1:30.768,1:12.677
2024,85,21,296,50,42,51,5.06,31.1,-,1:31.640,1:12.305
2024,86,21,212,48,48,33,5.91,45.3,-,1:29.785,1:11.809
2024,87,21,318,62,55,55,5.43,36.8,-,1:31.103,1:12.148
2024,88,16,134,11,17,23,4.24,20.9,-,1:30.202,1:13.250
2024,89,21,246,63,45,42,6.02,43.9,-,1:31.101,1:12.222
2024,90,20,301,63,49,42,5.58,37.2,-,1:32.018,1:12.180
2024,91,21,265,53,58,42,5.64,41.9,-,1:30.175,1:12.853
2024,92,20,315,45,44,61,4.88,28.3,-,1:30.927,1:12.822
2024,93,21,320,59,62,50,5.41,37.8,-,1:31.045,1:12.211
2024,94,21,333,59,66,46,5.35,37.5,-,1:30.302,1:12.332
2024,95,21,300,44,51,52,4.97,31.7,-,1:32.194,1:12.422
2024,96,21,319,46,65,53,5.14,34.8,-,1:30.837,1:12.540
2024,98,20,319,51,68,44,5.26,37.3,-,1:31.616,1:12.910
2024,99,20,312,70,53,45,5.58,39.4,-,1:29.916,1:12.520
2024,100,21,297,49,55,51,5.3,35,-,1:30.098,1:12.359
2024,101,21,223,69,39,48,6.69,48.4,-,1:29.898,1:12.280
2024,102,19,308,36,50,62,4.89,27.9,-,1:31.748,1:12.753
2024,103,21,296,45,45,62,5.09,30.4,-,1:30.600,1:12.422
2024,104,21,240,55,50,46,5.99,43.8,-,1:30.036,1:12.203
2024,105,21,216,26,32,44,4.75,26.9,-,1:32.543,1:12.813
2024,106,21,312,36,51,52,4.73,27.9,-,1:31.567,1:13.120
2024,107,18,212,27,25,26,4.37,24.5,-,1:31.628,1:12.350
2024,108,21,269,38,26,48,4.53,23.8,-,1:30.889,1:12.263
2024,109,21,316,53,46,58,5.2,31.3,-,1:29.947,1:12.399
