Year,Motor_No,출전회차,출주회수,1착,2착,3착,평균착순점,연대율,3주회,2주회(온라인),2주회(플라잉)
2022,40,51,137,31,24,21,5.64,40.1,-,1:29.785,1:12.393
2022,42,51,145,21,20,23,4.73,28.3,-,1:32.170,1:13.300
2022,44,51,132,19,19,20,4.7,28.8,-,1:31.707,1:13.404
2022,45,51,174,34,21,37,5.24,31.6,-,1:30.927,1:12.455
2022,46,51,153,31,26,31,5.6,37.3,-,1:30.265,1:13.035
2022,47,50,130,21,17,15,4.6,29.2,-,1:31.212,1:12.773
2022,48,51,166,21,34,25,4.93,33.1,-,1:30.388,1:13.045
2022,49,51,144,14,28,23,4.65,29.2,-,1:32.509,1:13.035
2022,51,51,160,25,19,34,4.91,27.5,-,1:31.266,1:12.180
2022,52,51,160,21,33,31,5.21,33.8,-,1:31.469,1:13.220
2022,53,51,129,24,29,19,5.63,41.1,-,1:30.876,1:12.662
2022,54,51,143,15,25,21,4.64,28,-,1:32.203,1:12.940
2022,56,46,108,7,11,18,3.92,16.7,-,1:32.965,1:13.768
2022,59,51,161,23,30,25,5.02,32.9,-,1:33.786,1:12.520
2022,60,51,154,24,23,29,5.03,30.5,-,1:31.426,1:12.894
2022,61,51,158,38,21,28,5.6,37.3,-,1:31.055,1:11.991
2022,62,51,157,14,33,24,4.75,29.9,-,1:31.848,1:12.316
2022,64,51,146,25,33,22,5.58,39.7,-,1:29.931,1:12.952
2022,65,50,162,21,25,33,5,28.4,-,1:31.628,1:13.047
2022,66,51,124,26,24,13,5.44,40.3,-,1:31.042,1:12.693
2022,68,51,163,25,24,28,5.04,30.1,-,1:30.203,1:13.656
2022,70,51,159,23,28,24,4.97,32.1,-,1:31.388,1:13.952
2022,71,51,155,34,24,31,5.61,37.4,-,1:30.518,1:12.210
2022,74,48,111,34,19,15,6.2,47.7,-,1:30.287,1:12.091
2022,75,51,148,28,24,30,5.46,35.1,-,1:30.600,1:13.566
2022,76,51,160,22,24,19,4.63,28.8,-,1:30.759,1:13.663
2022,77,51,128,25,26,28,5.89,39.8,-,1:31.463,1:12.922
2022,78,48,113,32,14,20,6.13,40.7,-,1:30.874,1:12.753
2022,79,51,133,24,24,30,5.55,36.1,-,1:31.099,1:12.637
2022,80,51,158,33,24,30,5.53,36.1,-,1:30.657,1:12.641
2022,82,51,163,18,30,32,5.09,29.4,-,1:32.999,1:12.849
2022,84,51,156,39,29,16,5.59,43.6,-,1:30.066,1:12.879
2022,85,51,164,27,26,29,5.12,32.3,-,1:30.768,1:12.840
2022,86,48,126,35,28,16,6.29,50,-,1:30.515,1:12.211
2022,87,51,166,19,34,30,5.04,31.9,-,1:32.551,1:12.534
2022,88,51,166,22,35,24,5.2,34.3,-,1:32.358,1:12.649
2022,89,48,119,33,23,21,6.16,47.1,-,1:30.455,1:12.004
2022,90,51,159,29,28,25,5.26,35.8,-,1:31.629,1:12.880
2022,91,37,116,8,18,23,4.42,22.4,-,1:33.418,1:14.298
2022,92,50,142,28,25,25,5.42,37.3,-,1:31.010,1:12.698
2022,93,51,134,23,17,29,5.07,29.9,-,1:31.822,1:12.256
2022,94,51,147,21,21,15,4.65,28.6,-,1:31.452,1:13.824
2022,95,46,107,7,19,19,4.3,24.3,-,1:31.059,1:12.916
2022,96,50,155,24,16,18,4.53,25.8,-,1:30.916,1:13.179
2022,97,51,141,29,24,31,5.76,37.6,-,1:30.954,1:11.750
2022,98,48,122,36,29,19,6.63,53.3,-,1:30.757,1:12.717
2022,101,46,106,15,8,15,4.15,21.7,-,1:32.387,1:14.217
2022,102,41,128,11,17,21,4.3,21.9,-,1:31.248,1:13.287
2022,103,51,130,24,16,22,5.01,30.8,-,1:31.411,1:13.136
2022,104,46,116,9,16,15,4.13,21.6,-,1:32.268,1:13.498
2022,105,51,169,22,29,27,4.97,30.2,-,1:31.146,1:13.145
2022,106,48,126,32,22,23,6.09,42.9,-,1:30.906,1:12.971
2022,110,51,149,18,31,21,4.88,32.9,-,1:32.393,1:12.811
2022,112,44,91,0,4,14,2.8,4.4,-,1:34.294,1:15.967
2022,113,46,115,9,14,18,4.03,20,-,1:34.234,1:13.158
2022,114,51,172,19,37,32,5.13,32.6,-,1:32.121,1:12.629
2022,115,51,164,24,34,25,5.17,35.4,-,1:30.013,1:12.608
2022,116,51,159,25,23,33,5.12,30.2,-,1:31.651,1:12.576
2022,117,46,126,9,23,20,4.32,25.4,-,1:30.495,1:14.785
2022,118,50,166,22,40,22,5.22,37.3,-,1:31.509,1:13.476
2022,120,46,111,10,15,15,4.26,22.5,-,1:32.364,1:13.075
2022,121,46,103,11,12,15,3.97,22.3,-,1:32.315,1:13.996
2022,124,51,169,30,33,33,5.49,37.3,-,1:31.361,1:12.769
2022,127,36,126,18,24,22,5.13,33.3,-,1:31.517,1:13.478
2022,129,46,122,13,10,27,4.23,18.9,-,1:31.973,1:13.409
2022,130,51,166,23,31,30,5.05,32.5,-,1:31.907,1:13.158
2022,131,51,163,22,23,31,4.93,27.6,-,1:30.134,1:11.826
2022,132,51,154,19,26,30,4.82,29.2,-,1:32.002,1:12.821
2022,134,51,156,27,29,26,5.37,35.9,-,1:31.702,1:12.596
2022,136,51,127,19,14,21,4.57,26,-,1:32.261,1:13.605
2022,137,51,155,22,27,24,5.02,31.6,-,1:32.656,1:12.816
2022,138,51,142,25,21,20,5.06,32.4,-,1:32.765,1:11.941
2022,140,51,132,27,27,27,5.83,40.9,-,1:29.915,1:12.536
2022,141,51,159,24,27,22,4.81,32.1,-,1:31.698,1:13.293
2022,142,51,150,32,23,27,5.63,36.7,-,1:30.889,1:12.886
2022,143,51,132,27,27,17,5.7,40.9,-,1:32.162,1:13.862
2022,144,48,122,31,29,21,6.32,49.2,-,1:32.120,1:11.955
2022,147,48,114,34,18,25,6.32,45.6,-,1:30.962,1:12.927
2022,148,51,137,33,22,22,5.76,40.1,-,1:31.784,1:12.602
2022,149,51,160,25,34,25,5.39,36.9,-,1:31.457,1:13.450
2022,150,51,175,26,22,33,4.93,27.4,-,1:32.124,1:13.348
