연도,회차,일차,경주,1위,2위,3위,단승식,연승식,쌍승식,복승식,삼복승식,쌍복승,삼쌍승,Refund
2022,51,1,09R,-,-,-,([]) 1.0,([]) 1.0,([]-[]) 1.0,([]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,ALL
2022,51,1,10R,-,-,-,([]) 1.0,([]) 1.0,([]-[]) 1.0,([]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,ALL
2022,51,1,11R,-,-,-,([]) 1.0,([]) 1.0,([]-[]) 1.0,([]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,ALL
2022,51,1,12R,-,-,-,([]) 1.0,([]) 1.0,([]-[]) 1.0,([]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,ALL
2022,51,1,13R,④ 김정구,⑤ 이응석,② 권명호,(4) 1.7,([]) 1.0,(4-5) 3.4,(4-5) 2.8,([]-[]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,① ③ ⑥
2022,51,1,14R,-,-,-,([]) 1.0,([]) 1.0,([]-[]) 1.0,([]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,ALL
2022,51,1,15R,-,-,-,([]) 1.0,([]) 1.0,([]-[]) 1.0,([]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,ALL
2022,51,1,16R,-,-,-,([]) 1.0,([]) 1.0,([]-[]) 1.0,([]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,ALL
2022,51,1,17R,-,-,-,([]) 1.0,([]) 1.0,([]-[]) 1.0,([]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,ALL
2022,50,2,01R,① 길현태,② 정훈민,③ 권일혁,(1) 1.1,"(1) 1.0, (2) 2.2",(1-2) 2.7,(1-2) 2.1,(1-2-3) 4.7,(1-2-3) 5.8,(1-2-3) 9.1,
2022,50,2,02R,① 한종석,② 최영재,④ 이경섭,(1) 1.4,"(1) 1.1, (2) 3.2",(1-2) 6.0,(1-2) 4.6,(1-2-4) 9.0,(1-2-4) 12.7,(1-2-4) 23.7,
2022,50,2,03R,② 우진수,⑥ 어선규,③ 이 인,(2) 2.2,"(2) 1.1, (6) 2.2",(2-6) 6.8,(2-6) 4.3,(2-6-3) 5.4,(2-6-3) 7.9,(2-6-3) 18.8,⑤
2022,50,2,04R,① 류석현,④ 이휘동,⑤ 김계영,(1) 1.3,"(1) 1.0, (4) 1.7",(1-4) 3.3,(1-4) 2.8,(1-4-5) 8.3,(1-4-5) 9.9,(1-4-5) 11.6,
2022,50,2,05R,③ 이승일,⑤ 원용관,⑥ 문성현,(3) 1.6,"(3) 1.0, (5) 3.7",(3-5) 7.4,(3-5) 7.0,(3-5-6) 23.5,(3-5-6) 34.1,(3-5-6) 51.2,④
2022,50,2,06R,③ 문주엽,⑤ 한준희,④ 김종민,(3) 3.2,"(3) 1.7, (5) 7.7",(3-5) 32.3,(3-5) 26.4,(3-5-4) 7.7,(3-5-4) 17.1,(3-5-4) 116.2,
2022,50,2,07R,② 주은석,③ 장수영,⑥ 조성인,(2) 1.4,"(2) 1.2, (3) 1.3",(2-3) 1.8,(2-3) 1.4,(2-3-6) 2.3,(2-3-6) 2.9,(2-3-6) 4.2,
2022,50,2,08R,② 박준현,⑥ 길현태,③ 정민수,(2) 2.3,"(2) 1.0, (6) 4.8",(2-6) 11.2,(2-6) 10.2,(2-6-3) 5.3,(2-6-3) 10.2,(2-6-3) 36.0,
2022,50,2,09R,② 김인혜,① 나종호,③ 정훈민,(2) 2.2,"(2) 1.0, (1) 1.4",(2-1) 3.7,(2-1) 2.0,(2-1-3) 5.1,(2-1-3) 9.6,(2-1-3) 14.0,
2022,50,2,10R,⑤ 김보경,⑥ 권일혁,① 김영민,(5) 18.2,"(5) 2.4, (6) 23.0",(5-6) 244.7,(5-6) 140.4,(5-6-1) 85.3,(5-6-1) 304.0,(5-6-1) 1034.6,
2022,50,2,11R,② 어선규,① 박진서,⑤ 최영재,(2) 1.5,"(2) 1.0, (1) 1.4",(2-1) 2.6,(2-1) 1.6,(2-1-5) 4.2,(2-1-5) 6.2,(2-1-5) 8.6,
2022,50,2,12R,② 김완석,① 문성현,④ 손유정,(2) 1.7,"(2) 1.1, (1) 1.3",(2-1) 3.9,(2-1) 2.8,(2-1-4) 10.5,(2-1-4) 15.8,(2-1-4) 27.5,
2022,50,2,13R,① 박상현,② 김종민,③ 이경섭,(1) 5.7,"(1) 2.1, (2) 1.0",(1-2) 9.7,(1-2) 2.8,(1-2-3) 2.9,(1-2-3) 15.1,(1-2-3) 20.5,
2022,50,2,14R,④ 우진수,① 이응석,③ 김응선,(4) 7.5,"(4) 2.5, (1) 1.2",(4-1) 24.7,(4-1) 4.9,(4-1-3) 2.9,(4-1-3) 33.0,(4-1-3) 44.0,
2022,50,2,15R,① 이휘동,② 기광서,④ 윤영근,(1) 1.5,"(1) 1.1, (2) 1.7",(1-2) 3.8,(1-2) 2.3,(1-2-4) 4.9,(1-2-4) 7.5,(1-2-4) 10.1,
2022,50,2,16R,① 최재원,③ 한준희,⑥ 나종호,(1) 1.2,"(1) 1.0, (3) 2.8",(1-3) 3.6,(1-3) 3.7,(1-3-6) 3.8,(1-3-6) 4.5,(1-3-6) 9.2,
2022,50,2,17R,① 이승일,② 장수영,④ 박준현,(1) 1.4,"(1) 1.0, (2) 1.2",(1-2) 1.7,(1-2) 1.4,(1-2-4) 3.2,(1-2-4) 4.3,(1-2-4) 5.4,
2022,50,1,01R,② 민영건,① 정경호,③ 김국흠,(2) 9.0,"(2) 2.9, (1) 1.3",(2-1) 25.6,(2-1) 8.2,(2-1-3) 21.1,(2-1-3) 78.8,(2-1-3) 127.2,
2022,50,1,02R,⑥ 문주엽,① 김종희,④ 손근성,(6) 6.0,"(6) 2.9, (1) 1.2",(6-1) 17.8,(6-1) 6.6,(6-1-4) 9.2,(6-1-4) 36.3,(6-1-4) 52.0,
2022,50,1,03R,② 곽현성,① 서 휘,④ 김계영,(2) 2.5,"(2) 1.3, (1) 1.5",(2-1) 4.3,(2-1) 1.7,(2-1-4) 2.8,(2-1-4) 9.4,(2-1-4) 12.3,
2022,50,1,04R,③ 류석현,② 원용관,① 송효석,(3) 1.4,"(3) 1.1, (2) 1.7",(3-2) 5.5,(3-2) 3.4,(3-2-1) 7.2,(3-2-1) 12.8,(3-2-1) 26.1,
2022,50,1,05R,⑥ 김도휘,① 한 운,② 이지은,(6) 9.5,"(6) 4.8, (1) 1.3",(6-1) 48.3,(6-1) 20.1,(6-1-2) 43.0,(6-1-2) 283.0,(6-1-2) 370.4,
2022,50,1,06R,② 손유정,④ 어선규,① 김태규,(2) 6.9,"(2) 3.1, (4) 1.2",(2-4) 15.4,(2-4) 4.6,(2-4-1) 6.4,(2-4-1) 25.8,(2-4-1) 58.2,③
2022,50,1,07R,③ 김민천,⑥ 김응선,① 한준희,(3) 2.3,"(3) 1.4, (6) 4.5",(3-6) 16.9,(3-6) 14.4,(3-6-1) 10.4,(3-6-1) 26.5,(3-6-1) 49.5,
2022,50,1,08R,① 이 인,④ 김완석,③ 나종호,(1) 5.3,"(1) 1.8, (4) 1.5",(1-4) 9.8,(1-4) 3.5,(1-4-3) 8.8,(1-4-3) 26.5,(1-4-3) 38.4,
2022,50,1,09R,② 조성인,① 권일혁,③ 황만주,(2) 1.4,"(2) 1.2, (1) 2.4",(2-1) 7.4,(2-1) 5.0,(2-1-3) 11.9,(2-1-3) 17.1,(2-1-3) 32.9,
2022,50,1,10R,① 한성근,③ 최영재,④ 민영건,(1) 1.6,"(1) 1.3, (3) 4.3",(1-3) 6.4,(1-3) 4.9,(1-3-4) 7.0,(1-3-4) 9.9,(1-3-4) 15.6,
2022,50,1,11R,⑤ 우진수,③ 김종민,④ 김종희,(5) 14.9,"(5) 3.6, (3) 1.1",(5-3) 48.6,(5-3) 5.7,(5-3-4) 7.5,(5-3-4) 137.0,(5-3-4) 137.5,
2022,50,1,12R,① 문주엽,④ 곽현성,② 이상문,(1) 2.5,"(1) 1.5, (4) 1.3",(1-4) 4.2,(1-4) 2.8,(1-4-2) 1.6,(1-4-2) 3.9,(1-4-2) 7.6,
2022,50,1,13R,② 박석문,① 권명호,③ 박준현,(2) 1.6,"(2) 1.4, (1) 1.0",(2-1) 6.1,(2-1) 3.6,(2-1-3) 4.5,(2-1-3) 7.6,(2-1-3) 15.7,
2022,50,1,14R,① 김강현,② 이응석,⑤ 이휘동,(1) 1.7,"(1) 1.3, (2) 1.5",(1-2) 3.5,(1-2) 2.0,(1-2-5) 2.3,(1-2-5) 4.4,(1-2-5) 7.9,
2022,50,1,15R,④ 장수영,① 김응선,③ 기광서,(4) 3.1,"(4) 1.0, (1) 1.5",(4-1) 6.0,(4-1) 1.7,(4-1-3) 6.1,(4-1-3) 30.1,(4-1-3) 32.5,
2022,50,1,16R,⑤ 주은석,① 김도휘,④ 정세혁,(5) 1.3,"(5) 1.4, (1) 1.9",(5-1) 4.2,(5-1) 2.5,(5-1-4) 11.4,(5-1-4) 25.2,(5-1-4) 29.7,
2022,50,1,17R,② 김민천,① 이진우,③ 김보경,(2) 3.1,"(2) 1.4, (1) 1.4",(2-1) 4.4,(2-1) 1.9,(2-1-3) 2.7,(2-1-3) 7.9,(2-1-3) 11.5,
2022,49,2,01R,① 기광서,② 손근성,④ 어선규,(1) 3.7,"(1) 1.1, (2) 2.6",(1-2) 8.1,(1-2) 6.1,(1-2-4) 1.8,(1-2-4) 5.4,(1-2-4) 13.8,
2022,49,2,02R,⑤ 김민길,② 문성현,⑥ 김정구,(5) 5.5,"(5) 1.6, (2) 4.1",(5-2) 16.4,(5-2) 7.6,(5-2-6) 15.7,(5-2-6) 35.1,(5-2-6) 63.1,
2022,49,2,03R,① 송효석,⑤ 김동민,② 손지영,(1) 4.7,"(1) 2.0, (5) 5.0",(1-5) 36.1,(1-5) 19.9,(1-5-2) 7.1,(1-5-2) 17.8,(1-5-2) 132.2,
2022,49,2,04R,① 한성근,③ 안지민,④ 이응석,(1) 1.6,"(1) 1.1, (3) 1.1",(1-3) 3.0,(1-3) 1.5,(1-3-4) 3.0,(1-3-4) 6.1,(1-3-4) 7.9,
2022,49,2,05R,② 조성인,④ 장수영,⑤ 류석현,(2) 1.1,"(2) 1.3, (4) 3.2",(2-4) 3.0,(2-4) 2.6,(2-4-5) 3.1,(2-4-5) 3.7,(2-4-5) 7.0,
2022,49,2,06R,⑤ 이승일,① 이경섭,⑥ 권혁민,(5) 3.4,"(5) 1.8, (1) 1.2",(5-1) 10.2,(5-1) 4.7,(5-1-6) 43.3,(5-1-6) 103.4,(5-1-6) 145.5,
2022,49,2,07R,④ 한종석,② 류해광,① 김은지,(4) 2.5,"(4) 1.6, (2) 1.7",(4-2) 5.8,(4-2) 3.2,(4-2-1) 2.3,(4-2-1) 6.0,(4-2-1) 14.6,
2022,49,2,08R,③ 김인혜,④ 홍기철,① 서화모,(3) 1.8,"(3) 1.1, (4) 6.8",(3-4) 7.9,(3-4) 8.1,(3-4-1) 3.7,(3-4-1) 6.3,(3-4-1) 18.0,
2022,49,2,09R,③ 김도휘,① 김민길,④ 이지수,(3) 2.9,"(3) 1.1, (1) 1.3",(3-1) 4.6,(3-1) 1.7,(3-1-4) 3.2,(3-1-4) 8.7,(3-1-4) 11.5,
2022,49,2,10R,② 서 휘,⑥ 오세준,⑤ 김보경,(2) 1.6,"(2) 1.2, (6) 22.9",(2-6) 57.9,(2-6) 47.1,(2-6-5) 64.9,(2-6-5) 108.6,(2-6-5) 339.7,
2022,49,2,11R,⑤ 손지영,③ 한 운,① 박준현 ④ 이태희,(5) 4.1,"(5) 1.4, (3) 2.8",(5-3) 20.3,(5-3) 13.0,"(5-3-1) 2.0  
									
										(5-3-4) 13.6","(5-3-1) 6.5
									
										(5-3-4) 36.8","(5-3-1) 27.4
											
												(5-3-4) 73.2",
2022,49,2,12R,② 김정구,① 전두식,⑥ 나병창,(2) 6.3,"(2) 2.7, (1) 2.7",(2-1) 31.0,(2-1) 9.9,(2-1-6) 70.0,(2-1-6) 176.0,(2-1-6) 324.7,
2022,49,2,13R,③ 김계영,④ 송효석,⑤ 문성현,(3) 3.3,"(3) 1.4, (4) 2.4",(3-4) 5.4,(3-4) 4.7,(3-4-5) 18.2,(3-4-5) 19.1,(3-4-5) 30.9,
2022,49,2,14R,① 길현태,⑤ 김경일,② 장수영,(1) 1.4,([]) 1.0,(1-5) 15.4,(1-5) 10.8,(1-5-2) 1.2,(1-5-2) 2.0,(1-5-2) 12.8,④ ⑥
2022,49,2,15R,① 이승일,⑤ 박진서,④ 우진수,(1) 1.2,"(1) 1.2, (5) 15.0",(1-5) 18.8,(1-5) 19.4,(1-5-4) 15.2,(1-5-4) 20.8,(1-5-4) 85.3,
2022,49,2,16R,② 김승택,① 이응석,⑤ 윤동오,(2) 6.5,"(2) 1.4, (1) 2.2",(2-1) 8.2,(2-1) 3.0,(2-1-5) 2.7,(2-1-5) 16.8,(2-1-5) 25.6,
2022,49,2,17R,⑤ 김지현,⑥ 안지민,① 곽현성,(5) 3.2,"(5) 1.4, (6) 1.8",(5-6) 5.8,(5-6) 5.3,(5-6-1) 8.6,(5-6-1) 12.2,(5-6-1) 21.1,
2022,49,1,01R,① 이상문,③ 길현태,⑤ 한종석,(1) 2.4,"(1) 1.5, (3) 2.8",(1-3) 7.8,(1-3) 5.0,(1-3-5) 4.4,(1-3-5) 8.2,(1-3-5) 19.8,
2022,49,1,02R,① 문성현,② 권현기,④ 나병창,(1) 2.2,"(1) 2.7, (2) 1.0",(1-2) 11.1,(1-2) 4.4,(1-2-4) 4.1,(1-2-4) 16.5,(1-2-4) 23.4,③
2022,49,1,03R,③ 김효년,⑥ 김인혜,② 전두식,(3) 1.8,"(3) 1.1, (6) 3.5",(3-6) 5.5,(3-6) 4.8,(3-6-2) 19.3,(3-6-2) 27.5,(3-6-2) 46.3,
2022,49,1,04R,② 정세혁,④ 조성인,③ 김선웅,(2) 9.7,"(2) 2.4, (4) 1.2",(2-4) 31.3,(2-4) 7.8,(2-4-3) 21.6,(2-4-3) 94.4,(2-4-3) 171.4,
2022,49,1,05R,② 홍기철,⑤ 최재원,⑥ 이지수,(2) 3.3,"(2) 2.1, (5) 1.8",(2-5) 11.3,(2-5) 7.2,(2-5-6) 21.7,(2-5-6) 36.8,(2-5-6) 48.3,
2022,49,1,06R,① 홍진수,② 하서우,③ 김정구,(1) 1.4,"(1) 1.5, (2) 2.0",(1-2) 6.9,(1-2) 6.1,(1-2-3) 5.0,(1-2-3) 7.6,(1-2-3) 17.2,
2022,49,1,07R,② 어선규,③ 류해광,④ 이용세,(2) 1.3,"(2) 1.0, (3) 1.5",(2-3) 1.8,(2-3) 1.7,(2-3-4) 2.3,(2-3-4) 2.6,(2-3-4) 3.9,
2022,49,1,08R,② 윤영근,④ 류석현,⑤ 나종호,(2) 1.8,"(2) 1.0, (4) 1.4",(2-4) 3.5,(2-4) 1.9,(2-4-5) 5.3,(2-4-5) 9.8,(2-4-5) 11.7,
2022,49,1,09R,① 김도휘,③ 김지현,② 우진수,(1) 1.5,"(1) 1.1, (3) 1.6",(1-3) 4.0,(1-3) 2.3,(1-3-2) 3.4,(1-3-2) 4.7,(1-3-2) 10.1,
2022,49,1,10R,② 기광서,① 고정환,⑥ 배혜민,(2) 2.0,"(2) 1.2, (1) 1.8",(2-1) 4.2,(2-1) 2.2,(2-1-6) 5.6,(2-1-6) 10.3,(2-1-6) 14.8,
2022,49,1,11R,① 나병창,④ 김보경,② 김인혜,(1) 3.9,"(1) 2.3, (4) 2.2",(1-4) 48.1,(1-4) 40.8,(1-4-2) 7.1,(1-4-2) 30.8,(1-4-2) 162.5,
2022,49,1,12R,① 안지민,② 오세준,③ 김민길,(1) 1.3,"(1) 1.1, (2) 1.6",(1-2) 3.9,(1-2) 3.3,(1-2-3) 3.4,(1-2-3) 4.8,(1-2-3) 10.0,
2022,49,1,13R,③ 한종석,⑤ 김효년,① 박진서,(3) 4.2,"(3) 1.6, (5) 2.6",(3-5) 8.8,(3-5) 6.1,(3-5-1) 6.6,(3-5-1) 16.5,(3-5-1) 29.7,
2022,49,1,14R,② 윤동오,⑤ 권명호,① 김강현,(2) 4.1,"(2) 2.0, (5) 1.4",(2-5) 11.0,(2-5) 5.8,(2-5-1) 2.3,(2-5-1) 8.7,(2-5-1) 22.9,
2022,49,1,15R,① 이지수,④ 이승일,③ 서화모,(1) 2.3,"(1) 1.3, (4) 2.0",(1-4) 4.8,(1-4) 2.7,(1-4-3) 2.6,(1-4-3) 5.0,(1-4-3) 10.7,
2022,49,1,16R,② 김계영,④ 손지영,③ 류석현,(2) 1.7,"(2) 1.0, (4) 1.8",(2-4) 2.2,(2-4) 1.7,(2-4-3) 1.5,(2-4-3) 2.0,(2-4-3) 3.7,
2022,49,1,17R,⑥ 어선규,④ 한성근,① 원용관,(6) 1.6,"(6) 1.4, (4) 2.1",(6-4) 6.5,(6-4) 5.0,(6-4-1) 4.7,(6-4-1) 6.9,(6-4-1) 18.7,
2022,48,2,01R,① 류석현,⑥ 홍기철,③ 양원준,(1) 1.1,"(1) 1.0, (6) 18.2",(1-6) 25.5,(1-6) 23.5,(1-6-3) 21.8,(1-6-3) 20.7,(1-6-3) 110.4,
2022,48,2,02R,③ 이종인,② 김창규,① 서종원,(3) 5.5,"(3) 1.5, (2) 1.0",(3-2) 8.9,(3-2) 1.9,(3-2-1) 6.1,(3-2-1) 36.1,(3-2-1) 60.2,
2022,48,2,03R,① 이재학,④ 문주엽,⑥ 반혜진,(1) 1.6,"(1) 1.3, (4) 1.2",(1-4) 4.6,(1-4) 2.9,(1-4-6) 8.2,(1-4-6) 16.0,(1-4-6) 24.0,
2022,48,2,04R,⑥ 김지현,⑤ 김태규,④ 김민천,(6) 13.7,"(6) 4.7, (5) 5.5",(6-5) 69.2,(6-5) 23.6,(6-5-4) 10.3,(6-5-4) 57.2,(6-5-4) 179.6,
2022,48,2,05R,② 이 인,① 최영재,④ 송효석,(2) 6.2,"(2) 1.7, (1) 1.2",(2-1) 13.2,(2-1) 2.9,(2-1-4) 6.5,(2-1-4) 31.7,(2-1-4) 38.6,
2022,48,2,06R,② 김국흠,③ 서 휘,⑥ 이휘동,(2) 1.4,"(2) 1.3, (3) 1.5",(2-3) 2.7,(2-3) 1.8,(2-3-6) 6.0,(2-3-6) 8.2,(2-3-6) 10.6,
2022,48,2,07R,① 사재준,④ 김민길,② 손제민,(1) 3.3,"(1) 1.6, (4) 2.5",(1-4) 7.0,(1-4) 5.0,(1-4-2) 2.4,(1-4-2) 5.8,(1-4-2) 16.2,
2022,48,2,08R,③ 이진우,① 김종민,④ 정훈민,(3) 3.7,"(3) 1.7, (1) 1.2",(3-1) 5.3,(3-1) 1.9,(3-1-4) 10.1,(3-1-4) 27.4,(3-1-4) 35.3,
2022,48,2,09R,② 이용세,① 이미나,③ 문안나,(2) 3.3,"(2) 1.8, (1) 1.1",(2-1) 8.5,(2-1) 3.4,(2-1-3) 2.3,(2-1-3) 8.0,(2-1-3) 14.9,
2022,48,2,10R,⑤ 이동준,② 이지수,③ 반혜진,(5) 4.9,"(5) 1.7, (2) 1.8",(5-2) 17.3,(5-2) 7.1,(5-2-3) 8.0,(5-2-3) 22.7,(5-2-3) 39.5,
2022,48,2,11R,① 심상철,③ 김기한,④ 한준희,(1) 1.2,"(1) 1.1, (3) 4.9",(1-3) 11.7,(1-3) 11.7,(1-3-4) 26.1,(1-3-4) 29.3,(1-3-4) 55.4,
2022,48,2,12R,① 송효석,④ 김계영,③ 박상현,(1) 2.4,"(1) 1.8, (4) 3.3",(1-4) 9.5,(1-4) 6.1,(1-4-3) 3.5,(1-4-3) 8.3,(1-4-3) 21.6,
2022,48,2,13R,③ 박정아,② 김태규,⑤ 염윤정,(3) 1.7,"(3) 1.1, (2) 1.6",(3-2) 5.2,(3-2) 2.3,(3-2-5) 8.6,(3-2-5) 18.4,(3-2-5) 27.4,
2022,48,2,14R,① 전두식,② 임태경,⑤ 이재학,(1) 6.6,"(1) 2.2, (2) 1.0",(1-2) 11.1,(1-2) 4.0,(1-2-5) 8.0,(1-2-5) 30.8,(1-2-5) 40.5,
2022,48,2,15R,① 김명진,⑤ 한 운,② 김현덕,(1) 4.5,"(1) 2.3, (5) 4.4",(1-5) 59.7,(1-5) 56.4,(1-5-2) 37.2,(1-5-2) 62.5,(1-5-2) 286.7,
2022,48,2,16R,① 김종목,② 이휘동,③ 배혜민,(1) 1.9,"(1) 1.3, (2) 5.6",(1-2) 12.0,(1-2) 8.2,(1-2-3) 5.3,(1-2-3) 10.8,(1-2-3) 32.4,
2022,48,2,17R,⑥ 김인혜,③ 이용세,① 정인교,(6) 1.4,"(6) 1.3, (3) 1.4",(6-3) 2.3,(6-3) 1.9,(6-3-1) 4.0,(6-3-1) 4.4,(6-3-1) 8.2,
2022,48,1,01R,③ 임태경,① 김효년,④ 주은석,(3) 7.5,"(3) 2.6, (1) 1.1",(3-1) 11.9,(3-1) 2.7,(3-1-4) 3.3,(3-1-4) 17.7,(3-1-4) 22.0,
2022,48,1,02R,① 박정아,② 양원준,③ 김강현,(1) 1.2,"(1) 1.2, (2) 1.9",(1-2) 3.0,(1-2) 2.4,(1-2-3) 4.7,(1-2-3) 6.4,(1-2-3) 9.3,
2022,48,1,03R,① 배혜민,⑥ 이진우,③ 이재학,(1) 1.5,"(1) 1.5, (6) 2.0",(1-6) 8.0,(1-6) 5.3,(1-6-3) 6.6,(1-6-3) 11.4,(1-6-3) 21.7,
2022,48,1,04R,② 김인혜,① 오상현,⑥ 한준희,(2) 1.3,"(2) 1.2, (1) 2.2",(2-1) 5.6,(2-1) 3.5,(2-1-6) 23.9,(2-1-6) 37.6,(2-1-6) 53.1,
