Year,Motor_No,출전회차,출주회수,1착,2착,3착,평균착순점,연대율,3주회,2주회(온라인),2주회(플라잉)
2018,76,52,84,7,15,18,4.85,26.2,1:53.344,1:33.846,1:15.983
2018,81,50,62,16,15,14,6.56,50,1:52.375,1:32.223,1:16.604
2018,82,52,78,6,13,14,4.5,24.4,1:53.785,1:37.599,1:17.171
2018,83,52,64,20,7,15,6.2,42.2,1:51.924,1:32.692,1:14.754
2018,86,50,61,2,8,10,3.92,16.4,1:55.657,1:36.117,1:17.268
2018,88,52,81,7,10,13,4.36,21,1:56.562,1:36.388,1:15.428
2018,89,50,53,0,8,9,3.7,15.1,1:56.341,1:35.573,1:17.171
2018,91,52,80,13,14,14,5.31,33.8,1:55.738,1:34.583,1:14.418
2018,92,52,74,7,9,15,4.53,21.6,1:54.311,1:36.321,1:16.908
2018,93,50,67,5,5,6,3.75,14.9,1:56.423,1:34.855,1:18.442
2018,94,52,66,20,12,8,6.33,48.5,1:52.626,1:32.881,1:14.419
2018,95,50,46,1,0,6,2.61,2.2,1:58.693,1:37.821,1:17.506
2018,96,52,81,14,12,12,5.04,32.1,1:54.071,1:36.216,1:16.954
2018,97,52,80,22,13,13,5.8,43.8,1:53.765,1:34.983,1:15.576
2018,100,52,68,12,16,11,5.75,41.2,1:54.839,1:33.679,1:14.147
2018,101,52,68,7,17,12,5.24,35.3,1:53.167,1:34.597,1:16.444
2018,102,50,57,4,7,5,3.6,19.3,1:56.559,1:34.142,1:15.687
2018,103,50,60,19,13,11,7.05,53.3,1:52.354,1:33.911,1:13.904
2018,104,52,78,18,11,17,5.76,37.2,1:51.380,1:32.957,1:15.107
2018,105,52,76,4,13,14,4.61,22.4,1:56.728,1:36.574,1:16.384
2018,106,52,80,8,9,12,4.4,21.3,1:55.235,1:36.605,1:15.166
2018,107,51,77,10,14,10,4.66,31.2,1:52.573,1:32.809,1:16.031
2018,108,52,78,10,10,13,4.74,25.6,1:54.788,1:35.050,1:15.500
2018,109,50,73,6,10,8,3.93,21.9,1:52.693,1:36.095,1:17.256
2018,110,52,74,9,13,9,4.77,29.7,1:53.425,1:33.556,1:16.231
2018,111,52,86,12,15,10,4.64,31.4,1:54.803,1:36.069,1:15.913
2018,113,52,80,7,9,15,4.25,20,1:55.623,1:36.864,1:15.858
2018,114,52,79,9,12,13,4.77,26.6,1:54.011,1:34.000,1:15.765
2018,115,50,64,2,7,14,3.77,14.1,1:57.792,1:35.441,1:16.611
2018,117,52,78,5,14,14,4.54,24.4,1:54.783,1:34.394,1:16.217
2018,120,50,64,31,14,9,8.05,70.3,1:52.022,1:31.430,1:13.953
2018,121,52,72,10,11,9,4.53,29.2,1:54.745,1:33.493,1:16.369
2018,122,50,56,16,15,9,6.89,55.4,1:54.035,1:32.354,1:14.866
2018,125,52,76,14,16,13,5.84,39.5,1:53.074,1:33.988,1:15.671
2018,126,52,69,7,8,9,4.29,21.7,1:52.369,1:35.177,1:15.075
2018,127,52,66,17,17,10,6.38,51.5,1:53.129,1:34.575,1:14.892
2018,128,52,71,15,17,13,5.9,45.1,1:52.287,1:32.230,1:16.436
2018,129,50,62,25,8,16,7.32,53.2,1:51.913,1:32.004,1:14.109
2018,130,49,69,21,15,9,6.58,52.2,1:51.857,1:32.109,1:14.848
2018,131,50,64,2,5,12,3.36,10.9,1:58.800,1:37.726,1:17.620
2018,132,52,73,15,9,7,4.97,32.9,1:54.448,1:33.240,1:15.002
2018,133,52,76,8,16,17,5.3,31.6,1:53.605,1:34.887,1:15.351
2018,134,50,59,2,2,11,3.25,6.8,1:55.586,1:35.996,1:17.674
2018,135,51,62,3,6,13,3.92,14.5,1:55.003,1:37.841,1:17.387
2018,137,50,48,2,8,5,3.63,20.8,1:53.901,1:35.620,1:16.185
2018,138,50,68,24,13,15,6.99,54.4,1:52.009,1:32.729,1:14.540
2018,139,52,76,14,16,9,5.34,39.5,1:52.177,1:34.256,1:15.559
2018,141,52,72,14,9,16,5.22,31.9,1:52.581,1:34.843,1:16.575
2018,146,52,75,7,13,14,4.56,26.7,1:54.117,1:35.466,1:16.396
2018,149,48,58,19,11,9,6.6,51.7,1:52.436,1:32.926,1:15.485
2018,150,50,64,19,18,8,6.94,57.8,1:53.143,1:32.252,1:14.531
2018,151,52,76,13,10,14,5.14,30.3,1:52.115,1:32.026,1:14.759
2018,153,52,76,5,19,13,4.88,31.6,1:54.200,1:34.525,1:16.258
2018,154,51,68,11,15,16,5.71,38.2,1:55.085,1:33.290,1:16.630
2018,155,50,55,20,10,9,7.11,54.5,1:52.604,1:32.994,1:16.011
2018,158,52,76,11,14,13,5.21,32.9,1:54.418,1:35.098,1:15.396
