연도,회차,일차,경주,1위,2위,3위,단승식,연승식,쌍승식,복승식,삼복승식,쌍복승,삼쌍승,Refund
2018,51,2,08R,② 손동민,④ 김현철,③ 주은석,(2) 4.4,"(2) 1.3, (4) 1.7",(2-4) 10.7,(2-4) 6.1,(2-4-3) 9.7,(2-4-3) 19.8,(2-4-3) 28.6,
2018,51,2,09R,① 손지영,⑥ 최광성,③ 김인혜,(1) 2.4,"(1) 1.3, (6) 9.7",(1-6) 22.1,(1-6) 16.0,(1-6-3) 6.8,(1-6-3) 15.1,(1-6-3) 68.1,
2018,51,2,10R,② 김종민,① 문안나,⑤ 이태희,(2) 1.4,"(2) 1.2, (1) 1.5",(2-1) 3.5,(2-1) 1.9,(2-1-5) 4.0,(2-1-5) 5.6,(2-1-5) 9.5,
2018,51,2,11R,① 민영건,② 이경섭,④ 서화모,(1) 1.5,"(1) 1.0, (2) 1.8",(1-2) 2.5,(1-2) 1.9,(1-2-4) 2.1,(1-2-4) 2.8,(1-2-4) 4.4,
2018,51,2,12R,① 한성근,⑤ 손제민,② 김완석,(1) 1.6,"(1) 1.4, (5) 1.9",(1-5) 4.0,(1-5) 2.4,(1-5-2) 3.1,(1-5-2) 4.4,(1-5-2) 8.8,
2018,51,2,13R,⑤ 한종석,⑥ 정민수,③ 김지현,(5) 6.4,"(5) 1.9, (6) 3.4",(5-6) 19.6,(5-6) 12.9,(5-6-3) 8.2,(5-6-3) 24.3,(5-6-3) 53.3,
2018,51,2,14R,③ 이동준,① 김지훈,⑤ 손동민,(3) 2.6,"(3) 1.2, (1) 1.5",(3-1) 4.5,(3-1) 2.2,(3-1-5) 2.6,(3-1-5) 5.5,(3-1-5) 8.9,
2018,51,2,15R,① 심상철,③ 김응선,② 박정아,(1) 1.2,"(1) 1.0, (3) 3.0",(1-3) 3.8,(1-3) 2.9,(1-3-2) 1.8,(1-3-2) 2.2,(1-3-2) 5.8,
2018,51,2,16R,① 박석문,③ 김승택,④ 손지영,(1) 1.4,"(1) 1.4, (3) 4.9",(1-3) 30.6,(1-3) 23.0,(1-3-4) 43.8,(1-3-4) 73.3,(1-3-4) 131.5,
2018,51,1,01R,④ 박정아,③ 김민천,⑥ 최재원,(4) 1.4,"(4) 1.0, (3) 2.5",(4-3) 4.6,(4-3) 3.0,(4-3-6) 10.7,(4-3-6) 18.5,(4-3-6) 26.0,
2018,51,1,02R,④ 손동민,③ 김지현,⑤ 정민수,(4) 9.7,"(4) 4.1, (3) 2.1",(4-3) 57.4,(4-3) 27.4,(4-3-5) 22.9,(4-3-5) 91.7,(4-3-5) 226.3,
2018,51,1,03R,③ 김응선,⑤ 김민길,⑥ 민영건,(3) 1.0,"(3) 1.0, (5) 6.5",(3-5) 4.3,(3-5) 3.5,(3-5-6) 2.5,(3-5-6) 2.7,(3-5-6) 6.4,
2018,51,1,04R,② 심상철,③ 배혜민,⑤ 문안나,(2) 1.0,"(2) 1.0, (3) 2.2",(2-3) 2.2,(2-3) 2.1,(2-3-5) 3.1,(2-3-5) 3.0,(2-3-5) 5.0,
2018,51,1,05R,② 한성근,⑤ 한종석,③ 한 운,(2) 1.4,"(2) 1.1, (5) 2.3",(2-5) 4.0,(2-5) 2.8,(2-5-3) 6.2,(2-5-3) 7.9,(2-5-3) 14.9,
2018,51,1,06R,① 김도휘,③ 김현철,⑤ 구현구,(1) 3.7,"(1) 1.4, (3) 3.0",(1-3) 9.2,(1-3) 5.5,(1-3-5) 38.5,(1-3-5) 73.9,(1-3-5) 76.7,
2018,51,1,07R,④ 이용세,① 김민준,⑥ 손제민,(4) 3.8,"(4) 1.3, (1) 2.6",(4-1) 15.3,(4-1) 7.3,(4-1-6) 15.8,(4-1-6) 22.2,(4-1-6) 46.7,
2018,51,1,08R,④ 최영재,① 김완석,② 박원규,(4) 5.5,"(4) 1.5, (1) 1.1",(4-1) 8.2,(4-1) 1.9,(4-1-2) 3.8,(4-1-2) 18.2,(4-1-2) 21.9,
2018,51,1,09R,④ 박진서,③ 김승택,⑤ 김인혜,(4) 35.1,"(4) 18.2, (3) 11.1",(4-3) 615.4,(4-3) 172.8,(4-3-5) 208.3,(4-3-5) 3401.7,(4-3-5) 4131.7,
2018,51,1,10R,⑤ 김지훈,① 이동준,③ 이응석,(5) 41.0,"(5) 5.9, (1) 1.3",(5-1) 58.7,(5-1) 10.4,(5-1-3) 13.0,(5-1-3) 225.8,(5-1-3) 267.2,
2018,51,1,11R,① 박석문,② 손지영,④ 이경섭,(1) 2.1,"(1) 1.8, (2) 2.9",(1-2) 8.0,(1-2) 4.6,(1-2-4) 5.0,(1-2-4) 7.3,(1-2-4) 16.4,
2018,51,1,12R,④ 정용진,① 김세원,⑥ 이재학,(4) 9.7,"(4) 3.2, (1) 4.0",(4-1) 75.1,(4-1) 30.3,(4-1-6) 81.4,(4-1-6) 332.0,(4-1-6) 512.1,
2018,51,1,13R,③ 박정아,① 이태희,⑤ 한종석,(3) 2.3,"(3) 1.0, (1) 2.2",(3-1) 5.2,(3-1) 2.4,(3-1-5) 5.2,(3-1-5) 12.0,(3-1-5) 15.5,
2018,51,1,14R,① 이주영,④ 구현구,② 김응선,(1) 4.7,"(1) 1.4, (4) 6.3",(1-4) 31.9,(1-4) 32.9,(1-4-2) 6.3,(1-4-2) 26.2,(1-4-2) 187.9,
2018,51,1,15R,① 심상철,⑥ 손제민,② 김민천,(1) 1.2,"(1) 1.2, (6) 3.7",(1-6) 9.5,(1-6) 8.1,(1-6-2) 12.2,(1-6-2) 11.4,(1-6-2) 38.1,
2018,51,1,16R,③ 반혜진,② 어선규,① 최광성,(3) 14.6,"(3) 5.7, (2) 1.4",(3-2) 105.1,(3-2) 38.3,(3-2-1) 7.2,(3-2-1) 131.6,(3-2-1) 259.1,
2018,50,2,01R,⑥ 김지훈,① 이진우,② 김재윤,(6) 1.0,"(6) 1.0, (1) 1.2",(6-1) 1.4,(6-1) 1.3,(6-1-2) 6.7,(6-1-2) 8.5,(6-1-2) 9.1,
2018,50,2,02R,⑥ 원용관,③ 김영민,② 정세혁,(6) 1.3,"(6) 1.1, (3) 2.6",(6-3) 5.7,(6-3) 6.3,(6-3-2) 3.0,(6-3-2) 4.4,(6-3-2) 13.2,
2018,50,2,03R,④ 황이태,① 정민수,② 이재학,(4) 3.5,"(4) 1.6, (1) 1.9",(4-1) 13.8,(4-1) 7.1,(4-1-2) 17.4,(4-1-2) 55.7,(4-1-2) 56.7,
2018,50,2,04R,② 이용세,③ 홍기철,⑥ 권일혁,(2) 1.1,"(2) 1.0, (3) 5.6",(2-3) 4.0,(2-3) 3.6,(2-3-6) 11.7,(2-3-6) 10.9,(2-3-6) 15.5,
2018,50,2,05R,③ 나병창,① 서 휘,⑥ 손근성,(3) 3.0,"(3) 1.5, (1) 1.0",(3-1) 4.1,(3-1) 1.4,(3-1-6) 5.9,(3-1-6) 19.5,(3-1-6) 19.5,
2018,50,2,06R,⑥ 서화모,① 주은석,② 강지환,(6) 1.3,"(6) 1.0, (1) 2.7",(6-1) 4.6,(6-1) 3.5,(6-1-2) 4.8,(6-1-2) 6.6,(6-1-2) 11.7,
2018,50,2,07R,② 윤동오,④ 이택근,③ 김강현,(2) 7.6,"(2) 1.9, (4) 1.1",(2-4) 9.4,(2-4) 2.3,(2-4-3) 4.9,(2-4-3) 20.6,(2-4-3) 30.3,
2018,50,2,08R,② 김정구,① 김동경,④ 정종훈,(2) 1.5,"(2) 1.2, (1) 2.7",(2-1) 6.3,(2-1) 3.9,(2-1-4) 13.3,(2-1-4) 18.7,(2-1-4) 34.8,
2018,50,2,09R,② 한 운,① 신현경,③ 박진서,(2) 2.4,"(2) 1.2, (1) 1.4",(2-1) 3.8,(2-1) 2.2,(2-1-3) 2.3,(2-1-3) 4.4,(2-1-3) 8.1,
2018,50,2,10R,④ 류해광,① 원용관,② 김창규,(4) 2.4,"(4) 1.2, (1) 1.0",(4-1) 3.5,(4-1) 1.4,(4-1-2) 8.2,(4-1-2) 20.6,(4-1-2) 22.1,
2018,50,2,11R,④ 이용세,③ 손지영,② 길현태,(4) 1.2,"(4) 1.1, (3) 4.1",(4-3) 13.4,(4-3) 10.4,(4-3-2) 7.7,(4-3-2) 11.4,(4-3-2) 41.6,
2018,50,2,12R,① 이경섭,② 장영태,③ 김지영,(1) 1.3,"(1) 1.0, (2) 1.6",(1-2) 3.0,(1-2) 2.2,(1-2-3) 2.3,(1-2-3) 3.5,(1-2-3) 7.3,
2018,50,2,13R,① 박종덕,② 조규태,⑤ 유석현,(1) 1.1,"(1) 1.0, (2) 2.4",(1-2) 2.3,(1-2) 2.0,(1-2-5) 3.5,(1-2-5) 4.3,(1-2-5) 6.5,
2018,50,2,14R,③ 정훈민,⑤ 정민수,④ 윤동오,(3) 2.6,"(3) 1.4, (5) 11.4",(3-5) 16.6,(3-5) 16.1,(3-5-4) 21.7,(3-5-4) 30.5,(3-5-4) 117.7,
2018,50,2,15R,① 김완석,④ 사재준,⑤ 홍기철,(1) 1.2,"(1) 1.0, (4) 3.6",(1-4) 3.8,(1-4) 3.5,(1-4-5) 3.8,(1-4-5) 3.8,(1-4-5) 8.0,
2018,50,2,16R,① 권일혁,③ 이상문,② 한 진,(1) 2.6,"(1) 1.3, (3) 1.1",(1-3) 3.7,(1-3) 1.4,(1-3-2) 2.3,(1-3-2) 7.0,(1-3-2) 9.0,
2018,50,1,01R,⑥ 이택근,① 배혜민,⑤ 이경섭,(6) 1.9,"(6) 1.6, (1) 1.0",(6-1) 3.5,(6-1) 1.8,(6-1-5) 4.7,(6-1-5) 9.3,(6-1-5) 13.3,
2018,50,1,02R,⑤ 류해광,① 한성근,⑥ 김종목,(5) 1.1,"(5) 1.0, (1) 1.0",(5-1) 1.8,(5-1) 1.2,(5-1-6) 6.8,(5-1-6) 11.1,(5-1-6) 12.9,
2018,50,1,03R,① 김영민,⑥ 김완석,② 손지영,(1) 3.4,"(1) 2.2, (6) 5.1",(1-6) 24.7,(1-6) 14.2,(1-6-2) 6.5,(1-6-2) 23.4,(1-6-2) 75.0,
2018,50,1,04R,③ 이용세,④ 서화모,② 양원준,(3) 4.4,"(3) 1.2, (4) 1.3",(3-4) 4.3,(3-4) 1.5,(3-4-2) 6.4,(3-4-2) 20.8,(3-4-2) 24.4,
2018,50,1,05R,④ 원용관,② 곽현성,③ 유석현,(4) 2.8,"(4) 2.0, (2) 1.4",(4-2) 7.3,(4-2) 2.3,(4-2-3) 9.3,(4-2-3) 41.8,(4-2-3) 48.0,
2018,50,1,06R,④ 정훈민,② 정주현,⑥ 이승일,(4) 2.4,"(4) 1.5, (2) 1.5",(4-2) 6.5,(4-2) 2.6,(4-2-6) 4.9,(4-2-6) 11.2,(4-2-6) 17.9,
2018,50,1,07R,① 한 운,④ 강지환,③ 이종인,(1) 1.4,"(1) 1.0, (4) 4.5",(1-4) 5.0,(1-4) 4.9,(1-4-3) 11.4,(1-4-3) 15.0,(1-4-3) 36.6,
2018,50,1,08R,① 김지훈,② 신현경,⑤ 나병창,(1) 1.0,"(1) 1.0, (2) 2.7",(1-2) 3.4,(1-2) 2.8,(1-2-5) 2.7,(1-2-5) 2.9,(1-2-5) 7.2,③
2018,50,1,09R,① 류해광,③ 박상현,⑥ 김지영,(1) 1.2,"(1) 1.1, (3) 2.3",(1-3) 4.3,(1-3) 3.9,(1-3-6) 10.4,(1-3-6) 11.9,(1-3-6) 18.7,
2018,50,1,10R,① 이택근,③ 정민수,② 이미나,(1) 1.1,"(1) 1.1, (3) 6.7",(1-3) 8.0,(1-3) 6.2,(1-3-2) 8.1,(1-3-2) 11.5,(1-3-2) 35.5,
2018,50,1,11R,② 정용진,⑤ 배혜민,① 장영태,(2) 2.0,"(2) 1.1, (5) 2.6",(2-5) 3.5,(2-5) 3.2,(2-5-1) 1.8,(2-5-1) 2.7,(2-5-1) 6.8,
2018,50,1,12R,⑤ 이상문,③ 길현태,① 김정구,(5) 3.0,"(5) 1.5, (3) 3.0",(5-3) 8.7,(5-3) 5.5,(5-3-1) 2.9,(5-3-1) 7.5,(5-3-1) 18.9,
2018,50,1,13R,⑤ 이용세,⑥ 서 휘,④ 곽현성,(5) 2.6,"(5) 1.2, (6) 5.1",(5-6) 13.2,(5-6) 12.4,(5-6-4) 7.9,(5-6-4) 14.7,(5-6-4) 36.8,
2018,50,1,14R,② 홍기철,① 박진서,④ 김재윤,(2) 4.3,"(2) 2.3, (1) 1.4",(2-1) 7.3,(2-1) 3.1,(2-1-4) 20.1,(2-1-4) 49.7,(2-1-4) 87.5,
2018,50,1,15R,① 황이태,⑥ 이지은,② 김대선,(1) 1.1,"(1) 1.4, (6) 2.5",(1-6) 4.1,(1-6) 3.6,(1-6-2) 3.7,(1-6-2) 3.7,(1-6-2) 7.0,
2018,50,1,16R,③ 서화모,⑤ 박종덕,② 송효석,(3) 1.2,"(3) 1.0, (5) 1.5",(3-5) 2.0,(3-5) 1.4,(3-5-2) 1.5,(3-5-2) 2.0,(3-5-2) 3.1,
2018,49,2,01R,① 김태용,② 김효년,⑤ 조성인,(1) 1.0,"(1) 1.0, (2) 2.0",(1-2) 2.7,(1-2) 1.8,(1-2-5) 2.5,(1-2-5) 2.6,(1-2-5) 5.1,
2018,49,2,02R,④ 김종민,⑤ 박정아,⑥ 이주영,(4) 2.2,"(4) 1.5, (5) 6.4",(4-5) 5.3,(4-5) 4.3,(4-5-6) 7.0,(4-5-6) 11.3,(4-5-6) 13.2,
2018,49,2,03R,① 우진수,⑤ 김기한,④ 박민수,(1) 1.7,"(1) 1.2, (5) 5.4",(1-5) 10.9,(1-5) 9.7,(1-5-4) 2.5,(1-5-4) 5.0,(1-5-4) 29.7,
2018,49,2,04R,② 장수영,⑥ 심상철,④ 문주엽,(2) 1.1,"(2) 1.0, (6) 1.9",(2-6) 2.1,(2-6) 1.7,(2-6-4) 1.8,(2-6-4) 2.3,(2-6-4) 4.2,
2018,49,2,05R,① 김명진,③ 민영건,④ 김인혜,(1) 12.8,"(1) 4.3, (3) 1.6",(1-3) 40.3,(1-3) 19.6,(1-3-4) 5.3,(1-3-4) 32.2,(1-3-4) 85.8,
2018,49,2,06R,② 문안나,① 구본선,⑤ 이응석,(2) 2.3,"(2) 1.7, (1) 1.4",(2-1) 5.9,(2-1) 2.7,(2-1-5) 4.1,(2-1-5) 9.8,(2-1-5) 15.3,
2018,49,2,07R,② 최광성,④ 최영재,③ 이동준,(2) 1.2,"(2) 1.1, (4) 1.7",(2-4) 2.0,(2-4) 1.8,(2-4-3) 1.9,(2-4-3) 1.9,(2-4-3) 3.7,
2018,49,2,08R,④ 박영수,② 조성인,③ 이태희,(4) 56.8,"(4) 13.1, (2) 1.0",(4-2) 170.7,(4-2) 30.8,(4-2-3) 4.8,(4-2-3) 270.8,(4-2-3) 370.2,
2018,49,2,09R,③ 김응선,② 김창규,① 정주현,(3) 5.0,"(3) 1.3, (2) 3.6",(3-2) 46.3,(3-2) 26.2,(3-2-1) 4.6,(3-2-1) 34.9,(3-2-1) 157.8,
2018,49,2,10R,① 김종민,② 어선규,③ 손근성,(1) 1.2,"(1) 1.0, (2) 1.1",(1-2) 1.6,(1-2) 1.3,(1-2-3) 4.4,(1-2-3) 5.8,(1-2-3) 6.6,
