연도,회차,일차,경주번호,번호,등급,기수,선수명,성별,나이,체중,최근6회차_평균착순점,최근6회차_평균득점,최근6회차_승률,최근6회차_연대율2,최근6회차_연대율3,최근6회차_평균ST,최근8경주_착순,연간성적_평균착순점,연간성적_연대율,FL,평균사고점,금일출주경주,전일성적,출주횟수,코스_1코스,코스_2코스,코스_3코스,코스_4코스,코스_5코스,코스_6코스,모터번호,모터_평균착순점,모터_연대율2,모터_연대율3,전탑승선수1,전탑승선수2,보트번호,보트_평균착순점,보트_연대율,특이사항
2022,1,1,6,6,B1,1,권현기,남,51,59,4.25,4.03,6.3,18.8,31.3,0.26,3526 2165,0,0,F0L0,0,14,,22,66.7/3,33.3/3,20.0/5,66.7/3,33.3/3,0.0/5,138,5.87,42.6,59.6,김완석/54,반혜진/132,062,4.87,31.1,
2022,1,1,7,1,B2,2,김효년,남,48,55,3.92,2.31,15.4,23.1,30.8,0.14,5535 6150,0,0,F0L0,0,,,19,33.3/3,80.0/5,0.0/3,50.0/4,0.0/3,0.0/1,052,4.84,27.9,51.2,윤영근/311,홍기철/535,060,5.68,43.1,
2022,1,1,7,2,A2,3,박설희,여,40,59,5.4,5.3,13.3,33.3,60,0.22,4522 6643,0,0,F0L0,0,15,,23,75.0/4,33.3/3,0.0/5,33.3/3,75.0/4,0.0/4,059,5.23,34.4,52.5,조현귀/12,주은석/132,061,4.6,24.5,
2022,1,1,7,3,B1,8,송효석,남,42,55,4.43,4.07,14.3,14.3,50,0.23,5536 3534,0,0,F0L0,0,01,,23,25.0/4,20.0/5,50.0/2,25.0/4,25.0/4,0.0/4,082,5.17,32.2,45.8,조규태/14,류해광/35,037,5.37,34.1,
2022,1,1,7,4,B1,7,김승택,남,42,65,5.6,5.47,6.7,26.7,66.7,0.26,4623 2333,0,0,F0L0,0,14,,25,75.0/4,33.3/3,0.0/5,0.0/3,20.0/5,0.0/5,079,5.9,39,61,이태희/33,강창효/164,005,5.4,40.4,
2022,1,1,7,5,B2,1,나병창,남,47,57,5.13,5.07,6.7,33.3,53.3,0.24,6634 6322,0,0,F0L0,0,,,15,50.0/2,33.3/3,0.0/3,50.0/2,0.0/2,33.3/3,144,5.92,44,64,오세준/113,주은석/252,011,5.97,43.2,
2022,1,1,7,6,A1,4,어선규,남,44,57,7.33,6.67,16.7,58.3,91.7,0.19,2312 2212,0,0,F0L0,0,,,22,75.0/4,60.0/5,75.0/4,66.7/3,100.0/3,0.0/3,086,6.33,50,59.5,조성인/21,조성인/14,030,5.31,36.4,
2022,1,1,8,1,A2,1,이택근,남,49,60,6.5,6.38,31.3,50,68.8,0.15,4163 4132,0,0,F0L0,0,01,,24,50.0/4,66.7/3,20.0/5,40.0/5,25.0/4,33.3/3,091,5.11,31.7,52.4,양원준/21,김현덕/61,048,4.78,32.7,
2022,1,1,8,2,B1,2,김기한,남,49,55,4.25,4.19,12.5,12.5,37.5,0.27,6335 3164,0,0,F0L0,0,14,,22,66.7/3,20.0/5,0.0/2,0.0/4,0.0/4,0.0/4,036,5.78,39.7,58.6,주은석/46,이주영/163,104,5.51,37.2,
2022,1,1,8,3,B2,16,전동욱,남,31,55,5.33,3.83,16.7,41.7,58.3,0.21,0316 1253,0,0,F0L0,0,,,17,50.0/4,50.0/4,50.0/2,50.0/2,0.0/3,0.0/2,092,5.79,46.8,57.4,정용진/254,손유정/53,089,6.19,50.9,
2022,1,1,8,4,B1,15,송효범,남,34,53,3.6,3.2,0,6.7,20,0.15,5244 5546,0,0,F0L0,0,02,,22,33.3/3,0.0/5,0.0/4,0.0/3,0.0/5,0.0/2,106,6.54,46.3,68.3,이용세/24,박원규/13,097,5.13,35.2,
2022,1,1,8,5,B1,13,최진혁,남,38,60,4.53,4.47,0,26.7,40,0.27,4462 6362,0,0,F0L0,0,,,21,25.0/4,75.0/4,0.0/4,0.0/3,66.7/3,0.0/3,088,5.41,42.2,53.1,김도휘/25,김태용/531,098,5.09,32.8,
2022,1,1,8,6,A2,8,한종석,남,39,59,6,5.88,25,50,62.5,0.22,1651 2533,0,0,F0L0,0,16,,25,100.0/4,25.0/4,75.0/4,50.0/4,0.0/5,25.0/4,071,6.05,46.3,58.5,배혜민/41,김성찬/566,003,5.08,30.5,
2022,1,1,9,1,B1,1,김종목,남,48,55,5.6,5.47,13.3,33.3,66.7,0.25,3265 5314,0,0,F0L0,0,02,,23,60.0/5,25.0/4,33.3/3,0.0/3,20.0/5,0.0/3,065,5.14,28.6,51.8,이태희/343,구본선/462,014,4.64,23,
2022,1,1,9,2,B1,14,이지은,여,32,52,4.93,4.67,33.3,33.3,40,0.24,5511 1463,0,0,F0L0,0,,,25,75.0/4,50.0/4,16.7/6,50.0/2,25.0/4,0.0/5,025,5.36,31.8,51.5,박민성/564,이주영/243,099,5.67,41.2,
2022,1,1,9,3,B1,15,구남우,남,30,57,3.5,3.07,7.1,21.4,21.4,0.17,5146 4566,0,0,F0L0,0,16,,21,25.0/4,25.0/4,0.0/3,33.3/3,0.0/3,0.0/4,097,5.74,35.1,61.4,황이태/21,박준현/12,033,5.51,25.6,
2022,1,1,9,4,A1,8,김민길,남,43,55,6.73,6.67,33.3,53.3,66.7,0.26,1611 5534,0,0,F0L0,0,15,,28,100.0/4,60.0/5,40.0/5,40.0/5,25.0/4,60.0/5,098,6.55,55,67.5,김인혜/53,김국흠/31,034,4.27,22.4,
2022,1,1,9,5,B2,7,장수영,남,42,56,5.6,4.33,13.3,26.7,60,0.18,5432 4412,0,0,F0L0,0,,,16,33.3/3,50.0/2,33.3/3,33.3/3,0.0/3,0.0/2,026,5.98,51.2,60.5,이지수/34,사재준/51,078,4.08,10.4,
2022,1,1,9,6,A2,1,곽현성,남,50,55,4.67,4.13,13.3,20,40,0.27,3103 2145,0,0,F0L0,0,01,,20,66.7/3,0.0/3,0.0/3,0.0/4,25.0/4,33.3/3,031,5.85,39.6,62.5,서  휘/64,김종목/326,007,4.65,26.7,
2022,1,1,10,1,A1,2,김종민,남,45,56,7.81,7.56,50,62.5,81.3,0.17,1213 1326,0,0,F0L0,0,02,,29,85.7/7,100.0/4,100.0/3,83.3/6,66.7/3,50.0/6,001,6.24,50,65.8,원용관/442,임지훈/64,010,5.12,23.7,
2022,1,1,10,2,B1,14,이휘동,남,33,55,5.44,5.39,22.2,33.3,55.6,0.2,2114 2536,0,0,F0L0,0,03,,20,25.0/4,66.7/3,33.3/3,0.0/3,0.0/3,25.0/4,089,6.16,44.7,63.2,문주엽/31,최진혁/446,029,4.82,26.3,
2022,1,1,10,3,B2,15,조승민,남,30,55,3.43,3.43,7.1,14.3,28.6,0.3,6553 6245,0,0,F0L0,0,,,17,0.0/4,0.0/2,25.0/4,0.0/2,0.0/2,0.0/3,060,4.73,23.5,49,김동민/11,박종덕/3,055,6.71,57.8,
2022,1,1,10,4,A2,7,정경호,남,42,55,6.14,6.07,14.3,42.9,57.1,0.22,2211 4424,0,0,F0L0,0,,,27,100.0/4,40.0/5,40.0/5,75.0/4,40.0/5,25.0/4,008,5.91,42.6,57.4,이휘동/211,서종원/66,073,4.43,21.3,
2022,1,1,10,5,A1,1,정민수,남,47,60,7.62,7.08,46.2,61.5,84.6,0.27,3621 3114,0,0,F0L0,0,16,,21,100.0/4,50.0/2,100.0/3,25.0/4,75.0/4,0.0/4,114,4.89,31.7,50.8,이경섭/522,김세원/44,102,5.03,30.5,
2022,1,1,10,6,B1,10,임태경,여,34,50,4.47,4.1,6.7,13.3,33.3,0.25,5541 4453,0,0,F0L0,0,04,,20,66.7/3,0.0/3,25.0/4,33.3/3,0.0/4,0.0/3,130,4.91,37,50,홍진수/22,손근성/426,067,5.62,36.7,
2022,1,1,11,1,B2,15,신선길,남,33,59,1.44,1.19,0,0,0,0.26,5656 6566,0,0,F0L0,0,,,21,0.0/4,0.0/3,0.0/4,0.0/3,0.0/4,0.0/3,027,4.79,32.1,46.4,김성찬/44,김기한/63,049,4.52,25.9,
2022,1,1,11,2,A2,10,이경섭,남,39,59,5.5,5.5,11.1,38.9,61.1,0.19,5226 5233,0,0,F0L0,0,04,,27,100.0/4,33.3/3,60.0/5,60.0/5,40.0/5,0.0/5,087,4.7,25.9,46.3,조성인/102,양원준/132,012,6.32,49.1,
2022,1,1,11,3,A2,1,권명호,남,53,58,7.59,7.35,23.5,70.6,94.1,0.25,2122 2123,0,0,F0L0,0,,,21,50.0/4,66.7/3,80.0/5,33.3/3,66.7/3,33.3/3,096,4.7,28.6,41.3,김명진/656,김효년/553,101,6.39,45.7,
2022,1,1,11,4,A2,4,구현구,남,44,64,5.21,4.64,14.3,21.4,57.1,0.21,1341 3453,0,0,F0L0,0,05,,16,50.0/2,66.7/3,50.0/2,33.3/3,0.0/3,0.0/3,051,5.53,32.7,55.1,전두식/326,윤동오/25,080,5.27,32.1,
2022,1,1,11,5,B1,15,김지영,여,35,53,4.27,4.27,6.7,20,40,0.24,6325 4563,0,0,F0L0,0,,,27,33.3/3,20.0/5,66.7/6,0.0/4,0.0/5,0.0/4,105,5.18,35,48.3,김보경/642,구남우/51,110,5.57,39.1,
2022,1,1,11,6,B1,1,정인교,남,56,49,3,2.06,12.5,12.5,18.8,0.23,4616 5013,0,0,F0L0,0,03,,22,100.0/2,0.0/4,0.0/5,50.0/4,25.0/4,0.0/3,150,4.76,25.8,41.9,서종원/354,김희용/161,041,7.1,57.5,
2022,1,1,12,1,A1,2,이용세,남,50,56,7.25,7.13,18.8,56.3,81.3,0.16,2423 1242,0,0,F0L0,0,03,,29,100.0/3,60.0/5,50.0/8,80.0/5,50.0/4,25.0/4,062,5.08,31.7,50.8,박준현/622,기광서/121,021,5.74,40,
2022,1,1,12,2,B1,1,김국흠,남,51,61,6.2,6.13,26.7,46.7,66.7,0.28,5323 1411,0,0,F0L0,0,,,26,80.0/5,50.0/4,50.0/6,0.0/3,0.0/4,25.0/4,007,5.58,39.5,51.2,이수빈/35,정경호/11,081,4.16,20.6,
2022,1,1,12,3,B2,3,이주영,여,40,55,5.37,5.11,15.8,31.6,57.9,0.23,2431 6301,0,0,F0L0,0,,,6,100.0/1,100.0/1,0.0/1,0.0/1,0.0/1,0.0/1,024,5.95,47.7,61.4,심상철/02,윤영근/634,096,5.43,40.7,
2022,1,1,12,4,B2,2,김민천,남,46,56,6.53,5.4,40,46.7,66.7,0.22,5533 2350,0,0,F0L0,0,,,17,33.3/3,0.0/2,66.7/3,33.3/3,66.7/3,66.7/3,110,4.73,32.7,42.9,김채현/44,김태규/124,087,5.4,34.3,
2022,1,1,12,5,B1,15,한준희,남,28,59,3.67,3.33,6.7,13.3,20,0.3,5565 4164,0,0,F0L0,0,06,,21,0.0/2,20.0/5,0.0/3,0.0/4,0.0/3,0.0/4,053,6.3,45.7,67.4,박진서/65,정세혁/32,076,6.54,53.8,
2022,1,1,12,6,A2,7,윤동오,남,39,60,5.29,5.07,14.3,35.7,57.1,0.23,2125 6253,0,0,F0L0,0,05,,24,75.0/4,50.0/2,33.3/6,0.0/4,25.0/4,0.0/4,019,5.92,50,64,김민천/55,이지수/16,026,5.79,42.1,
2022,1,1,13,1,B2,15,윤상선,남,30,66,1.94,1.76,0,5.9,5.9,0.26,6666 5552,0,0,F0L0,0,,,21,25.0/4,0.0/4,0.0/4,0.0/3,0.0/2,0.0/4,141,4.74,28.3,45.7,김태영/553,구현구/13,035,6.13,45.8,
2022,1,1,13,2,A1,10,반혜진,여,35,52,6.57,6.43,7.1,42.9,78.6,0.22,1323 3234,0,0,F0L0,0,05,,23,60.0/5,50.0/4,100.0/4,0.0/3,25.0/4,33.3/3,078,6.56,48.7,69.2,류석현/23,박종덕/225,008,5.25,38.6,
2022,1,1,13,3,A2,15,정세혁,남,29,58,4.27,3.93,6.7,26.7,46.7,0.22,6532 3256,0,0,F0L0,0,04,,26,66.7/3,20.0/5,75.0/4,33.3/6,25.0/4,25.0/4,064,4.79,26.3,42.1,정세혁/65,이지수/0,017,5.64,28.9,
2022,1,1,13,4,B2,11,전정환,남,35,58,5.15,5,7.7,30.8,46.2,0.22,6443 2512,0,0,F0L0,0,,,17,66.7/3,0.0/3,50.0/2,33.3/3,25.0/4,50.0/2,042,5.25,34.5,49.1,원용관/01,박석문/34,106,4.97,34.8,
2022,1,1,13,5,B2,14,서종원,남,33,58,2.21,1,7.1,7.1,14.3,0.3,3546 6661,0,0,F0L0,0,,,16,0.0/3,33.3/3,33.3/3,0.0/3,50.0/2,0.0/2,127,5.31,30.6,54.8,최광성/63,김동경/333,032,5.83,42.9,
2022,1,1,13,6,A1,11,서  휘,남,36,55,7,6.87,26.7,60,73.3,0.21,6412 1412,0,0,F0L0,0,,,26,75.0/4,75.0/4,60.0/5,75.0/4,25.0/4,0.0/5,030,6.38,48.7,64.1,장수영/543,김채현/66,031,4.91,34.8,
2022,1,1,14,1,B1,1,권현기,남,51,59,4.25,4.03,6.3,18.8,31.3,0.26,3526 2165,0,0,F0L0,0,06,,22,66.7/3,33.3/3,20.0/5,66.7/3,33.3/3,0.0/5,138,5.87,42.6,59.6,김완석/54,반혜진/132,062,4.87,31.1,
2022,1,1,14,2,A2,2,김정구,남,50,55,4.5,4.38,0,31.3,37.5,0.23,5322 4224,0,0,F0L0,0,,,24,33.3/3,40.0/5,0.0/4,50.0/4,100.0/4,25.0/4,005,4.94,26.5,49,류석현/63,김채현/554,100,4.5,25,
2022,1,1,14,3,B1,7,김승택,남,42,65,5.6,5.47,6.7,26.7,66.7,0.26,4623 2333,0,0,F0L0,0,07,,25,75.0/4,33.3/3,0.0/5,0.0/3,20.0/5,0.0/5,079,5.9,39,61,이태희/33,강창효/164,005,5.4,40.4,
2022,1,1,14,4,B2,15,엄광호,남,34,64,3.5,3.07,14.3,14.3,21.4,0.22,1164 6446,0,0,F0L0,0,,,21,25.0/4,0.0/3,0.0/2,0.0/5,0.0/2,20.0/5,085,5.49,34.9,57.1,박정아/321,한  운/434,091,6.05,48.8,
2022,1,1,14,5,B1,2,김기한,남,49,55,4.25,4.19,12.5,12.5,37.5,0.27,6335 3164,0,0,F0L0,0,08,,22,66.7/3,20.0/5,0.0/2,0.0/4,0.0/4,0.0/4,036,5.78,39.7,58.6,주은석/46,이주영/163,104,5.51,37.2,
2022,1,1,14,6,A2,4,민영건,남,46,57,5.94,5.75,33.3,44.4,55.6,0.22,6116 6124,0,0,F0L0,0,,,29,100.0/5,50.0/6,0.0/5,16.7/6,33.3/3,25.0/4,046,4.97,28.9,52.6,김지영/632,박준호/143,001,5.39,33.9,
2022,1,1,15,1,B2,14,하서우,여,28,47,1.87,1.67,0,0,6.7,0.36,3556 6566,0,0,F0L0,0,,,21,0.0/4,20.0/5,0.0/2,0.0/4,0.0/3,0.0/3,143,5.78,46.3,56.1,한성근/46,심상철/324,024,4.42,29.2,
2022,1,1,15,2,A2,11,김선웅,남,38,63,6.64,6.36,21.4,50,85.7,0.19,2322 1603,0,0,F0L0,0,,,23,33.3/3,0.0/3,33.3/3,16.7/6,25.0/4,25.0/4,094,5,30,45,오세준/144,정훈민/233,009,6.19,41.9,
2022,1,1,15,3,A1,8,김민길,남,43,55,6.73,6.67,33.3,53.3,66.7,0.26,1611 5534,0,0,F0L0,0,09,,28,100.0/4,60.0/5,40.0/5,40.0/5,25.0/4,60.0/5,098,6.55,55,67.5,김인혜/53,김국흠/31,071,4.84,34.4,
2022,1,1,15,4,B1,5,김희용,남,42,56,5.2,4.87,13.3,33.3,53.3,0.23,1614 2555,0,0,F0L0,0,,,21,25.0/4,50.0/4,75.0/4,0.0/2,25.0/4,33.3/3,118,5.14,34.5,44.8,류해광/54,서  휘/121,059,4.67,25.5,
2022,1,1,15,5,A2,3,박설희,여,40,59,5.4,5.3,13.3,33.3,60,0.22,4522 6643,0,0,F0L0,0,07,,23,75.0/4,33.3/3,0.0/5,33.3/3,75.0/4,0.0/4,059,5.23,34.4,52.5,조현귀/12,주은석/132,061,4.6,24.5,
2022,1,1,15,6,B2,12,강영길,남,39,61,5.92,5.69,30.8,38.5,61.5,0.17,1134 5155,0,0,F0L0,0,,,15,0.0/1,33.3/3,66.7/3,50.0/2,0.0/3,0.0/3,054,5.41,40.7,55.6,강지환/62,임지훈/444,064,4.84,27.9,
2022,1,1,16,1,A2,8,한종석,남,39,59,6,5.88,25,50,62.5,0.22,1651 2533,0,0,F0L0,0,08,,25,100.0/4,25.0/4,75.0/4,50.0/4,0.0/5,25.0/4,071,6.05,46.3,58.5,배혜민/41,김성찬/566,003,5.08,30.5,
2022,1,1,16,2,A1,1,정민수,남,47,60,7.62,7.08,46.2,61.5,84.6,0.27,3621 3114,0,0,F0L0,0,10,,21,100.0/4,50.0/2,100.0/3,25.0/4,75.0/4,0.0/4,114,4.89,31.7,50.8,이경섭/522,김세원/44,102,5.03,30.5,
2022,1,1,16,3,B2,4,김세원,남,42,59,4.64,3.5,14.3,28.6,35.7,0.21,4453 6415,0,0,F0L0,0,,,13,50.0/2,50.0/2,66.7/3,0.0/2,0.0/3,0.0/1,134,5.32,27.7,53.2,김지훈/21,김강현/32,045,5.94,42.9,
2022,1,1,16,4,B1,15,구남우,남,30,57,3.5,3.07,7.1,21.4,21.4,0.17,5146 4566,0,0,F0L0,0,09,,21,25.0/4,25.0/4,0.0/3,33.3/3,0.0/3,0.0/4,097,5.74,35.1,61.4,황이태/21,박준현/12,033,5.51,25.6,
