Year,Boat_No,출전회차,출주회수,1착,2착,3착,평균착순점,연대율,3주회,2주회(온라인),2주회(플라잉)
2018,53,52,73,12,10,14,5.27,30.1,1:54.475,1:32.729,1:15.194
2018,54,52,86,14,11,20,5.23,29.1,1:52.573,1:32.809,1:16.136
2018,55,52,75,12,12,11,5.05,32,1:52.717,1:32.228,1:16.638
2018,56,52,78,10,8,11,4.54,23.1,1:52.287,1:32.912,1:15.699
2018,57,52,72,15,14,8,5.54,40.3,1:51.667,1:32.223,1:15.826
2018,58,52,90,15,18,18,5.46,36.7,1:54.117,1:32.354,1:14.419
2018,59,52,71,11,12,9,4.9,32.4,1:52.436,1:34.158,1:15.485
2018,60,52,72,10,14,13,5.1,33.3,1:53.828,1:33.846,1:15.685
2018,61,52,79,11,16,17,5.24,34.2,1:51.380,1:35.868,1:15.227
2018,62,52,77,14,8,17,5.03,28.6,1:52.843,1:36.894,1:14.689
2018,63,52,65,9,7,12,4.34,24.6,1:53.605,1:32.252,1:14.531
2018,64,52,76,7,11,13,4.54,23.7,1:55.180,1:35.941,1:15.352
2018,65,52,71,8,11,11,4.69,26.8,1:53.978,1:35.340,1:14.759
2018,66,52,70,15,14,8,5.63,41.4,1:54.226,1:34.713,1:15.056
2018,67,52,79,21,14,10,5.86,44.3,1:52.369,1:33.516,1:15.396
2018,68,50,57,12,16,10,6.42,49.1,1:53.167,1:33.690,1:16.395
2018,69,52,78,17,15,10,5.88,41,1:53.074,1:31.430,1:15.153
2018,70,51,69,4,13,19,4.58,24.6,1:55.593,1:36.222,1:18.341
2018,71,52,71,17,14,12,5.89,43.7,1:52.576,1:31.225,1:13.488
2018,72,50,56,2,4,11,3.75,10.7,1:56.559,1:35.076,1:17.630
2018,73,52,71,8,10,13,4.73,25.4,1:52.723,1:35.264,1:16.423
2018,74,51,65,8,10,11,4.77,27.7,1:52.483,1:34.002,1:14.848
2018,75,52,82,15,16,7,5.28,37.8,1:54.155,1:32.004,1:14.109
2018,76,52,83,12,13,12,4.84,30.1,1:54.998,1:35.164,1:14.234
2018,77,50,59,6,4,10,3.78,16.9,1:55.164,1:34.290,1:16.991
2018,78,52,86,16,15,13,5.41,36,1:53.029,1:34.000,1:16.373
2018,79,52,65,13,10,12,5.4,35.4,1:53.129,1:33.677,1:14.892
2018,80,52,82,14,15,16,5.35,35.4,1:52.848,1:32.634,1:15.063
2018,81,52,82,11,16,13,4.98,32.9,1:54.433,1:35.050,1:13.904
2018,82,51,82,10,22,14,5.41,39,1:53.111,1:32.957,1:15.980
2018,83,51,80,9,17,17,5.04,32.5,1:52.733,1:32.881,1:16.504
2018,84,52,48,5,6,14,4.75,22.9,1:55.676,1:33.626,1:16.979
2018,85,52,56,9,5,8,4.36,25,1:53.834,1:34.884,1:15.665
2018,86,50,46,2,6,0,3.35,17.4,1:56.728,1:35.676,1:17.480
2018,87,52,71,14,16,9,5.66,42.3,1:52.305,1:32.409,1:14.256
2018,88,52,68,13,13,8,5.46,38.2,1:52.354,1:33.911,1:15.983
2018,89,52,85,14,13,12,5.08,31.8,1:53.846,1:35.969,1:15.887
2018,90,52,53,10,9,5,4.94,35.8,1:53.290,1:34.460,1:16.511
2018,91,52,72,11,12,12,5.15,31.9,1:53.787,1:32.958,1:15.337
2018,92,52,70,16,12,9,5.54,40,1:52.325,1:35.428,1:15.514
2018,93,52,76,11,17,10,5.36,36.8,1:53.317,1:33.240,1:15.533
2018,94,52,77,11,16,12,5.12,35.1,1:52.155,1:33.722,1:14.880
2018,95,45,62,10,10,9,5.19,32.3,1:52.449,1:33.978,1:16.954
2018,96,50,75,11,12,11,4.81,30.7,1:54.000,1:36.162,1:15.858
2018,97,48,65,19,12,10,6.32,47.7,1:51.032,1:35.393,1:16.101
2018,98,52,55,8,9,14,5.38,30.9,1:56.349,1:37.318,1:14.858
2018,99,51,69,20,7,14,6.19,39.1,1:52.097,1:33.135,1:16.650
2018,100,52,86,8,19,15,4.97,31.4,1:52.693,1:33.290,1:16.630
2018,101,44,63,10,12,11,5.32,34.9,1:53.625,1:36.723,1:14.934
2018,102,50,49,10,15,6,6.18,51,1:51.924,1:34.291,1:14.617
2018,103,52,42,2,9,4,4.14,26.2,1:56.195,1:35.098,1:16.443
2018,104,52,80,11,15,14,5.11,32.5,1:52.102,1:35.240,1:17.216
2018,105,52,78,9,15,17,5.27,30.8,1:52.658,1:32.499,1:14.739
2018,106,52,91,17,18,13,5.42,38.5,1:51.055,1:32.201,1:15.869
2018,107,51,64,11,10,18,5.63,32.8,1:53.742,1:35.771,1:16.011
2018,108,52,44,7,5,8,4.82,27.3,1:53.150,1:35.915,1:14.824
2018,109,52,80,11,12,13,4.84,28.8,1:52.623,1:32.830,1:14.684
2018,110,49,42,6,6,9,4.95,28.6,1:53.851,1:34.178,1:15.889
