연도,회차,일차,경주,1위,2위,3위,단승식,연승식,쌍승식,복승식,삼복승식,쌍복승,삼쌍승,Refund
2024,34,1,02R,④ 정용진,① 이승일,⑤ 최진혁,(4) 2.6,"(4) 1.2, (1) 1.2",(4-1) 4.5,(4-1) 1.5,(4-1-5) 4.5,(4-1-5) 15.3,(4-1-5) 20.4,
2024,34,1,03R,① 김명진,③ 김창규,⑤ 김동민,(1) 3.1,"(1) 1.9, (3) 1.5",(1-3) 10.6,(1-3) 4.3,(1-3-5) 11.2,(1-3-5) 26.6,(1-3-5) 41.4,
2024,34,1,04R,③ 구현구,⑤ 이진우,① 나종호,(3) 2.3,"(3) 1.2, (5) 1.6",(3-5) 5.5,(3-5) 4.5,(3-5-1) 2.6,(3-5-1) 5.2,(3-5-1) 10.7,
2024,34,1,05R,① 이주영,⑥ 신현경,⑤ 한종석,(1) 2.1,"(1) 1.4, (6) 23.1",(1-6) 101.8,(1-6) 100.1,(1-6-5) 11.9,(1-6-5) 38.9,(1-6-5) 315.4,
2024,34,1,06R,① 송효범,③ 김도휘,④ 양원준,(1) 4.2,"(1) 1.8, (3) 1.3",(1-3) 11.3,(1-3) 4.4,(1-3-4) 5.8,(1-3-4) 26.8,(1-3-4) 34.3,
2024,34,1,07R,① 어선규,③ 이동준,② 강지환,(1) 1.1,"(1) 1.0, (3) 1.7",(1-3) 1.8,(1-3) 1.7,(1-3-2) 4.4,(1-3-2) 5.2,(1-3-2) 7.5,
2024,34,1,08R,① 권명호,③ 이미나,② 김선웅,(1) 2.3,"(1) 1.4, (3) 4.9",(1-3) 8.2,(1-3) 8.3,(1-3-2) 5.8,(1-3-2) 11.1,(1-3-2) 35.8,
2024,34,1,09R,③ 정세혁,① 박준호,⑤ 이승일,(3) 1.7,"(3) 1.2, (1) 2.2",(3-1) 5.1,(3-1) 3.8,(3-1-5) 3.2,(3-1-5) 5.8,(3-1-5) 12.7,
2024,34,1,10R,④ 정주현,⑤ 이 인,① 김국흠,(4) 2.0,"(4) 1.3, (5) 5.0",(4-5) 8.4,(4-5) 8.3,(4-5-1) 3.6,(4-5-1) 7.0,(4-5-1) 17.4,
2024,34,1,11R,① 이상문,② 이진우,⑤ 김동경,(1) 1.8,"(1) 1.2, (2) 1.3",(1-2) 3.2,(1-2) 1.6,(1-2-5) 11.1,(1-2-5) 25.5,(1-2-5) 24.1,
2024,34,1,12R,② 한종석,① 김지영,④ 구현구,(2) 1.5,"(2) 1.2, (1) 2.7",(2-1) 6.5,(2-1) 5.9,(2-1-4) 3.8,(2-1-4) 7.1,(2-1-4) 18.2,
2024,34,1,13R,① 김경일,⑤ 장수영,③ 김동민,(1) 1.4,"(1) 1.2, (5) 4.3",(1-5) 10.5,(1-5) 8.5,(1-5-3) 7.4,(1-5-3) 10.6,(1-5-3) 35.3,
2024,34,1,14R,⑥ 길현태,① 심상철,⑤ 정민수,(6) 30.5,"(6) 11.1, (1) 1.4",(6-1) 79.9,(6-1) 24.5,(6-1-5) 33.6,(6-1-5) 290.9,(6-1-5) 603.1,
2024,34,1,15R,① 박원규,⑤ 장영태,② 김민천,(1) 1.2,"(1) 1.0, (5) 4.5",(1-5) 7.1,(1-5) 8.4,(1-5-2) 5.9,(1-5-2) 7.1,(1-5-2) 26.7,
2024,34,1,16R,② 정세혁,④ 어선규,⑥ 김도휘,(2) 1.8,"(2) 1.2, (4) 1.2",(2-4) 3.3,(2-4) 1.5,(2-4-6) 3.0,(2-4-6) 6.9,(2-4-6) 9.6,
2024,34,1,17R,① 이택근,④ 김국흠,③ 한 운,(1) 1.3,"(1) 1.1, (4) 12.8",(1-4) 19.1,(1-4) 17.4,(1-4-3) 5.0,(1-4-3) 7.8,(1-4-3) 68.2,
2024,33,3,01R,① 이현준,④ 김미연,③ 임 건,(1) 1.1,"(1) 1.0, (4) 1.3",(1-4) 1.8,(1-4) 1.6,(1-4-3) 5.2,(1-4-3) 6.1,(1-4-3) 9.1,
2024,33,3,02R,② 정훈민,③ 김종민,① 기광서,(2) 20.2,"(2) 3.0, (3) 1.2",(2-3) 22.4,(2-3) 5.7,(2-3-1) 3.1,(2-3-1) 28.4,(2-3-1) 53.9,
2024,33,3,03R,⑤ 윤동오,① 박정아,⑥ 김영민,(5) 2.6,"(5) 1.4, (1) 1.9",(5-1) 6.4,(5-1) 3.5,(5-1-6) 7.7,(5-1-6) 11.9,(5-1-6) 23.7,
2024,33,3,04R,① 이용세,② 김완석,③ 정세혁,(1) 5.2,"(1) 1.8, (2) 1.0",(1-2) 7.9,(1-2) 2.2,(1-2-3) 4.6,(1-2-3) 21.3,(1-2-3) 27.9,
2024,33,3,05R,② 한 진,① 박준현,④ 사재준,(2) 1.1,"(2) 1.0, (1) 2.1",(2-1) 2.7,(2-1) 2.2,(2-1-4) 2.8,(2-1-4) 3.8,(2-1-4) 7.1,
2024,33,3,06R,③ 이경섭,① 손지영,⑥ 문주엽,(3) 2.9,"(3) 1.3, (1) 1.9",(3-1) 8.9,(3-1) 4.0,(3-1-6) 12.4,(3-1-6) 39.3,(3-1-6) 55.0,
2024,33,3,07R,③ 주은석,④ 배혜민,⑥ 김승택,(3) 1.3,"(3) 1.0, (4) 1.9",(3-4) 3.0,(3-4) 2.7,(3-4-6) 15.5,(3-4-6) 22.7,(3-4-6) 29.5,
2024,33,3,08R,① 류해광,② 한종석,⑥ 곽현성,(1) 1.2,"(1) 1.2, (2) 1.4",(1-2) 1.8,(1-2) 1.5,(1-2-6) 4.9,(1-2-6) 6.5,(1-2-6) 7.7,
2024,33,3,09R,① 이재학,⑥ 이승일,② 이수빈,(1) 1.0,"(1) 1.1, (6) 2.4",(1-6) 3.5,(1-6) 3.3,(1-6-2) 13.3,(1-6-2) 13.5,(1-6-2) 22.1,
2024,33,3,10R,② 이진우,③ 김영민,④ 나병창,(2) 1.3,"(2) 1.2, (3) 1.9",(2-3) 2.5,(2-3) 2.0,(2-3-4) 4.2,(2-3-4) 5.5,(2-3-4) 7.8,
2024,33,3,11R,① 김응선,③ 윤동오,④ 김종민,(1) 1.4,"(1) 1.0, (3) 2.7",(1-3) 4.5,(1-3) 3.3,(1-3-4) 2.5,(1-3-4) 3.7,(1-3-4) 8.5,
2024,33,3,12R,① 정주현,② 전동욱,⑥ 윤영근,(1) 1.4,"(1) 1.0, (2) 3.5",(1-2) 5.5,(1-2) 3.6,(1-2-6) 13.4,(1-2-6) 19.0,(1-2-6) 23.6,
2024,33,3,13R,① 양원준,③ 손근성,⑤ 이용세,(1) 1.4,"(1) 1.0, (3) 1.3",(1-3) 2.7,(1-3) 1.8,(1-3-5) 1.7,(1-3-5) 3.2,(1-3-5) 4.2,⑥
2024,33,3,14R,① 류석현,② 김태규,⑤ 기광서,(1) 1.1,"(1) 1.0, (2) 2.7",(1-2) 3.5,(1-2) 3.1,(1-2-5) 3.5,(1-2-5) 4.5,(1-2-5) 8.3,
2024,33,3,15R,① 우진수,④ 정세혁,⑤ 한 진,(1) 2.5,"(1) 1.1, (4) 8.1",(1-4) 28.2,(1-4) 21.7,(1-4-5) 16.6,(1-4-5) 30.9,(1-4-5) 83.9,
2024,33,3,16R,⑥ 이재학,⑤ 류해광,② 신현경,(6) 1.8,"(6) 1.3, (5) 1.5",(6-5) 3.8,(6-5) 3.1,(6-5-2) 1.7,(6-5-2) 3.2,(6-5-2) 9.2,
2024,33,3,17R,⑤ 이진우,① 곽현성,② 신동길,(5) 1.2,"(5) 1.1, (1) 1.4",(5-1) 2.2,(5-1) 1.8,(5-1-2) 5.9,(5-1-2) 6.8,(5-1-2) 9.3,
2024,33,2,01R,③ 이현준,⑥ 김미연,⑤ 임 건,(3) 1.3,"(3) 1.0, (6) 6.8",(3-6) 8.8,(3-6) 7.7,(3-6-5) 53.7,(3-6-5) 61.7,(3-6-5) 108.5,
2024,33,2,02R,① 김영민,⑥ 이진우,② 손근성,(1) 4.3,"(1) 1.4, (6) 2.9",(1-6) 23.1,(1-6) 20.5,(1-6-2) 30.8,(1-6-2) 41.4,(1-6-2) 128.2,
2024,33,2,03R,② 문안나,③ 이동준,① 김선웅,(2) 1.8,"(2) 1.4, (3) 1.0",(2-3) 2.6,(2-3) 1.4,(2-3-1) 3.4,(2-3-1) 7.5,(2-3-1) 9.9,
2024,33,2,04R,② 박준현,③ 이휘동,⑤ 손지영,(2) 3.1,"(2) 1.6, (3) 1.2",(2-3) 6.7,(2-3) 4.6,(2-3-5) 6.3,(2-3-5) 10.2,(2-3-5) 14.0,
2024,33,2,05R,① 주은석,④ 김종민,⑤ 우진수,(1) 1.3,"(1) 1.0, (4) 1.4",(1-4) 1.8,(1-4) 1.4,(1-4-5) 3.1,(1-4-5) 4.0,(1-4-5) 5.1,
2024,33,2,06R,⑥ 윤동오,⑤ 배혜민,④ 양원준,(6) 17.3,"(6) 4.3, (5) 5.3",(6-5) 52.8,(6-5) 22.4,(6-5-4) 13.4,(6-5-4) 88.4,(6-5-4) 248.4,②
2024,33,2,07R,⑥ 한 진,① 박민성,④ 조규태,(6) 3.7,"(6) 1.4, (1) 1.7",(6-1) 8.3,(6-1) 3.7,(6-1-4) 12.1,(6-1-4) 34.3,(6-1-4) 50.7,
2024,33,2,08R,① 정세혁,② 기광서,④ 이용세,(1) 2.4,"(1) 1.7, (2) 1.4",(1-2) 6.9,(1-2) 2.9,(1-2-4) 7.7,(1-2-4) 14.3,(1-2-4) 20.8,
2024,33,2,09R,② 정주현,④ 한종석,⑥ 류해광,(2) 1.8,"(2) 1.2, (4) 2.5",(2-4) 7.2,(2-4) 4.9,(2-4-6) 7.4,(2-4-6) 10.3,(2-4-6) 15.8,
2024,33,2,10R,⑤ 이동준,① 이지은,④ 강영길,(5) 2.4,"(5) 1.8, (1) 1.6",(5-1) 7.7,(5-1) 3.3,(5-1-4) 31.4,(5-1-4) 75.8,(5-1-4) 73.0,
2024,33,2,11R,⑤ 이재학,② 이승일,③ 김재윤,(5) 2.5,"(5) 1.3, (2) 1.1",(5-2) 3.4,(5-2) 1.3,(5-2-3) 3.6,(5-2-3) 9.4,(5-2-3) 10.4,
2024,33,2,12R,① 사재준,② 한준희,⑥ 김응선,(1) 2.5,"(1) 1.6, (2) 1.8",(1-2) 7.4,(1-2) 4.2,(1-2-6) 3.7,(1-2-6) 7.9,(1-2-6) 15.7,
2024,33,2,13R,④ 주은석,① 윤동오,② 송효석,(4) 1.4,"(4) 1.1, (1) 1.0",(4-1) 1.9,(4-1) 1.3,(4-1-2) 2.1,(4-1-2) 3.7,(4-1-2) 5.1,
2024,33,2,14R,② 손제민,④ 문안나,⑤ 김영민,(2) 3.6,"(2) 1.6, (4) 1.2",(2-4) 6.0,(2-4) 2.7,(2-4-5) 4.7,(2-4-5) 10.9,(2-4-5) 11.2,
2024,33,2,15R,⑤ 김완석,③ 나병창,② 반혜진,(5) 3.9,"(5) 1.5, (3) 3.1",(5-3) 20.6,(5-3) 16.8,(5-3-2) 7.9,(5-3-2) 16.8,(5-3-2) 74.7,
2024,33,2,16R,① 한 진,④ 기광서,② 배혜민,(1) 1.4,"(1) 1.1, (4) 1.3",(1-4) 3.5,(1-4) 1.9,(1-4-2) 2.1,(1-4-2) 3.0,(1-4-2) 5.8,
2024,33,2,17R,③ 정인교,⑤ 김종민,② 이용세,(3) 3.0,"(3) 1.7, (5) 1.1",(3-5) 5.5,(3-5) 2.4,(3-5-2) 20.0,(3-5-2) 46.4,(3-5-2) 40.5,
2024,33,1,01R,① 김미연,⑥ 이현준,③ 조미화,(1) 1.8,"(1) 1.3, (6) 2.6",(1-6) 7.7,(1-6) 3.3,(1-6-3) 2.4,(1-6-3) 5.7,(1-6-3) 12.6,
2024,33,1,02R,④ 김완석,⑥ 전동욱,-,(4) 7.1,"(4) 1.7, (6) 52.9",(4-6) 171.7,(4-6) 166.3,([]-[]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,
2024,33,1,03R,④ 한준희,② 류해광,① 송효석,(4) 3.5,"(4) 1.4, (2) 1.0",(4-2) 7.3,(4-2) 1.6,(4-2-1) 2.3,(4-2-1) 14.8,(4-2-1) 22.2,
2024,33,1,04R,① 손제민,② 서화모,⑤ 윤영근,(1) 2.3,"(1) 1.9, (2) 1.5",(1-2) 8.6,(1-2) 4.6,(1-2-5) 4.7,(1-2-5) 13.0,(1-2-5) 22.5,
2024,33,1,05R,④ 이진우,⑥ 우진수,① 김재윤,(4) 2.3,"(4) 1.7, (6) 15.8",(4-6) 15.4,(4-6) 30.7,(4-6-1) 34.4,(4-6-1) 43.4,(4-6-1) 114.8,
2024,33,1,06R,③ 이재학,① 한종석,② 김지영,(3) 1.8,"(3) 1.2, (1) 1.6",(3-1) 3.4,(3-1) 2.0,(3-1-2) 13.1,(3-1-2) 29.8,(3-1-2) 34.7,
2024,33,1,07R,② 이지은,① 배혜민,③ 김응선,(2) 25.9,"(2) 8.0, (1) 1.2",(2-1) 59.4,(2-1) 17.3,(2-1-3) 3.5,(2-1-3) 50.7,(2-1-3) 86.9,
2024,33,1,08R,① 이승일,② 김종민,⑤ 김태규,(1) 1.5,"(1) 1.1, (2) 1.1",(1-2) 3.1,(1-2) 1.1,(1-2-5) 4.4,(1-2-5) 9.6,(1-2-5) 9.9,
2024,33,1,09R,④ 이동준,⑥ 사재준,② 김영민,(4) 2.5,"(4) 1.3, (6) 11.0",(4-6) 24.3,(4-6) 21.0,(4-6-2) 26.3,(4-6-2) 42.1,(4-6-2) 134.7,
2024,33,1,10R,① 이휘동,⑤ 서종원,③ 신동길,(1) 1.3,"(1) 1.0, (5) 3.3",(1-5) 4.5,(1-5) 4.0,(1-5-3) 3.5,(1-5-3) 4.0,(1-5-3) 11.5,④
2024,33,1,11R,④ 한 진,① 김효년,⑤ 문안나,(4) 2.3,"(4) 1.4, (1) 1.6",(4-1) 7.4,(4-1) 3.4,(4-1-5) 3.4,(4-1-5) 7.5,(4-1-5) 14.0,
2024,33,1,12R,② 곽현성,④ 반혜진,⑤ 최광성,(2) 1.9,"(2) 1.3, (4) 2.0",(2-4) 3.2,(2-4) 2.0,(2-4-5) 3.7,(2-4-5) 5.8,(2-4-5) 7.9,
2024,33,1,13R,① 이경섭,④ 이지은,② 류석현,(1) 3.0,"(1) 1.9, (4) 3.8",(1-4) 23.3,(1-4) 15.4,(1-4-2) 3.8,(1-4-2) 11.3,(1-4-2) 38.1,
2024,33,1,14R,④ 류해광,③ 김완석,② 박민성,(4) 11.8,"(4) 2.7, (3) 1.2",(4-3) 23.0,(4-3) 4.1,(4-3-2) 6.5,(4-3-2) 60.1,(4-3-2) 77.3,
2024,33,1,15R,② 이재학,① 이진우,③ 윤영근,(2) 1.8,"(2) 1.0, (1) 1.5",(2-1) 2.2,(2-1) 1.3,(2-1-3) 1.5,(2-1-3) 2.5,(2-1-3) 4.4,
2024,33,1,16R,② 윤동오,⑥ 이승일,⑤ 송효범,(2) 1.3,"(2) 1.0, (6) 1.3",(2-6) 1.6,(2-6) 1.4,(2-6-5) 19.8,(2-6-5) 19.8,(2-6-5) 25.4,
2024,33,1,17R,④ 김응선,① 이동준,② 양원준,(4) 2.2,"(4) 1.0, (1) 1.0",(4-1) 2.1,(4-1) 1.2,(4-1-2) 1.6,(4-1-2) 4.5,(4-1-2) 5.3,
2024,32,2,01R,③ 김태훈,① 박지윤,② 이현준,(3) 13.3,"(3) 2.7, (1) 2.7",(3-1) 49.1,(3-1) 23.2,(3-1-2) 5.1,(3-1-2) 40.0,(3-1-2) 138.9,
2024,32,2,02R,① 이진우,② 김선웅,③ 김동경,(1) 1.1,"(1) 1.1, (2) 1.6",(1-2) 2.7,(1-2) 2.4,(1-2-3) 5.6,(1-2-3) 6.0,(1-2-3) 9.6,
2024,32,2,03R,② 김도휘,③ 박준호,⑤ 박종덕,(2) 4.2,"(2) 4.0, (3) 1.4",(2-3) 17.9,(2-3) 7.6,(2-3-5) 20.9,(2-3-5) 52.3,(2-3-5) 78.6,
2024,32,2,04R,⑥ 조성인,③ 이지은,① 김태규,(6) 4.1,"(6) 1.4, (3) 3.5",(6-3) 34.4,(6-3) 14.0,(6-3-1) 7.4,(6-3-1) 29.5,(6-3-1) 93.1,
2024,32,2,05R,③ 배혜민,① 심상철,② 이 인,(3) 3.7,"(3) 1.3, (1) 1.0",(3-1) 8.3,(3-1) 1.6,(3-1-2) 2.0,(3-1-2) 14.8,(3-1-2) 16.3,
2024,32,2,06R,③ 박진서,① 이주영,⑤ 서화모,(3) 3.0,"(3) 1.3, (1) 1.1",(3-1) 4.1,(3-1) 1.6,(3-1-5) 3.0,(3-1-5) 7.7,(3-1-5) 11.6,
2024,32,2,07R,① 손유정,③ 한성근,⑥ 김현덕,(1) 3.7,"(1) 1.8, (3) 1.9",(1-3) 15.8,(1-3) 10.9,(1-3-6) 41.5,(1-3-6) 75.3,(1-3-6) 84.9,
2024,32,2,08R,① 홍진수,⑤ 정경호,④ 서종원,(1) 2.4,"(1) 1.6, (5) 4.1",(1-5) 12.4,(1-5) 6.8,(1-5-4) 4.0,(1-5-4) 8.0,(1-5-4) 34.1,
2024,32,2,09R,⑥ 박원규 ⑥ 박원규,-,-,([]) 1.0,([]) 1.0,([]-[]) 1.0,([]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,([]-[]-[]) 1.0,
2024,32,2,10R,① 이용세,③ 김민천,⑤ 김선웅,(1) 11.1,"(1) 2.0, (3) 1.0",(1-3) 14.7,(1-3) 4.1,(1-3-5) 19.4,(1-3-5) 83.6,(1-3-5) 105.9,
2024,32,2,11R,① 조성인,③ 김국흠,② 양원준,(1) 1.1,"(1) 1.0, (3) 5.6",(1-3) 6.2,(1-3) 6.0,(1-3-2) 5.3,(1-3-2) 6.1,(1-3-2) 21.0,
2024,32,2,12R,④ 김민준,② 문주엽,① 이종인,(4) 3.8,"(4) 1.8, (2) 1.7",(4-2) 11.8,(4-2) 4.8,(4-2-1) 19.4,(4-2-1) 51.6,(4-2-1) 62.9,
2024,32,2,13R,⑤ 주은석,① 김지현,③ 이동준,(5) 8.5,"(5) 3.5, (1) 1.1",(5-1) 10.7,(5-1) 3.7,(5-1-3) 4.3,(5-1-3) 25.8,(5-1-3) 37.0,
2024,32,2,14R,① 김동민,④ 이미나,② 송효석,(1) 2.7,"(1) 1.7, (4) 4.4",(1-4) 34.7,(1-4) 32.4,(1-4-2) 12.9,(1-4-2) 25.3,(1-4-2) 164.2,
2024,32,2,15R,④ 이택근,① 김현덕,② 윤동오,(4) 9.3,"(4) 4.0, (1) 1.2",(4-1) 32.3,(4-1) 6.7,(4-1-2) 5.4,(4-1-2) 38.6,(4-1-2) 104.8,
2024,32,2,16R,⑤ 전동욱,⑥ 배혜민,① 반혜진,(5) 1.5,"(5) 1.1, (6) 1.7",(5-6) 2.0,(5-6) 1.5,(5-6-1) 2.9,(5-6-1) 3.4,(5-6-1) 4.7,
2024,32,2,17R,③ 정경호,④ 이 인,① 정민수,(3) 1.4,"(3) 1.2, (4) 1.9",(3-4) 2.9,(3-4) 2.5,(3-4-1) 1.6,(3-4-1) 2.4,(3-4-1) 5.6,
2024,32,1,01R,① 조미화,⑤ 이현준,② 황동규,(1) 2.1,"(1) 1.4, (5) 1.5",(1-5) 4.4,(1-5) 2.5,(1-5-2) 2.9,(1-5-2) 5.2,(1-5-2) 10.8,
2024,32,1,02R,② 박준호,① 권명호,⑤ 전정환,(2) 2.7,"(2) 1.6, (1) 1.8",(2-1) 11.1,(2-1) 5.0,(2-1-5) 23.1,(2-1-5) 51.7,(2-1-5) 80.9,
2024,32,1,03R,① 배혜민,② 김민준,③ 이상문,(1) 1.4,"(1) 1.1, (2) 1.7",(1-2) 2.8,(1-2) 1.6,(1-2-3) 1.8,(1-2-3) 3.2,(1-2-3) 5.4,
2024,32,1,04R,② 전동욱,④ 이주영,① 조규태,(2) 1.5,"(2) 1.0, (4) 1.8",(2-4) 3.8,(2-4) 2.8,(2-4-1) 7.3,(2-4-1) 10.5,(2-4-1) 15.4,
2024,32,1,05R,③ 오세준,⑥ 이재학,② 반혜진,(3) 5.2,"(3) 2.0, (6) 3.3",(3-6) 23.0,(3-6) 11.3,(3-6-2) 5.3,(3-6-2) 17.2,(3-6-2) 62.4,
2024,32,1,06R,① 한 진,⑤ 박진서,⑥ 박상현,(1) 2.6,"(1) 1.1, (5) 3.1",(1-5) 9.5,(1-5) 8.0,(1-5-6) 36.1,(1-5-6) 54.8,(1-5-6) 61.5,
2024,32,1,07R,③ 이진우,④ 조성인,⑥ 서종원,(3) 2.2,"(3) 1.2, (4) 1.4",(3-4) 3.5,(3-4) 1.9,(3-4-6) 3.4,(3-4-6) 7.0,(3-4-6) 8.6,
2024,32,1,08R,① 이지은,⑤ 김민길,④ 문주엽,(1) 6.5,"(1) 2.6, (5) 1.2",(1-5) 15.1,(1-5) 3.9,(1-5-4) 11.9,(1-5-4) 52.1,(1-5-4) 75.5,
2024,32,1,09R,③ 윤동오,① 한준희,② 전정환,(3) 4.9,"(3) 1.4, (1) 1.5",(3-1) 8.9,(3-1) 2.9,(3-1-2) 4.8,(3-1-2) 20.5,(3-1-2) 28.9,
2024,32,1,10R,② 김민천,① 정인교,⑥ 이 인,(2) 1.1,"(2) 1.0, (1) 3.9",(2-1) 6.8,(2-1) 4.7,(2-1-6) 14.4,(2-1-6) 17.0,(2-1-6) 35.5,
2024,32,1,11R,① 이동준,② 김보경,③ 김현덕,(1) 3.9,"(1) 2.4, (2) 1.4",(1-2) 11.9,(1-2) 5.5,(1-2-3) 7.5,(1-2-3) 18.5,(1-2-3) 37.5,
2024,32,1,12R,④ 심상철,⑤ 이택근,② 주은석,(4) 2.3,"(4) 1.4, (5) 12.2",(4-5) 13.9,(4-5) 16.7,(4-5-2) 5.0,(4-5-2) 9.9,(4-5-2) 33.8,
2024,32,1,13R,① 윤상선,③ 박종덕,② 김국흠,(1) 6.0,"(1) 3.9, (3) 2.8",(1-3) 49.3,(1-3) 27.1,(1-3-2) 22.0,(1-3-2) 84.7,(1-3-2) 221.6,
2024,32,1,14R,① 박원규,② 김경일,③ 이용세,(1) 1.2,"(1) 1.1, (2) 1.3",(1-2) 2.0,(1-2) 1.6,(1-2-3) 4.8,(1-2-3) 6.4,(1-2-3) 9.5,
2024,32,1,15R,① 이재학,② 박진서,③ 홍진수,(1) 2.2,"(1) 1.0, (2) 2.1",(1-2) 3.8,(1-2) 2.3,(1-2-3) 2.4,(1-2-3) 3.8,(1-2-3) 7.3,
2024,32,1,16R,① 서종원,⑤ 이상문,② 한성근,(1) 1.3,"(1) 1.2, (5) 3.1",(1-5) 5.1,(1-5) 3.6,(1-5-2) 2.1,(1-5-2) 2.5,(1-5-2) 7.9,
2024,32,1,17R,⑤ 김민천,③ 문주엽,⑥ 조규태,(5) 1.1,"(5) 1.0, (3) 1.6",(5-3) 2.1,(5-3) 1.7,(5-3-6) 2.4,(5-3-6) 2.7,(5-3-6) 4.4,
2024,31,2,01R,② 임 건,④ 박지윤,③ 황동규,(2) 4.3,"(2) 1.9, (4) 1.5",(2-4) 8.7,(2-4) 5.0,(2-4-3) 2.5,(2-4-3) 7.0,(2-4-3) 17.7,⑥
2024,31,2,02R,⑥ 김민준,① 최광성,③ 박준현,(6) 2.0,"(6) 1.3, (1) 1.8",(6-1) 4.9,(6-1) 2.3,(6-1-3) 9.3,(6-1-3) 24.5,(6-1-3) 35.4,
