연도,회차,일차,경주번호,번호,등급,기수,선수명,성별,나이,체중,최근6회차_평균착순점,최근6회차_평균득점,최근6회차_승률,최근6회차_연대율2,최근6회차_연대율3,최근6회차_평균ST,최근8경주_착순,연간성적_평균착순점,연간성적_연대율,FL,평균사고점,금일출주경주,전일성적,출주횟수,코스_1코스,코스_2코스,코스_3코스,코스_4코스,코스_5코스,코스_6코스,모터번호,모터_평균착순점,모터_연대율2,모터_연대율3,전탑승선수1,전탑승선수2,보트번호,보트_평균착순점,보트_연대율,특이사항
2018,1,1,9,6,B1,13,김태용,남,32,54,3.73,3.56,13.3,20,26.7,0.22,6664 1641,0,0,F0L0,0,,,26,50.0/4,50.0/4,20.0/5,0.0/6,33.3/3,25.0/4,035,5.44,35.8,53.7,최진혁/035,한  진/131,093,4.84,29.4,
2018,1,1,10,1,B1,2,김현철,남,49,55,4.94,4.72,5.6,27.8,50,0.33,5122 4636,0,0,F0L0,0,,,25,60.0/5,50.0/2,50.0/4,20.0/5,25.0/4,0.0/5,046,5.99,43.2,60.2,안지민/114,김현덕/503,059,5.83,42.1,
2018,1,1,10,2,A2,7,장수영,남,38,55,6.15,6.02,20,40,60,0.27,3214 1234,0,0,F0L0,0,03,,34,100.0/5,75.0/4,25.0/8,16.7/6,33.3/6,20.0/5,141,5.21,27.5,49.7,김민길/546,문안나/44,092,5.28,35.1,
2018,1,1,10,3,A2,1,김국흠,남,47,63,4.62,4.43,15.4,23.1,38.5,0.4,4654 6532,0,0,F0L0,0,,,21,50.0/4,50.0/4,33.3/3,33.3/3,20.0/5,0.0/2,159,4.77,28.3,42.9,김희용/54,김응선/111,003,5.43,37.7,
2018,1,1,10,4,A1,3,박정아,여,39,49,7.11,7.03,36.8,52.6,78.9,0.23,5335 1113,0,0,F0L0,0,,,41,57.1/7,62.5/8,44.4/9,100.0/4,25.0/4,0.0/9,048,5.35,35.7,52.6,조성인/45,손근성/321,050,4.78,29.1,
2018,1,1,10,5,A1,6,안지민,여,33,52,7.2,7.1,30,60,75,0.28,1143 4322,0,0,F0L0,0,,,45,66.7/6,71.4/7,42.9/7,40.0/10,40.0/10,20.0/5,127,4.98,31.4,49.5,김국흠/46,김민길/43,065,4.92,28.5,
2018,1,1,10,6,A1,4,민영건,남,42,57,6.83,6.83,33.3,50,66.7,0.26,1325 1412,0,0,F0L0,0,02,,43,85.7/7,77.8/9,62.5/8,33.3/6,25.0/8,0.0/5,057,5.65,40.5,60.5,민영건/132,박준현/56,052,5.77,35.1,
2018,1,1,11,1,B2,4,지현욱,남,40,58,2.81,2.64,0,4.8,23.8,0.22,5665 5562,0,0,F0L0,0,02,,42,57.1/7,25.0/8,14.3/7,0.0/7,16.7/6,14.3/7,078,4.77,29.5,44.3,장수영/321,반혜진/632,011,5.22,32.7,
2018,1,1,11,2,B1,1,김대선,남,48,53,4.57,4.46,14.3,21.4,42.9,0.31,3412 6464,0,0,F0L0,0,01,,24,80.0/5,25.0/4,50.0/4,0.0/3,0.0/3,0.0/5,156,4.66,27.7,45,정훈민/646,김도휘/55,109,4.85,30.5,
2018,1,1,11,3,B1,1,황만주,남,47,64,5.27,5.2,26.7,40,46.7,0.27,3526 4621,0,0,F0L0,0,,,20,0.0/3,75.0/4,0.0/3,33.3/3,25.0/4,0.0/3,126,5.71,38.8,55.6,김민천/62,안지민/3432,002,5.92,38.8,
2018,1,1,11,4,B1,3,이지수,여,38,57,5.44,5.31,18.8,37.5,50,0.23,2311 5145,0,0,F0L0,0,03,,29,0.0/5,66.7/6,60.0/5,25.0/4,0.0/4,0.0/5,032,5.59,36.7,54.8,문주엽/433,손동민/42,090,4.96,28.9,
2018,1,1,11,5,A1,8,한종석,남,35,57,6.47,6.23,21.1,47.4,73.7,0.28,6242 1331,0,0,F0L0,0,04,,36,83.3/6,85.7/7,42.9/7,66.7/6,33.3/6,0.0/4,080,5.67,34.7,56,김정구/642,윤영근/54,100,5.52,40.3,
2018,1,1,11,6,B2,11,정훈민,남,32,56,3.59,3.59,11.8,23.5,23.5,0.24,6465 6165,0,0,F0L0,0,,,25,33.3/3,0.0/4,50.0/2,14.3/7,33.3/6,0.0/3,001,7.76,72,83.9,이용세/112,김완석/14,110,5.5,41.8,
2018,1,1,12,1,B1,1,강지환,남,40,60,4.88,4.85,11.8,23.5,52.9,0.33,1134 5335,0,0,F0L0,0,,,26,40.0/5,25.0/4,40.0/5,25.0/4,20.0/5,0.0/3,120,4.7,25.4,45,정주현/536,정인교/54,060,5.01,32.2,
2018,1,1,12,2,A1,6,손지영,여,33,51,7.79,7.5,42.9,78.6,78.6,0.24,2212 1422,0,0,F0L0,0,03,,30,83.3/6,100.0/4,60.0/5,25.0/4,33.3/6,20.0/5,145,4.76,21.8,44,김기한/45,이창규/344,088,5.4,36,
2018,1,1,12,3,B2,2,한  운,남,45,56,3.56,3.56,0,6.3,31.3,0.29,4624 3556,0,0,F0L0,0,,,21,25.0/4,50.0/4,33.3/3,0.0/3,0.0/2,0.0/5,003,4.63,24.8,45.2,윤동오/66,한종석/133,041,5,28.9,
2018,1,1,12,4,A2,1,서화모,남,44,57,5.21,5.21,0,21.4,71.4,0.27,3555 3622,0,0,F0L0,0,01,,24,50.0/4,50.0/4,66.7/3,0.0/3,0.0/5,20.0/5,034,6.16,47.3,64.3,손지영/121,김동경/42,101,4.87,27.6,
2018,1,1,12,5,B1,10,구본수,남,36,60,4.73,4.63,13.3,13.3,46.7,0.26,3154 3365,0,0,F0L0,0,,,18,0.0/4,0.0/5,0.0/1,25.0/4,0.0/1,0.0/3,134,4.77,27.4,43.6,박정아/533,송효석/56,034,5.38,33.9,
2018,1,1,12,6,A1,12,유석현,남,32,56,7.44,7.31,50,62.5,68.8,0.21,2631 1112,0,0,F0L0,0,04,,43,71.4/7,88.9/9,75.0/8,50.0/6,33.3/6,0.0/7,031,7.18,60.2,78.8,김희용/63,정종훈/433,015,5.34,33.7,
2018,1,1,13,1,B1,12,강영길,남,35,63,3.92,3.84,15.4,15.4,30.8,0.15,6534 1644,0,0,F0L0,0,,,22,100.0/4,75.0/4,0.0/3,0.0/4,0.0/4,0.0/3,071,5.15,33.2,49.5,박원규/21,장수영/4123,078,5.99,46.3,
2018,1,1,13,2,A1,1,이태희,남,47,59,7.74,7.74,26.3,73.7,89.5,0.3,3311 5422,0,0,F0L0,0,06,,38,100.0/5,75.0/8,50.0/6,42.9/7,66.7/6,33.3/6,088,4.61,25.1,41.5,이택근/45,이태희/154,033,5.89,41.6,
2018,1,1,13,3,B1,6,손제민,남,36,61,5.36,5.22,35.7,35.7,35.7,0.29,1465 1116,0,0,F0L0,0,,,22,100.0/3,0.0/3,20.0/5,75.0/4,33.3/3,0.0/4,070,5.99,40.6,59.4,류해광/546,임태경/450,027,5.68,39.6,
2018,1,1,13,4,B2,1,이택근,남,45,61,4.47,4.3,6.7,26.7,46.7,0.26,4546 6636,0,0,F0L0,0,04,,19,33.3/3,0.0/2,0.0/3,20.0/5,0.0/5,0.0/1,093,4.68,27,41.6,서화모/355,김종목/22,043,5.42,34.4,
2018,1,1,13,5,A2,6,문주엽,남,37,60,5.35,5.29,5.9,17.6,58.8,0.29,4333 3346,0,0,F0L0,0,,,23,0.0/4,60.0/5,0.0/4,0.0/3,50.0/2,0.0/5,072,6.05,43.9,62.2,김창규/64,김효년/411,094,5.24,33.3,
2018,1,1,13,6,A2,2,이용세,남,46,57,6.84,6.79,36.8,57.9,68.4,0.27,1146 2211,0,0,F0L0,0,02,,34,66.7/6,33.3/6,80.0/5,40.0/5,20.0/5,28.6/7,030,4.98,32.2,45.6,김영민/2451,강영길/65,061,4.85,33.5,
2018,1,1,14,1,A1,1,곽현성,남,46,55,7.22,7,38.9,72.2,72.2,0.29,1126 1251,0,0,F0L0,0,,,29,80.0/5,75.0/4,100.0/4,66.7/6,25.0/4,0.0/6,051,5.72,37.3,57.5,손근성/61,김인혜/152,069,5.33,34.3,
2018,1,1,14,2,B2,14,김성찬,남,31,58,2.2,2.13,0,0,6.7,0.31,5644 5655,0,0,F0L0,0,07,,17,0.0/3,0.0/2,0.0/4,33.3/3,0.0/4,0.0/1,017,6.65,50,70.6,사재준/13,최광성/211,039,5.22,35.6,
2018,1,1,14,3,A2,1,우진수,남,42,55,4.74,4.71,15.8,31.6,42.1,0.26,3462 6256,0,0,F0L0,0,03,,47,90.0/10,25.0/8,14.3/7,50.0/6,0.0/7,11.1/9,157,5.74,39.6,59.2,심상철/111,서종원/131,072,5.22,31.4,
2018,1,1,14,4,B2,4,김세원,남,38,62,5.4,5.13,20,20,66.7,0.31,5135 3035,0,0,F0L0,0,,,26,40.0/5,0.0/4,0.0/3,0.0/4,0.0/4,16.7/6,144,6.12,45,63,강지환/113,이미나/20,071,5.28,33.9,
2018,1,1,14,5,A2,2,김종민,남,41,57,6.26,6.18,15.8,47.4,68.4,0.21,6212 5143,0,0,F0L0,0,,,18,50.0/2,33.3/3,80.0/5,33.3/3,0.0/2,0.0/3,149,6.11,48.3,60.1,정인교/143,이용세/6221,083,5.52,38.1,
2018,1,1,14,6,A2,14,이휘동,남,29,55,6.5,6.28,27.8,27.8,77.8,0.27,1134 3135,0,0,F0L0,0,05,,23,75.0/4,0.0/5,0.0/3,25.0/4,25.0/4,0.0/3,084,6.8,55.5,70.7,박설희/111,이경섭/252,107,5.66,39.7,
2018,1,2,1,1,A1,1,이응석,남,47,58,6.82,6.17,29.4,52.9,70.6,0.14,2312 3450,0,0,F0L0,0,10,"일02-2-5, 일09-5-2",34,100.0/4,66.7/6,80.0/5,57.1/7,50.0/6,16.7/6,147,6.44,49,63.9,원용관/434,이재학/562,080,5.74,40.6,
2018,1,2,1,2,B2,11,정훈민,남,32,56,3.59,3.59,11.8,23.5,23.5,0.24,6465 6165,0,0,F0L0,0,,일11-1-6,25,33.3/3,0.0/4,50.0/2,14.3/7,33.3/6,0.0/3,001,7.76,72,83.9,이용세/112,김완석/14,110,5.5,41.8,
2018,1,2,1,3,A2,11,김지현,여,31,47,5.65,5.59,11.8,41.2,64.7,0.26,2641 2516,0,0,F0L0,0,08,일05-2-2,30,20.0/5,100.0/6,50.0/4,25.0/4,0.0/6,20.0/5,019,6.64,51.7,70.1,이지수/231,박정아/511,068,6.04,43.4,
2018,1,2,1,4,A2,4,신동길,남,40,59,5.38,5.38,23.1,30.8,46.2,0.27,1533 6462,0,0,F0L0,0,14,일06-5-5,19,33.3/3,50.0/4,0.0/3,33.3/3,33.3/3,33.3/3,106,5.67,41.1,58.9,김도휘/205,권명호/43,005,6.07,48.1,
2018,1,2,1,5,B1,2,김현철,남,49,55,4.94,4.72,5.6,27.8,50,0.33,5122 4636,0,0,F0L0,0,12,일10-1-1,25,60.0/5,50.0/2,50.0/4,20.0/5,25.0/4,0.0/5,046,5.99,43.2,60.2,안지민/114,김현덕/503,059,5.83,42.1,
2018,1,2,1,6,B2,2,김선필,남,41,57,3.5,3.44,0,0,31.3,0.29,6463 5434,0,0,F0L0,0,09,일06-6-2,19,50.0/4,50.0/2,0.0/4,0.0/1,25.0/4,0.0/4,124,4.87,32.3,47.4,김재윤/66,황이태/225,087,5,33.6,
2018,1,2,2,1,B1,12,한성근,남,31,57,6.54,5.73,23.1,46.2,69.2,0.26,2324 4132,0,0,F0L0,0,,일04-3-5,18,66.7/3,66.7/3,33.3/3,100.0/2,66.7/3,0.0/4,114,7.45,67,79.5,박원규/111,지용민/64,021,5.08,29.3,
2018,1,2,2,2,A2,2,김종민,남,41,57,6.26,6.18,15.8,47.4,68.4,0.21,6212 5143,0,0,F0L0,0,13,일14-4-5,18,50.0/2,33.3/3,80.0/5,33.3/3,0.0/2,0.0/3,149,6.11,48.3,60.1,정인교/143,이용세/6221,083,5.52,38.1,
2018,1,2,2,3,A1,2,최광성,남,44,58,8.39,8.33,55.6,83.3,83.3,0.19,2111 2121,0,0,F0L0,0,09,일05-4-5,38,100.0/6,100.0/5,85.7/7,50.0/8,20.0/5,28.6/7,116,6.58,49.1,66.3,김대선/341,김세원/513,008,5.73,42.6,
