연도,회차,일차,경주,1위,2위,3위,단승식,연승식,쌍승식,복승식,삼복승식,쌍복승,삼쌍승,Refund
2019,49,2,15R,② 김완석,⑤ 김현철,① 김태용,(2) 1.4,"(2) 1.0, (5) 3.4",(2-5) 4.3,(2-5) 3.6,(2-5-1) 17.0,(2-5-1) 23.9,(2-5-1) 36.9,
2019,49,2,16R,② 곽현성,⑤ 김민천,⑥ 박원규,(2) 2.1,"(2) 1.1, (5) 1.4",(2-5) 3.4,(2-5) 1.4,(2-5-6) 2.0,(2-5-6) 6.4,(2-5-6) 8.8,
2019,49,2,17R,⑤ 김도휘,② 문안나,⑥ 김지현,(5) 1.0,"(5) 1.1, (2) 2.0",(5-2) 2.0,(5-2) 1.9,(5-2-6) 1.6,(5-2-6) 1.8,(5-2-6) 3.4,
2019,49,1,01R,① 이지수,⑤ 강영길,② 정민수,(1) 1.0,"(1) 1.0, (5) 1.2",(1-5) 1.8,(1-5) 1.3,(1-5-2) 1.7,(1-5-2) 2.0,(1-5-2) 3.4,
2019,49,1,02R,① 심상철,⑤ 박정아,③ 박상현,(1) 1.2,"(1) 1.0, (5) 1.1",(1-5) 1.4,(1-5) 1.2,(1-5-3) 2.0,(1-5-3) 2.3,(1-5-3) 3.2,
2019,49,1,03R,① 전정환,③ 김성찬,② 조규태,(1) 2.1,"(1) 1.7, (3) 2.6",(1-3) 11.0,(1-3) 5.8,(1-3-2) 5.0,(1-3-2) 8.6,(1-3-2) 35.7,
2019,49,1,04R,③ 김동민,④ 김은지,② 송효석,(3) 1.7,"(3) 1.2, (4) 18.4",(3-4) 23.7,(3-4) 24.6,(3-4-2) 10.4,(3-4-2) 22.6,(3-4-2) 84.6,
2019,49,1,05R,② 최진혁,① 이진휘,④ 강창효,(2) 1.5,"(2) 1.2, (1) 1.7",(2-1) 4.9,(2-1) 3.0,(2-1-4) 2.9,(2-1-4) 4.5,(2-1-4) 9.8,
2019,49,1,06R,④ 김대선,⑥ 신현경,③ 김완석,(4) 4.0,"(4) 1.6, (6) 2.9",(4-6) 10.4,(4-6) 7.1,(4-6-3) 3.2,(4-6-3) 9.0,(4-6-3) 19.8,
2019,49,1,07R,② 한종석,③ 유석현,① 이주영,(2) 3.0,"(2) 1.5, (3) 2.8",(2-3) 13.2,(2-3) 10.9,(2-3-1) 2.3,(2-3-1) 8.5,(2-3-1) 32.2,
2019,49,1,08R,⑥ 김민천,④ 박원규,① 이용세,(6) 7.0,"(6) 1.8, (4) 1.2",(6-4) 14.8,(6-4) 4.8,(6-4-1) 1.6,(6-4-1) 8.9,(6-4-1) 25.7,②
2019,49,1,09R,① 김민준,④ 문성현,② 김현철,(1) 2.5,"(1) 1.9, (4) 1.5",(1-4) 8.3,(1-4) 4.6,(1-4-2) 2.5,(1-4-2) 6.5,(1-4-2) 15.2,
2019,49,1,10R,① 김희용,② 강영길,⑤ 원용관,(1) 4.6,"(1) 2.2, (2) 1.6",(1-2) 10.2,(1-2) 5.4,(1-2-5) 26.0,(1-2-5) 84.9,(1-2-5) 133.2,
2019,49,1,11R,① 조승민,④ 반혜진,③ 구본선,(1) 2.8,"(1) 1.7, (4) 1.6",(1-4) 9.7,(1-4) 4.9,(1-4-3) 8.3,(1-4-3) 16.0,(1-4-3) 34.2,
2019,49,1,12R,① 김도휘,③ 어선규,⑥ 심상철,(1) 1.2,"(1) 1.1, (3) 1.3",(1-3) 2.1,(1-3) 1.6,(1-3-6) 2.0,(1-3-6) 2.8,(1-3-6) 4.1,
2019,49,1,13R,③ 강창효,② 고정환,④ 김완석,(3) 3.2,"(3) 1.3, (2) 2.1",(3-2) 15.0,(3-2) 8.9,(3-2-4) 7.1,(3-2-4) 15.6,(3-2-4) 42.8,
2019,49,1,14R,① 신현경,④ 김동민,③ 김인혜,(1) 1.5,"(1) 1.0, (4) 2.0",(1-4) 3.8,(1-4) 2.9,(1-4-3) 2.0,(1-4-3) 3.1,(1-4-3) 7.4,
2019,49,1,15R,⑤ 기광서,③ 박원규,⑥ 유석현,(5) 1.2,"(5) 1.0, (3) 2.1",(5-3) 4.2,(5-3) 3.2,(5-3-6) 4.8,(5-3-6) 6.0,(5-3-6) 11.8,
2019,49,1,16R,⑤ 이진우,⑥ 김현철,③ 이동준,(5) 1.0,"(5) 1.0, (6) 1.0",(5-6) 1.5,(5-6) 1.5,(5-6-3) 1.3,(5-6-3) 1.3,(5-6-3) 1.9,
2019,49,1,17R,⑥ 최진혁,① 원용관,③ 김계영,(6) 1.8,"(6) 1.4, (1) 4.8",(6-1) 10.0,(6-1) 8.2,(6-1-3) 5.0,(6-1-3) 7.0,(6-1-3) 19.9,
2019,48,2,01R,① 박원규,② 정훈민,⑥ 나병창,(1) 1.5,"(1) 1.0, (2) 1.8",(1-2) 3.0,(1-2) 1.9,(1-2-6) 7.2,(1-2-6) 8.2,(1-2-6) 12.1,
2019,48,2,02R,② 김민준,① 전정환,④ 이택근,(2) 2.9,"(2) 1.7, (1) 1.2",(2-1) 3.9,(2-1) 1.8,(2-1-4) 5.1,(2-1-4) 13.8,(2-1-4) 17.4,
2019,48,2,03R,③ 김민길,④ 한 진,⑤ 김계영,(3) 1.6,"(3) 1.2, (4) 9.7",(3-4) 8.1,(3-4) 8.5,(3-4-5) 12.6,(3-4-5) 16.2,(3-4-5) 25.0,
2019,48,2,04R,⑤ 박상현,② 김태규,⑥ 김종민,(5) 28.4,"(5) 8.9, (2) 1.1",(5-2) 99.9,(5-2) 25.8,(5-2-6) 41.5,(5-2-6) 295.2,(5-2-6) 341.0,
2019,48,2,05R,① 김도휘,② 안지민,③ 박석문,(1) 2.4,"(1) 1.6, (2) 2.4",(1-2) 7.3,(1-2) 3.8,(1-2-3) 4.5,(1-2-3) 9.6,(1-2-3) 17.0,
2019,48,2,06R,② 강지환,⑥ 박종덕,③ 강영길,(2) 8.6,"(2) 3.7, (6) 3.9",(2-6) 43.5,(2-6) 23.9,(2-6-3) 88.7,(2-6-3) 251.5,(2-6-3) 727.6,
2019,48,2,07R,③ 송효석,⑤ 이지수,① 류해광,(3) 2.7,"(3) 1.4, (5) 4.4",(3-5) 15.7,(3-5) 14.6,(3-5-1) 26.9,(3-5-1) 43.2,(3-5-1) 84.7,
2019,48,2,08R,① 이진우,⑥ 김정구,④ 정민수,(1) 1.6,"(1) 1.4, (6) 16.5",(1-6) 53.4,(1-6) 53.6,(1-6-4) 33.6,(1-6-4) 53.8,(1-6-4) 335.7,
2019,48,2,09R,② 손제민,① 최영재,③ 정경호,(2) 2.7,"(2) 1.6, (1) 1.6",(2-1) 11.8,(2-1) 4.2,(2-1-3) 3.4,(2-1-3) 16.9,(2-1-3) 26.5,
2019,48,2,10R,① 김효년,⑥ 어선규,④ 김현덕,(1) 2.8,"(1) 1.3, (6) 5.8",(1-6) 20.9,(1-6) 14.9,(1-6-4) 31.6,(1-6-4) 51.6,(1-6-4) 138.2,
2019,48,2,11R,② 김인혜,① 문안나,④ 김지현,(2) 1.8,"(2) 1.2, (1) 1.9",(2-1) 4.6,(2-1) 3.2,(2-1-4) 4.7,(2-1-4) 8.4,(2-1-4) 13.4,
2019,48,2,12R,① 김선웅,② 김종민,③ 이용세,(1) 2.9,"(1) 1.2, (2) 1.0",(1-2) 4.3,(1-2) 1.6,(1-2-3) 2.8,(1-2-3) 9.9,(1-2-3) 12.6,
2019,48,2,13R,① 김창규,② 박종덕,⑤ 김태규,(1) 1.2,"(1) 1.6, (2) 1.1",(1-2) 3.2,(1-2) 2.4,(1-2-5) 4.0,(1-2-5) 5.9,(1-2-5) 8.7,
2019,48,2,14R,① 나병창,⑤ 반혜진,④ 송효석,(1) 1.5,"(1) 1.5, (5) 6.6",(1-5) 9.9,(1-5) 8.3,(1-5-4) 3.7,(1-5-4) 6.2,(1-5-4) 25.4,
2019,48,2,15R,④ 김민길,② 박정아,① 우진수,(4) 2.5,"(4) 1.5, (2) 1.8",(4-2) 6.8,(4-2) 3.4,(4-2-1) 2.7,(4-2-1) 7.8,(4-2-1) 17.1,
2019,48,2,16R,③ 이태희,② 기광서,⑤ 박설희,(3) 3.0,"(3) 1.2, (2) 1.8",(3-2) 11.7,(3-2) 5.7,(3-2-5) 7.9,(3-2-5) 17.6,(3-2-5) 32.0,④
2019,48,2,17R,② 김민천,① 정민수,⑥ 유석현,(2) 1.6,"(2) 1.2, (1) 1.2",(2-1) 3.9,(2-1) 1.5,(2-1-6) 5.4,(2-1-6) 12.7,(2-1-6) 15.7,
2019,48,1,01R,① 정민수,③ 김민준,② 이주영,(1) 1.9,"(1) 1.2, (3) 2.3",(1-3) 9.2,(1-3) 7.3,(1-3-2) 4.2,(1-3-2) 7.2,(1-3-2) 21.6,
2019,48,1,02R,② 김민길,③ 박설희,④ 김현철,(2) 4.0,"(2) 1.1, (3) 2.2",(2-3) 10.4,(2-3) 7.0,(2-3-4) 19.8,(2-3-4) 28.2,(2-3-4) 40.2,
2019,48,1,03R,④ 우진수,② 송효석,① 서 휘,(4) 25.8,"(4) 16.5, (2) 1.4",(4-2) 222.2,(4-2) 34.9,(4-2-1) 7.6,(4-2-1) 314.6,(4-2-1) 384.1,
2019,48,1,04R,③ 김승택,② 어선규,⑤ 나병창,(3) 5.8,"(3) 1.4, (2) 1.4",(3-2) 15.9,(3-2) 6.1,(3-2-5) 5.7,(3-2-5) 18.6,(3-2-5) 36.2,
2019,48,1,05R,③ 김태규,① 이태희,⑤ 박종덕,(3) 3.8,"(3) 1.3, (1) 1.2",(3-1) 7.5,(3-1) 1.5,(3-1-5) 3.3,(3-1-5) 15.0,(3-1-5) 21.9,
2019,48,1,06R,② 기광서,③ 장수영,⑤ 박원규,(2) 3.4,"(2) 2.0, (3) 2.4",(2-3) 30.1,(2-3) 17.5,(2-3-5) 20.2,(2-3-5) 68.5,(2-3-5) 129.0,
2019,48,1,07R,② 박정아,⑤ 김민천,③ 김선웅,(2) 14.1,"(2) 4.1, (5) 1.3",(2-5) 53.8,(2-5) 20.4,(2-5-3) 47.0,(2-5-3) 202.7,(2-5-3) 499.6,
2019,48,1,08R,③ 이경섭,② 한 진,⑤ 손제민,(3) 2.3,"(3) 1.3, (2) 1.9",(3-2) 5.5,(3-2) 1.9,(3-2-5) 7.8,(3-2-5) 17.8,(3-2-5) 22.5,
2019,48,1,09R,① 한종석,④ 김동민,② 전정환,(1) 2.3,"(1) 1.6, (4) 9.2",(1-4) 16.2,(1-4) 14.7,(1-4-2) 7.9,(1-4-2) 13.0,(1-4-2) 57.9,
2019,48,1,10R,③ 배혜민,⑤ 김민준,① 정훈민,(3) 11.7,"(3) 5.2, (5) 1.9",(3-5) 44.4,(3-5) 21.0,(3-5-1) 9.5,(3-5-1) 52.8,(3-5-1) 156.6,
2019,48,1,11R,③ 김계영,④ 김도휘,⑤ 김현덕,(3) 2.5,"(3) 1.3, (4) 5.4",(3-4) 14.9,(3-4) 12.3,(3-4-5) 20.1,(3-4-5) 31.8,(3-4-5) 62.0,
2019,48,1,12R,② 반혜진,④ 박상현,⑥ 김지현,(2) 1.7,"(2) 1.0, (4) 4.8",(2-4) 16.9,(2-4) 18.0,(2-4-6) 37.6,(2-4-6) 46.8,(2-4-6) 76.0,
2019,48,1,13R,① 정경호,② 김효년,③ 김창규,(1) 3.4,"(1) 1.4, (2) 2.0",(1-2) 13.1,(1-2) 5.8,(1-2-3) 2.7,(1-2-3) 10.9,(1-2-3) 24.6,
2019,48,1,14R,② 기광서,① 유석현,⑤ 박종덕,(2) 13.6,"(2) 1.3, (1) 1.3",(2-1) 14.9,(2-1) 2.9,(2-1-5) 5.0,(2-1-5) 39.1,(2-1-5) 44.3,
2019,48,1,15R,① 이태희,③ 박설희,⑤ 최영재,(1) 1.4,"(1) 1.2, (3) 2.5",(1-3) 3.6,(1-3) 2.3,(1-3-5) 8.2,(1-3-5) 12.9,(1-3-5) 16.2,
2019,48,1,16R,③ 김승택,① 서 휘,⑤ 김민천,(3) 4.2,"(3) 1.6, (1) 1.7",(3-1) 14.7,(3-1) 5.7,(3-1-5) 6.2,(3-1-5) 19.3,(3-1-5) 33.6,
2019,48,1,17R,① 김종민,④ 문주엽,⑤ 박원규,(1) 1.4,"(1) 1.3, (4) 4.1",(1-4) 15.7,(1-4) 16.4,(1-4-5) 18.1,(1-4-5) 25.9,(1-4-5) 46.8,
2019,47,2,01R,② 윤영근,⑥ 유석현,③ 김현덕,(2) 1.3,"(2) 1.0, (6) 2.1",(2-6) 4.5,(2-6) 3.4,(2-6-3) 21.6,(2-6-3) 28.3,(2-6-3) 35.9,
2019,47,2,02R,③ 송효석,⑤ 박종덕,① 박설희,(3) 1.8,"(3) 1.0, (5) 1.0",(3-5) 1.8,(3-5) 1.3,(3-5-1) 2.0,(3-5-1) 3.7,(3-5-1) 4.5,
2019,47,2,03R,① 고정환,② 어선규,④ 전정환,(1) 4.8,"(1) 3.0, (2) 1.1",(1-2) 11.6,(1-2) 3.7,(1-2-4) 3.5,(1-2-4) 15.8,(1-2-4) 23.3,
2019,47,2,04R,⑤ 이주영,② 안지민,① 신동길,(5) 5.7,"(5) 2.4, (2) 1.1",(5-2) 16.5,(5-2) 3.8,(5-2-1) 5.0,(5-2-1) 25.8,(5-2-1) 46.0,
2019,47,2,05R,① 배혜민,② 윤동오,⑥ 이태희,(1) 1.5,"(1) 1.0, (2) 3.3",(1-2) 5.1,(1-2) 4.3,(1-2-6) 2.3,(1-2-6) 4.1,(1-2-6) 10.5,
2019,47,2,06R,② 손제민,⑤ 김지현,③ 이 인,(2) 1.1,"(2) 1.3, (5) 1.3",(2-5) 2.0,(2-5) 1.5,(2-5-3) 2.4,(2-5-3) 3.2,(2-5-3) 5.4,
2019,47,2,07R,④ 조규태,① 김태용,② 이종인,(4) 1.5,"(4) 1.2, (1) 5.0",(4-1) 17.3,(4-1) 13.4,(4-1-2) 8.2,(4-1-2) 15.1,(4-1-2) 53.9,
2019,47,2,08R,② 김완석,③ 이승일,⑤ 김인혜,(2) 1.1,"(2) 1.0, (3) 2.3",(2-3) 2.5,(2-3) 2.4,(2-3-5) 3.1,(2-3-5) 3.4,(2-3-5) 5.6,
2019,47,2,09R,② 박원규,① 김창규,③ 박종덕,(2) 1.4,"(2) 1.1, (1) 1.8",(2-1) 3.2,(2-1) 2.0,(2-1-3) 2.0,(2-1-3) 2.8,(2-1-3) 5.6,
2019,47,2,10R,① 김민천,③ 이동준,④ 하서우,(1) 1.1,"(1) 1.2, (3) 1.1",(1-3) 1.9,(1-3) 1.5,(1-3-4) 5.1,(1-3-4) 5.9,(1-3-4) 8.0,
2019,47,2,11R,① 장수영,④ 김현덕,② 정승호,(1) 1.1,"(1) 1.0, (4) 2.4",(1-4) 2.7,(1-4) 2.3,(1-4-2) 3.7,(1-4-2) 3.7,(1-4-2) 7.1,
2019,47,2,12R,① 유석현,⑤ 김선웅,④ 송효범,(1) 1.2,"(1) 1.0, (5) 1.5",(1-5) 3.0,(1-5) 2.6,(1-5-4) 35.0,(1-5-4) 42.4,(1-5-4) 55.4,
2019,47,2,13R,① 김지현,② 박민영,③ 박설희,(1) 1.8,"(1) 1.0, (2) 17.3",(1-2) 21.1,(1-2) 13.5,(1-2-3) 8.1,(1-2-3) 12.3,(1-2-3) 41.2,
2019,47,2,14R,② 송효석,③ 김희용,⑥ 정훈민,(2) 1.3,"(2) 1.1, (3) 3.8",(2-3) 5.8,(2-3) 4.6,(2-3-6) 5.9,(2-3-6) 7.0,(2-3-6) 15.1,
2019,47,2,15R,⑥ 김태용,⑤ 김종민,② 김종희,(6) 67.6,"(6) 68.5, (5) 2.3",(6-5) 452.4,(6-5) 126.8,(6-5-2) 240.6,(6-5-2) 4434.7,(6-5-2) 6391.7,
2019,47,2,16R,⑤ 김완석,① 김응선,② 조현귀,(5) 1.5,"(5) 1.0, (1) 1.2",(5-1) 2.1,(5-1) 1.3,(5-1-2) 3.5,(5-1-2) 5.1,(5-1-2) 6.3,
2019,47,2,17R,⑤ 박원규,⑥ 배혜민,③ 김영민,(5) 1.0,"(5) 1.0, (6) 2.1",(5-6) 1.7,(5-6) 1.6,(5-6-3) 9.0,(5-6-3) 7.9,(5-6-3) 10.4,
2019,47,1,01R,④ 문주엽,① 전정환,⑤ 반혜진,(4) 1.7,"(4) 1.3, (1) 1.3",(4-1) 3.5,(4-1) 1.7,(4-1-5) 1.4,(4-1-5) 2.3,(4-1-5) 4.8,
2019,47,1,02R,④ 김지현,③ 한종석,⑤ 윤동오,(4) 1.4,"(4) 1.3, (3) 1.1",(4-3) 2.7,(4-3) 1.5,(4-3-5) 2.3,(4-3-5) 3.2,(4-3-5) 5.3,
2019,47,1,03R,② 김종민,① 권현기,⑤ 김창규,(2) 1.4,"(2) 1.0, (1) 1.1",(2-1) 2.3,(2-1) 1.5,(2-1-5) 1.4,(2-1-5) 2.1,(2-1-5) 3.8,
2019,47,1,04R,② 김세원,① 서종원,④ 유석현,(2) 4.5,"(2) 1.6, (1) 13.2",(2-1) 53.5,(2-1) 33.2,(2-1-4) 14.3,(2-1-4) 33.9,(2-1-4) 172.5,
2019,47,1,05R,① 이주영,⑤ 이동준,② 원용관,(1) 1.2,"(1) 1.0, (5) 4.4",(1-5) 7.1,(1-5) 5.2,(1-5-2) 5.8,(1-5-2) 6.6,(1-5-2) 17.5,
2019,47,1,06R,⑥ 박종덕,① 이상문,⑤ 김종희,(6) 3.1,"(6) 1.4, (1) 1.6",(6-1) 7.2,(6-1) 3.0,(6-1-5) 29.5,(6-1-5) 75.6,(6-1-5) 103.0,
2019,47,1,07R,② 김선웅,① 손제민,⑤ 이지은,(2) 3.8,"(2) 1.4, (1) 1.1",(2-1) 4.8,(2-1) 1.7,(2-1-5) 33.5,(2-1-5) 153.9,(2-1-5) 149.5,
2019,47,1,08R,④ 김완석,⑥ 윤영근,② 김희용,(4) 1.3,"(4) 1.1, (6) 3.3",(4-6) 3.8,(4-6) 3.6,(4-6-2) 4.2,(4-6-2) 5.5,(4-6-2) 9.4,
2019,47,1,09R,② 이태희,① 문주엽,⑥ 박원규,(2) 1.7,"(2) 1.2, (1) 1.5",(2-1) 4.3,(2-1) 3.1,(2-1-6) 1.6,(2-1-6) 3.2,(2-1-6) 7.3,
2019,47,1,10R,① 조규태,⑤ 이종인,④ 민영건,(1) 1.7,"(1) 1.1, (5) 11.7",(1-5) 16.5,(1-5) 17.0,(1-5-4) 3.3,(1-5-4) 6.0,(1-5-4) 47.2,
2019,47,1,11R,② 반혜진,④ 김종민,⑤ 서종원,(2) 3.1,"(2) 1.3, (4) 1.5",(2-4) 9.3,(2-4) 4.2,(2-4-5) 12.4,(2-4-5) 36.9,(2-4-5) 42.0,
2019,47,1,12R,④ 한종석,① 이시원,② 구현구,(4) 6.9,"(4) 1.5, (1) 1.7",(4-1) 32.7,(4-1) 13.9,(4-1-2) 24.2,(4-1-2) 89.7,(4-1-2) 166.2,
2019,47,1,13R,② 박종덕,③ 윤영일,⑥ 이주영,(2) 1.0,"(2) 1.0, (3) 2.4",(2-3) 3.6,(2-3) 4.0,(2-3-6) 2.8,(2-3-6) 2.8,(2-3-6) 6.5,
2019,47,1,14R,① 김인혜,④ 송효석,⑤ 배혜민,(1) 2.2,"(1) 1.4, (4) 1.5",(1-4) 3.4,(1-4) 1.8,(1-4-5) 2.8,(1-4-5) 5.3,(1-4-5) 6.5,
2019,47,1,15R,① 정훈민,③ 김응선,② 이승일,(1) 1.7,"(1) 1.1, (3) 1.4",(1-3) 2.9,(1-3) 1.6,(1-3-2) 2.5,(1-3-2) 4.2,(1-3-2) 6.4,
2019,47,1,16R,⑤ 이태희,⑥ 장수영,③ 김도휘,(5) 1.1,"(5) 1.0, (6) 1.6",(5-6) 1.7,(5-6) 1.6,(5-6-3) 2.0,(5-6-3) 2.2,(5-6-3) 3.5,
2019,47,1,17R,③ 김완석,④ 김민천,⑥ 조규태,(3) 1.2,"(3) 1.2, (4) 1.9",(3-4) 2.9,(3-4) 3.1,(3-4-6) 3.6,(3-4-6) 4.2,(3-4-6) 7.3,
2019,46,2,01R,① 최진혁,⑤ 우진수,⑥ 하서우,(1) 1.1,"(1) 1.1, (5) 1.0",(1-5) 1.3,(1-5) 1.1,(1-5-6) 3.2,(1-5-6) 5.2,(1-5-6) 5.7,
2019,46,2,02R,⑤ 민영건,④ 최영재,③ 김지훈,(5) 1.4,"(5) 1.0, (4) 16.8",(5-4) 24.4,(5-4) 30.1,(5-4-3) 15.4,(5-4-3) 25.2,(5-4-3) 116.1,
2019,46,2,03R,② 김승택,① 김동민,⑥ 김선웅,(2) 1.8,"(2) 1.0, (1) 2.5",(2-1) 4.3,(2-1) 2.3,(2-1-6) 48.0,(2-1-6) 96.0,(2-1-6) 77.4,
2019,46,2,04R,⑤ 김현덕,③ 이주영,⑥ 권명호,(5) 1.5,"(5) 1.1, (3) 3.2",(5-3) 7.5,(5-3) 4.6,(5-3-6) 13.7,(5-3-6) 12.3,(5-3-6) 26.6,
2019,46,2,05R,① 최재원,② 박준호,⑤ 배혜민,(1) 1.1,"(1) 1.0, (2) 7.8",(1-2) 12.1,(1-2) 11.0,(1-2-5) 5.2,(1-2-5) 5.7,(1-2-5) 19.1,
2019,46,2,06R,② 유석현,① 이경섭,⑤ 장영태,(2) 1.6,"(2) 1.0, (1) 1.1",(2-1) 2.1,(2-1) 1.2,(2-1-5) 1.7,(2-1-5) 3.3,(2-1-5) 4.1,
2019,46,2,07R,③ 김현철,④ 김은지,② 이종인,(3) 5.1,"(3) 2.4, (4) 11.4",(3-4) 36.7,(3-4) 24.8,(3-4-2) 43.5,(3-4-2) 97.9,(3-4-2) 316.8,
2019,46,2,08R,① 안지민,⑤ 김재윤,② 기광서,(1) 1.3,"(1) 1.0, (5) 5.4",(1-5) 9.4,(1-5) 7.9,(1-5-2) 3.6,(1-5-2) 4.9,(1-5-2) 18.2,
2019,46,2,09R,⑤ 이태희,① 이응석,⑥ 이지수,(5) 4.3,"(5) 1.1, (1) 1.0",(5-1) 5.3,(5-1) 1.5,(5-1-6) 3.5,(5-1-6) 9.9,(5-1-6) 14.5,
2019,46,2,10R,① 김성찬,⑥ 김승택,④ 최광성,(1) 2.0,"(1) 1.3, (6) 3.3",(1-6) 10.7,(1-6) 9.0,(1-6-4) 7.5,(1-6-4) 12.8,(1-6-4) 45.0,
2019,46,2,11R,① 김현덕,④ 한성근,③ 문주엽,(1) 1.3,"(1) 1.0, (4) 1.3",(1-4) 2.0,(1-4) 1.6,(1-4-3) 2.1,(1-4-3) 2.5,(1-4-3) 4.4,
2019,46,2,12R,③ 오세준,① 송효석,② 김희영,(3) 4.4,"(3) 2.5, (1) 1.1",(3-1) 10.3,(3-1) 3.3,(3-1-2) 4.5,(3-1-2) 25.6,(3-1-2) 23.0,⑤
2019,46,2,13R,② 배혜민,① 김종희,③ 구현구,(2) 1.6,"(2) 1.2, (1) 2.7",(2-1) 4.8,(2-1) 3.5,(2-1-3) 7.3,(2-1-3) 11.1,(2-1-3) 18.9,
2019,46,2,14R,② 민영건,③ 양원준,⑤ 김응선,(2) 1.8,"(2) 1.3, (3) 2.2",(2-3) 7.6,(2-3) 6.9,(2-3-5) 8.2,(2-3-5) 10.1,(2-3-5) 18.0,
2019,46,2,15R,① 김현철,④ 김태규,② 정주현,(1) 1.5,"(1) 1.1, (4) 1.8",(1-4) 4.4,(1-4) 2.8,(1-4-2) 1.9,(1-4-2) 3.3,(1-4-2) 7.8,
2019,46,2,16R,② 김지현,⑤ 이주영,③ 전정환,(2) 1.6,"(2) 1.3, (5) 1.5",(2-5) 4.0,(2-5) 2.0,(2-5-3) 1.5,(2-5-3) 2.8,(2-5-3) 5.3,
2019,46,2,17R,⑤ 안지민,③ 이태희,⑥ 박진서,(5) 4.0,"(5) 1.6, (3) 1.0",(5-3) 14.0,(5-3) 1.4,(5-3-6) 3.3,(5-3-6) 51.5,(5-3-6) 54.0,
2019,46,1,01R,⑤ 김성찬,① 나병창,③ 기광서,(5) 1.6,"(5) 1.0, (1) 2.3",(5-1) 3.4,(5-1) 1.7,(5-1-3) 2.9,(5-1-3) 4.0,(5-1-3) 6.5,
2019,46,1,02R,① 김승택,⑤ 이경섭,③ 이종인,(1) 12.3,"(1) 2.2, (5) 1.3",(1-5) 12.0,(1-5) 4.7,(1-5-3) 23.2,(1-5-3) 79.7,(1-5-3) 131.8,
