Year,Motor_No,출전회차,출주회수,1착,2착,3착,평균착순점,연대율,3주회,2주회(온라인),2주회(플라잉)
2023,64,38,234,37,53,42,5.59,38.5,-,1:29.931,1:12.704
2023,65,52,288,40,45,57,4.99,29.5,-,1:31.091,1:11.841
2023,66,52,276,46,46,49,5.21,33.3,-,1:30.805,1:12.693
2023,68,51,296,47,50,52,5.15,32.8,-,1:30.203,1:12.459
2023,70,52,291,37,48,49,4.87,29.2,-,1:31.388,1:13.186
2023,71,51,235,57,49,40,6,45.1,-,1:29.666,1:12.210
2023,74,51,185,55,33,24,6.17,47.6,-,1:30.287,1:12.091
2023,75,52,287,41,39,53,4.79,27.9,-,1:30.600,1:13.329
2023,76,52,218,25,34,30,4.5,27.1,-,1:30.759,1:13.663
2023,77,52,214,45,38,49,5.95,38.8,-,1:31.463,1:12.777
2023,78,51,178,48,30,30,6.2,43.8,-,1:30.874,1:12.753
2023,79,52,242,50,44,51,5.85,38.8,-,1:29.413,1:12.381
2023,80,52,286,60,49,57,5.77,38.1,-,1:30.657,1:12.641
2023,82,52,303,37,45,54,4.82,27.1,-,1:32.999,1:12.849
2023,84,52,293,66,48,31,5.33,38.9,-,1:30.066,1:12.541
2023,85,51,285,58,51,44,5.5,38.2,-,1:30.768,1:12.661
2023,86,50,182,44,42,23,6.1,47.3,-,1:30.515,1:12.211
2023,87,52,298,46,54,55,5.2,33.6,-,1:31.199,1:12.534
2023,88,52,284,32,52,40,4.81,29.6,-,1:32.358,1:12.649
2023,89,51,178,52,38,30,6.44,50.6,-,1:30.382,1:12.004
2023,90,52,285,49,44,49,5.09,32.6,-,1:31.581,1:12.770
2023,91,44,160,10,23,30,4.28,20.6,-,1:33.418,1:14.298
2023,92,52,260,50,54,37,5.48,40,-,1:31.010,1:12.402
2023,93,51,264,40,27,51,4.65,25.4,-,1:31.822,1:12.256
2023,94,52,255,36,33,38,4.72,27.1,-,1:31.452,1:13.474
2023,95,52,193,23,30,34,4.66,27.5,-,1:31.059,1:12.916
2023,96,52,225,34,25,32,4.61,26.2,-,1:30.916,1:13.101
2023,97,52,263,47,43,59,5.47,34.2,-,1:30.954,1:11.750
2023,98,51,178,50,41,31,6.62,51.1,-,1:30.757,1:12.372
2023,101,52,172,32,17,29,4.79,28.5,-,1:32.387,1:12.181
2023,103,32,209,36,28,32,4.94,30.6,-,1:29.947,1:12.603
2023,104,48,146,13,22,17,4.23,24,-,1:32.268,1:13.498
2023,105,52,307,39,54,44,4.89,30.3,-,1:31.146,1:12.830
2023,106,52,221,47,41,36,5.76,39.8,-,1:30.906,1:12.701
2023,110,52,285,39,51,39,4.83,31.6,-,1:32.082,1:12.811
2023,112,22,111,0,6,18,2.89,5.4,-,1:34.294,1:15.649
2023,113,44,142,10,18,20,3.89,19.7,-,1:34.234,1:13.158
2023,114,50,284,28,55,46,4.83,29.2,-,1:31.539,1:12.629
2023,115,52,287,45,55,46,5.19,34.8,-,1:30.013,1:12.552
2023,116,52,293,62,38,67,5.53,34.1,-,1:30.548,1:12.576
2023,117,52,199,16,38,34,4.57,27.1,-,1:30.495,1:12.904
2023,118,51,290,46,62,42,5.33,37.2,-,1:31.281,1:12.695
2023,120,52,152,15,21,24,4.43,23.7,-,1:32.364,1:12.687
2023,121,48,144,15,17,21,4,22.2,-,1:32.315,1:13.996
2023,124,52,304,52,65,54,5.45,38.5,-,1:31.361,1:12.474
2023,129,41,149,16,12,32,4.23,18.8,-,1:31.973,1:12.969
2023,130,24,227,33,41,37,5,32.6,-,1:31.907,1:12.422
2023,131,52,302,43,49,54,5.03,30.5,-,1:30.134,1:11.826
2023,132,52,286,47,52,45,5.17,34.6,-,1:31.394,1:12.565
2023,134,52,291,67,47,52,5.76,39.2,-,1:29.898,1:12.280
2023,136,52,177,24,19,28,4.47,24.3,-,1:32.163,1:13.605
2023,137,52,272,35,43,46,4.76,28.7,-,1:32.152,1:12.816
2023,138,52,274,52,49,41,5.39,36.9,-,1:30.247,1:11.941
2023,140,52,214,45,42,43,5.88,40.7,-,1:29.915,1:12.536
2023,141,52,282,40,50,38,4.84,31.9,-,1:31.479,1:13.293
2023,142,52,282,51,46,48,5.29,34.4,-,1:30.889,1:12.816
2023,143,52,247,52,49,40,5.77,40.9,-,1:30.610,1:12.305
2023,144,51,179,49,41,31,6.44,50.3,-,1:32.120,1:11.955
2023,147,51,168,43,29,37,6.13,42.9,-,1:30.962,1:12.366
2023,148,52,274,48,43,51,5.24,33.2,-,1:31.420,1:12.602
2023,149,52,301,44,54,48,5.03,32.6,-,1:31.457,1:12.957
2023,150,51,299,41,43,48,4.9,28.1,-,1:32.124,1:13.348
