Year,Motor_No,출전회차,출주회수,1착,2착,3착,평균착순점,연대율,3주회,2주회(온라인),2주회(플라잉)
2017,87,27,63,4,9,6,3.79,20.6,2:03.084,1:41.213,1:15.315
2017,88,48,183,22,24,30,4.61,25.1,1:55.892,1:34.908,1:14.925
2017,89,47,180,24,33,39,5.21,31.7,1:55.039,1:33.364,1:14.722
2017,93,48,137,12,25,20,4.68,27,1:55.331,1:35.288,1:17.649
2017,97,40,112,54,25,12,7.84,70.5,1:53.589,1:35.979,1:15.706
2017,98,48,125,43,30,20,7.02,58.4,1:53.577,1:33.697,1:16.013
2017,99,35,94,5,13,14,4.05,19.1,1:56.021,1:36.961,1:16.418
2017,101,27,58,3,2,8,3.4,8.6,2:00.228,1:45.470,1:17.509
2017,102,48,173,24,31,32,5.06,31.8,1:55.539,1:34.124,1:16.320
2017,103,48,197,30,41,46,5.69,36,1:53.778,1:34.356,1:16.035
2017,104,48,177,21,22,24,4.31,24.3,1:55.806,1:35.080,1:15.709
2017,106,48,192,33,46,34,5.67,41.1,1:55.314,1:33.825,1:16.624
2017,107,27,62,0,7,14,3.55,11.3,2:02.166,1:38.872,1:17.500
2017,111,39,135,11,19,16,4.16,22.2,1:56.570,1:35.347,1:15.953
2017,112,48,191,32,35,37,5.42,35.1,1:56.893,1:34.366,1:14.036
2017,114,42,112,48,27,14,7.45,67,1:53.135,1:33.375,1:13.618
2017,115,48,169,15,25,32,4.55,23.7,1:56.497,1:35.829,1:16.524
2017,116,48,175,51,35,30,6.58,49.1,1:52.814,1:35.276,1:14.075
2017,118,47,187,26,42,37,5.56,36.4,1:53.830,1:35.112,1:15.448
2017,119,48,135,15,13,18,4.17,20.7,1:57.248,1:35.341,1:17.005
2017,120,48,189,21,27,37,4.7,25.4,1:54.764,1:35.102,1:16.631
2017,121,48,176,44,35,31,6.13,44.9,1:54.539,1:34.188,1:15.372
2017,122,48,183,49,38,23,6.09,47.5,1:53.244,1:34.342,1:15.926
2017,124,47,192,23,39,29,4.87,32.3,1:54.978,1:35.931,1:15.278
2017,125,27,53,2,6,7,3.38,15.1,2:01.867,1:39.888,1:16.044
2017,126,48,196,47,29,33,5.71,38.8,1:54.387,1:32.416,1:14.923
2017,127,48,194,25,36,35,4.98,31.4,1:55.043,1:36.080,1:15.957
2017,128,48,185,18,25,23,4.23,23.2,1:54.939,1:36.371,1:17.083
2017,129,48,175,37,41,44,6.27,44.6,1:54.696,1:35.879,1:15.570
2017,130,48,192,40,43,27,5.79,43.2,1:54.775,1:33.575,1:15.932
2017,131,48,135,16,9,26,4.14,18.5,1:54.541,1:37.969,1:15.893
2017,132,37,113,45,25,12,7.08,61.9,1:53.143,1:37.657,1:14.653
2017,133,39,123,10,16,16,4.13,21.1,1:55.500,1:34.833,1:16.300
2017,134,48,179,25,24,29,4.77,27.4,1:55.982,1:34.594,1:16.375
2017,135,48,182,20,30,43,5.09,27.5,1:55.470,1:35.427,1:16.498
2017,136,48,186,29,44,34,5.54,39.2,1:54.877,1:33.960,1:15.731
2017,138,27,106,9,11,14,3.87,18.9,1:56.790,1:36.893,1:17.505
2017,139,48,175,15,36,32,4.79,29.1,1:54.383,1:34.818,1:14.978
2017,141,48,189,28,24,42,5.21,27.5,1:55.149,1:33.767,1:16.229
2017,143,48,168,18,24,23,4.47,25,1:54.723,1:35.238,1:16.361
2017,144,48,189,47,38,34,6.12,45,1:53.772,1:34.554,1:14.614
2017,145,47,193,20,22,43,4.76,21.8,1:55.445,1:34.223,1:17.028
2017,146,48,179,49,31,35,6.34,44.7,1:53.468,1:33.871,1:15.064
2017,147,48,155,44,32,23,6.44,49,1:52.391,1:33.636,1:15.779
2017,148,47,158,13,23,19,4.15,22.8,1:56.808,1:37.287,1:16.698
2017,149,48,178,46,40,21,6.11,48.3,1:53.582,1:33.604,1:15.021
2017,150,48,165,17,26,28,4.61,26.1,1:55.571,1:35.834,1:15.953
2017,151,26,66,5,5,9,3.71,15.2,1:59.933,1:38.713,1:16.585
2017,153,48,184,21,21,40,4.66,22.8,1:55.224,1:34.919,1:15.128
2017,154,47,192,48,32,36,5.97,41.7,1:52.545,1:33.321,1:16.512
2017,155,48,185,41,39,35,6.03,43.2,1:52.871,1:33.602,1:15.350
2017,156,48,191,23,30,33,4.66,27.7,1:55.964,1:34.444,1:16.192
2017,157,39,169,40,27,33,5.74,39.6,1:53.908,1:33.742,1:16.468
2017,159,48,184,25,27,27,4.77,28.3,1:52.199,1:34.926,1:15.683
