Year,Boat_No,출전회차,출주회수,1착,2착,3착,평균착순점,연대율,3주회,2주회(온라인),2주회(플라잉)
2017,66,48,137,21,16,26,4.8,27,1:56.497,1:35.608,1:15.750
2017,67,48,158,20,31,17,4.84,32.3,1:55.135,1:35.265,1:15.188
2017,68,48,196,54,31,36,6.04,43.4,1:52.651,1:33.141,1:15.848
2017,69,48,198,35,33,37,5.33,34.3,1:53.894,1:34.143,1:14.347
2017,70,48,186,37,29,29,5.33,35.5,1:52.391,1:35.172,1:15.188
2017,71,48,192,34,31,35,5.28,33.9,1:55.314,1:34.508,1:15.721
2017,72,48,188,30,29,38,5.22,31.4,1:55.347,1:34.936,1:14.635
2017,73,1,89,19,22,15,6.06,46.1,1:57.474,1:35.972,1:14.145
2017,74,47,180,42,31,37,5.91,40.6,1:52.545,1:33.170,1:14.075
2017,75,48,191,36,30,29,5.2,34.6,1:53.687,1:33.209,1:14.925
2017,76,46,175,28,29,30,5.23,32.6,1:54.117,1:34.356,1:14.722
2017,77,43,170,22,31,25,4.95,31.2,1:53.830,1:35.552,1:14.997
2017,78,48,164,44,32,20,5.99,46.3,1:53.222,1:35.317,1:15.331
2017,79,42,159,12,23,27,4.35,22,1:55.934,1:36.028,1:15.957
2017,80,48,175,39,32,26,5.74,40.6,1:53.135,1:33.375,1:16.267
2017,81,48,185,34,39,27,5.43,39.5,1:55.181,1:32.497,1:15.217
2017,82,47,186,31,36,36,5.4,36,1:55.995,1:33.059,1:14.495
2017,83,48,202,37,40,35,5.52,38.1,1:52.814,1:33.697,1:14.729
2017,84,38,165,30,35,28,5.57,39.4,1:54.970,1:35.272,1:16.146
2017,85,48,152,30,31,24,5.55,40.1,1:54.683,1:33.943,1:15.079
2017,86,45,197,37,28,27,5.22,33,1:53.772,1:34.827,1:14.653
2017,87,48,143,22,26,19,5,33.6,1:54.641,1:36.157,1:15.128
2017,88,47,189,40,28,26,5.4,36,1:54.005,1:35.259,1:14.640
2017,89,48,187,49,40,31,6.25,47.6,1:53.282,1:32.712,1:14.410
2017,90,48,159,22,24,22,4.96,28.9,1:53.541,1:35.213,1:15.445
2017,91,45,152,33,26,27,5.6,38.8,1:54.570,1:35.564,1:15.836
2017,92,48,188,28,38,32,5.28,35.1,1:54.456,1:35.303,1:15.928
2017,93,48,160,23,24,25,4.84,29.4,1:54.999,1:33.364,1:15.695
2017,94,48,192,31,33,35,5.24,33.3,1:54.850,1:33.575,1:15.448
2017,95,48,174,31,23,30,5.1,31,1:52.868,1:33.672,1:16.229
2017,96,41,175,17,27,27,4.5,25.1,1:56.277,1:35.644,1:15.100
2017,97,39,135,21,22,22,5.02,31.9,1:57.639,1:34.828,1:15.721
2017,98,48,146,17,26,22,4.99,29.5,1:54.488,1:37.251,1:16.371
2017,99,28,102,5,8,13,3.57,12.7,1:56.068,1:36.777,1:14.317
2017,100,48,176,31,40,27,5.52,40.3,1:54.808,1:34.102,1:14.510
2017,101,47,156,21,22,28,4.87,27.6,1:55.599,1:38.025,1:15.074
2017,102,47,190,29,34,32,5.12,33.2,1:54.187,1:32.961,1:15.133
2017,103,48,203,32,44,30,5.33,37.4,1:53.778,1:36.263,1:15.504
2017,104,48,198,39,35,36,5.54,37.4,1:55.812,1:35.058,1:16.668
2017,105,48,164,24,22,22,4.7,28,1:55.415,1:34.045,1:16.833
2017,106,48,176,18,19,38,4.49,21,1:55.238,1:34.366,1:14.904
2017,107,46,194,46,31,30,5.66,39.7,1:51.872,1:33.590,1:15.588
2017,108,48,182,23,29,27,4.65,28.6,1:53.075,1:33.960,1:15.948
2017,109,48,177,31,23,23,4.85,30.5,1:53.589,1:35.085,1:15.461
2017,110,47,177,37,37,20,5.5,41.8,1:54.223,1:34.744,1:15.739
