Year,Boat_No,출전회차,출주회수,1착,2착,3착,평균착순점,연대율,3주회,2주회(온라인),2주회(플라잉)
2021,29,48,57,9,6,13,4.82,26.3,-,1:31.463,1:14.513
2021,30,48,55,10,10,8,5.31,36.4,-,1:31.193,1:13.300
2021,31,48,46,8,8,5,4.91,34.8,-,1:32.086,1:12.949
2021,32,48,35,9,6,5,5.83,42.9,-,1:31.104,1:13.812
2021,33,48,39,4,6,15,5.51,25.6,-,1:30.883,1:14.451
2021,34,48,49,5,6,7,4.27,22.4,-,1:31.865,1:14.279
2021,35,47,48,12,10,6,6.13,45.8,-,1:31.774,1:14.236
2021,36,48,53,7,8,9,4.89,28.3,-,1:32.695,1:14.252
2021,37,48,41,8,6,8,5.37,34.1,-,1:31.146,1:13.904
2021,38,48,60,8,14,10,5.43,36.7,-,1:32.492,1:13.500
2021,39,48,43,3,9,4,4.21,27.9,-,1:32.582,1:13.583
2021,40,48,34,4,2,7,3.82,17.6,-,1:33.199,1:14.299
2021,41,47,40,17,6,5,7.1,57.5,-,1:30.874,1:13.172
2021,42,48,63,17,9,10,5.98,41.3,-,1:31.796,1:13.261
2021,43,47,42,9,11,7,6.31,47.6,-,1:31.052,1:12.971
2021,44,42,38,5,5,10,5,26.3,-,1:30.515,1:14.336
2021,45,45,49,13,8,7,5.94,42.9,-,1:31.911,1:13.382
2021,46,46,45,6,10,6,5.04,35.6,-,1:32.068,1:14.047
2021,47,47,52,12,11,12,6.42,44.2,-,1:30.954,1:13.032
2021,48,48,55,5,13,8,4.78,32.7,-,1:31.513,1:14.104
2021,49,48,54,6,8,9,4.52,25.9,-,1:31.948,1:15.411
2021,50,48,41,2,5,5,3.83,17.1,-,1:33.477,1:14.507
2021,51,48,56,13,9,9,5.68,39.3,-,1:31.721,1:14.433
2021,52,48,46,3,7,4,3.74,21.7,-,1:30.657,1:13.874
2021,53,44,48,8,12,13,5.88,41.7,-,1:31.719,1:13.420
2021,54,48,40,3,5,5,3.93,20,-,1:34.409,1:13.906
2021,55,47,45,14,12,5,6.71,57.8,-,1:30.013,1:13.246
2021,56,48,38,4,2,4,3.89,15.8,-,1:31.771,1:13.109
2021,57,48,48,3,6,13,4.54,18.8,-,1:31.133,1:14.827
2021,58,48,38,2,1,5,2.79,7.9,-,1:33.784,1:14.779
2021,59,48,51,6,7,6,4.67,25.5,-,1:32.106,1:13.762
2021,60,48,65,15,13,7,5.68,43.1,-,1:29.993,1:12.845
2021,61,48,53,5,8,12,4.6,24.5,-,1:31.643,1:13.824
2021,62,48,61,9,10,11,4.87,31.1,-,1:31.178,1:14.454
2021,63,48,57,7,10,13,5.14,29.8,-,1:33.504,1:13.691
2021,64,48,43,10,2,8,4.84,27.9,-,1:30.518,1:14.909
2021,65,44,41,6,8,6,4.8,34.1,-,1:32.514,1:14.764
2021,66,48,46,10,7,4,5.24,37,-,1:32.765,1:13.044
2021,67,48,60,18,4,10,5.62,36.7,-,1:32.167,1:13.273
2021,68,45,48,14,7,6,6,43.8,-,1:30.265,1:12.510
2021,69,43,48,8,11,7,5.69,39.6,-,1:31.828,1:14.194
2021,70,48,44,1,8,9,4.34,20.5,-,1:32.071,1:14.795
2021,71,48,61,6,15,10,4.84,34.4,-,1:31.141,1:14.640
2021,72,48,45,11,5,8,5.62,35.6,-,1:31.357,1:13.806
2021,73,48,47,2,8,11,4.43,21.3,-,1:33.736,1:14.832
2021,74,48,62,11,8,10,5.05,30.6,-,1:34.061,1:14.363
2021,75,48,47,10,9,7,5.6,40.4,-,1:31.248,1:12.641
2021,76,47,39,13,8,4,6.54,53.8,-,1:31.382,1:13.330
2021,77,47,46,8,7,8,4.98,32.6,-,1:31.475,1:14.465
2021,78,47,48,2,3,12,4.08,10.4,-,1:32.261,1:14.829
2021,79,48,26,5,4,7,5.58,34.6,-,1:32.124,1:14.798
2021,80,45,56,8,10,12,5.27,32.1,-,1:32.034,1:14.320
2021,81,48,63,5,8,9,4.16,20.6,-,1:33.968,1:14.285
2021,82,48,57,7,9,10,4.81,28.1,-,1:31.260,1:13.347
2021,83,43,36,5,9,9,5.78,38.9,-,1:33.363,1:14.873
2021,84,45,57,11,6,10,4.86,29.8,-,1:32.386,1:13.367
2021,85,48,56,7,8,10,4.64,26.8,-,1:32.677,1:14.298
2021,86,42,35,9,6,6,6.2,42.9,-,1:33.860,1:12.536
2021,87,48,70,15,9,13,5.4,34.3,-,1:31.787,1:13.831
2021,88,48,28,0,3,6,3.64,10.7,-,1:34.234,1:15.467
2021,89,47,53,13,14,7,6.19,50.9,-,1:32.288,1:13.670
2021,90,48,65,13,12,10,5.63,38.5,-,1:32.353,1:13.757
2021,91,48,41,9,11,7,6.05,48.8,-,1:31.187,1:13.541
2021,92,48,52,9,7,13,5.29,30.8,-,1:31.755,1:13.735
2021,93,48,65,12,17,8,5.71,44.6,-,1:31.463,1:12.211
2021,94,47,38,5,6,5,5,28.9,-,1:33.961,1:14.512
2021,95,47,38,6,9,8,5.71,39.5,-,1:33.067,1:14.254
2021,96,48,54,10,12,7,5.43,40.7,-,1:31.651,1:13.896
2021,97,48,54,10,9,8,5.13,35.2,-,1:30.820,1:13.946
2021,98,48,64,9,12,9,5.09,32.8,-,1:32.637,1:13.959
2021,99,48,51,14,7,6,5.67,41.2,-,1:32.335,1:13.167
2021,100,48,52,7,6,9,4.5,25,-,1:30.613,1:14.832
2021,101,47,46,15,6,9,6.39,45.7,-,1:30.287,1:12.754
2021,102,48,59,7,11,9,5.03,30.5,-,1:32.103,1:13.701
2021,103,48,65,7,16,11,5.29,35.4,-,1:30.600,1:13.703
2021,104,44,43,11,5,7,5.51,37.2,-,1:31.437,1:14.285
2021,105,46,47,5,5,9,4.43,21.3,-,1:32.543,1:14.212
2021,106,48,66,9,14,10,4.97,34.8,-,1:31.960,1:13.326
2021,107,46,47,5,8,2,4.11,27.7,-,1:32.337,1:14.508
2021,108,48,54,11,8,7,5.07,35.2,-,1:30.889,1:13.481
2021,109,47,46,10,12,8,6.33,47.8,-,1:31.223,1:13.927
2021,110,48,46,9,9,3,5.57,39.1,-,1:32.422,1:14.061
